Fecha,Hora ,CO,NO2,O3,PM10,SO2
01/01/2015,0:00:00,0.567,0.00647,0.02703,,0.00102
01/01/2015,1:00:00,0.588,0.0181,0.0176,7.31,0.00207
01/01/2015,2:00:00,1.139,0.02767,0.01062,14.6,0.00197
01/01/2015,3:00:00,1.605,0.0369,0.00155,40.18,0.002
01/01/2015,4:00:00,1.648,0.03345,0.00137,52.64,0.002
01/01/2015,5:00:00,1.822,0.03215,0.00137,52.89,0.002
01/01/2015,6:00:00,2.258,0.03062,0.00217,58.42,0.00217
01/01/2015,7:00:00,2.235,0.03053,0.00178,65.8,0.00232
01/01/2015,8:00:00,1.552,0.02822,0.005,52.96,0.00217
01/01/2015,9:00:00,1.334,0.03922,0.01635,45.84,0.00233
01/01/2015,10:00:00,1.041,0.04383,0.017,67.3,0.00447
01/01/2015,11:00:00,0.842,0.02815,0.03363,48.34,0.00298
01/01/2015,12:00:00,0.645,0.01817,0.0383,35.32,0.0024
01/01/2015,13:00:00,0.601,0.01225,0.04818,19.56,0.00192
01/01/2015,14:00:00,0.562,0.0088,0.05722,23.48,0.0019
01/01/2015,15:00:00,0.589,0.00887,0.05642,29.11,0.00197
01/01/2015,16:00:00,0.566,0.00808,0.05515,28.21,0.00195
01/01/2015,17:00:00,0.573,0.01022,0.04912,29.42,0.00198
01/01/2015,18:00:00,0.849,0.02163,0.03708,28.68,0.002
01/01/2015,19:00:00,0.702,0.01792,0.02907,33.35,0.00187
01/01/2015,20:00:00,0.573,0.0143,0.02455,27.37,0.00193
01/01/2015,21:00:00,0.65,0.01332,0.01997,13.3,0.00142
01/01/2015,22:00:00,0.721,0.01378,0.01862,10.57,0.00142
01/01/2015,23:00:00,0.592,0.0179,0.01412,15.57,0.00177
02/01/2015,0:00:00,0.577,0.01323,0.0183,22.86,0.00143
02/01/2015,1:00:00,0.558,0.01153,0.01768,9.41,0.0019
02/01/2015,2:00:00,0.564,0.01125,0.02065,12.64,0.00172
02/01/2015,3:00:00,0.576,0.00932,0.02313,13.28,0.00168
02/01/2015,4:00:00,0.603,0.0214,0.01452,16.77,0.00168
02/01/2015,5:00:00,0.703,0.02145,0.01427,17.53,0.0015
02/01/2015,6:00:00,1.048,0.03425,0.0046,24.78,0.00155
02/01/2015,7:00:00,1.396,0.03755,0.00308,26.11,0.00193
02/01/2015,8:00:00,1.721,0.04123,0.00382,33.71,0.00252
02/01/2015,9:00:00,1.728,0.04793,0.00908,39.7,0.00277
02/01/2015,10:00:00,0.78,0.0195,0.02495,42.35,0.00207
02/01/2015,11:00:00,0.495,0.00633,0.0312,29.59,0.0021
02/01/2015,12:00:00,0.516,0.00793,0.03142,27.71,0.0024
02/01/2015,13:00:00,0.497,0.0069,0.03217,25.34,0.00183
02/01/2015,14:00:00,0.525,0.00905,0.02847,25.9,0.0012
02/01/2015,15:00:00,0.488,0.00725,0.02798,27.83,0.0012
02/01/2015,16:00:00,0.524,0.00887,0.02672,35.88,0.00115
02/01/2015,17:00:00,0.565,0.0111,0.02438,22.94,0.00112
02/01/2015,18:00:00,0.614,0.01688,0.0182,28.43,0.00108
02/01/2015,19:00:00,0.699,0.01987,0.01478,28.02,0.00118
02/01/2015,20:00:00,0.708,0.02008,0.01385,26.74,0.00138
02/01/2015,21:00:00,0.689,0.01973,0.01297,21.39,0.00147
02/01/2015,22:00:00,0.613,0.0127,0.01553,13.18,0.00107
02/01/2015,23:00:00,0.675,0.01825,0.01087,12.61,0.0012
03/01/2015,0:00:00,0.539,0.00672,0.0203,8.11,0.00133
03/01/2015,1:00:00,0.621,0.01365,0.01425,6.47,0.0013
03/01/2015,2:00:00,0.554,0.00937,0.01768,7.07,0.001
03/01/2015,3:00:00,0.686,0.0168,0.01008,7,0.00108
03/01/2015,4:00:00,0.662,0.01623,0.00968,10.76,0.00132
03/01/2015,5:00:00,0.755,0.01963,0.00678,11.4,0.00108
03/01/2015,6:00:00,0.993,0.02737,0.00238,11.96,0.00143
03/01/2015,7:00:00,1.423,0.03,0.00125,26.43,0.002
03/01/2015,8:00:00,2.166,0.03815,0.00212,45.97,0.00372
03/01/2015,9:00:00,1.71,0.03975,0.00573,59.34,0.00455
03/01/2015,10:00:00,0.762,0.01585,0.01755,34.84,0.002
03/01/2015,11:00:00,0.574,0.01067,0.02255,27.37,0.00183
03/01/2015,12:00:00,0.504,0.0066,0.02438,23.38,0.00135
03/01/2015,13:00:00,0.507,0.00712,0.02377,21.58,0.00122
03/01/2015,14:00:00,0.519,0.00688,0.02267,18.48,0.001
03/01/2015,15:00:00,0.477,0.0054,0.02345,10.91,0.001
03/01/2015,16:00:00,0.483,0.00812,0.02243,14.77,0.00107
03/01/2015,17:00:00,0.518,0.01148,0.01955,15.21,0.00172
03/01/2015,18:00:00,0.584,0.01518,0.01538,20.72,0.00105
03/01/2015,19:00:00,0.651,0.02155,0.00952,19.03,0.00152
03/01/2015,20:00:00,0.688,0.02,0.00872,18.61,0.00145
03/01/2015,21:00:00,0.588,0.01867,0.00977,14.09,0.00198
03/01/2015,22:00:00,0.611,0.01965,0.00827,17.33,0.00223
03/01/2015,23:00:00,0.616,0.01438,0.01078,18.43,0.00153
04/01/2015,0:00:00,0.589,0.0138,0.01125,27.9,0.00152
04/01/2015,1:00:00,0.581,0.01825,0.00762,10.93,0.0017
04/01/2015,2:00:00,0.668,0.025,0.00182,13.2,0.00175
04/01/2015,3:00:00,0.889,0.02465,0.00085,16.93,0.002
04/01/2015,4:00:00,0.977,0.024,0.0008,15.57,0.00198
04/01/2015,5:00:00,0.983,0.02292,0.00142,15.23,0.00188
04/01/2015,6:00:00,1.192,0.02312,0.00115,20.93,0.002
04/01/2015,7:00:00,1.892,0.02543,0.00108,27.58,0.00293
04/01/2015,8:00:00,1.75,0.02493,0.00145,34.74,0.00298
04/01/2015,9:00:00,0.997,0.01885,0.00725,34.34,0.00215
04/01/2015,10:00:00,0.758,0.01507,0.016,22.33,0.00192
04/01/2015,11:00:00,0.741,0.01522,0.0209,17.51,0.002
04/01/2015,12:00:00,0.653,0.01233,0.02303,23.31,0.00183
04/01/2015,13:00:00,0.662,0.01154,0.02654,24.49,0.002
04/01/2015,14:00:00,0.59,0.00835,0.0291,27.21,0.002
04/01/2015,15:00:00,0.562,0.00817,0.03018,23,0.002
04/01/2015,16:00:00,0.587,0.00915,,28.88,0.002
04/01/2015,17:00:00,0.694,0.01977,,29.55,0.0026
04/01/2015,18:00:00,1.148,0.04137,,23.94,0.00267
04/01/2015,19:00:00,1.868,0.0495,,42.31,0.00327
04/01/2015,20:00:00,2.663,0.05002,,54.87,0.00445
04/01/2015,21:00:00,2.922,0.04845,,68.7,0.00438
04/01/2015,22:00:00,0.897,0.02538,,72.25,0.00228
04/01/2015,23:00:00,0.773,0.02107,0.01237,47.49,0.002
05/01/2015,0:00:00,0.566,0.00882,0.02093,37.3,0.0012
05/01/2015,1:00:00,0.499,0.00445,0.02565,36.96,0.00098
05/01/2015,2:00:00,0.494,0.00395,0.02663,25.9,0.00085
05/01/2015,3:00:00,0.497,0.00392,0.02593,19.05,0.00052
05/01/2015,4:00:00,0.484,0.00322,0.02572,19.71,0.0004
05/01/2015,5:00:00,0.527,0.00498,0.02538,17.73,0.0005
05/01/2015,6:00:00,0.563,0.00903,0.02425,19.03,0.00075
05/01/2015,7:00:00,0.643,0.01462,0.01967,17.42,0.0007
05/01/2015,8:00:00,0.73,0.02038,0.01647,21.06,0.001
05/01/2015,9:00:00,0.751,0.01872,0.01755,27.42,0.001
05/01/2015,10:00:00,0.663,0.01347,0.02132,24.04,0.001
05/01/2015,11:00:00,0.795,0.01152,0.02512,21.27,0.001
05/01/2015,12:00:00,0.593,0.01052,0.0283,18.21,0.00097
05/01/2015,13:00:00,0.59,0.01045,0.02945,21.42,0.00092
05/01/2015,14:00:00,0.635,0.0134,0.02902,26.17,0.00085
05/01/2015,15:00:00,0.58,0.01155,0.03223,36.78,0.001
05/01/2015,16:00:00,0.624,0.01318,0.03118,37.97,0.001
05/01/2015,17:00:00,0.693,0.01853,0.02722,38.67,0.001
05/01/2015,18:00:00,0.836,0.02848,0.01898,34.64,0.001
05/01/2015,19:00:00,1.297,0.04458,0.00483,40.71,0.00132
05/01/2015,20:00:00,1.363,0.04442,0.00205,38.51,0.0018
05/01/2015,21:00:00,1.164,0.041,0.00408,36.75,0.00122
05/01/2015,22:00:00,1.023,0.0356,0.0055,39.59,0.00097
05/01/2015,23:00:00,0.895,0.03248,0.00747,40.24,0.001
06/01/2015,0:00:00,0.779,0.0251,0.00882,24.72,0.00155
06/01/2015,1:00:00,0.664,0.01413,0.01387,14.04,0.0015
06/01/2015,2:00:00,0.536,0.00898,0.0177,12.57,0.00138
06/01/2015,3:00:00,0.515,0.00692,0.0192,8.42,0.00152
06/01/2015,4:00:00,0.565,0.01105,0.014,13.41,0.00128
06/01/2015,5:00:00,0.618,0.01448,0.0128,14.64,0.00157
06/01/2015,6:00:00,0.77,0.02142,0.00897,15.53,0.0019
06/01/2015,7:00:00,1.236,0.03187,0.00185,18.28,0.002
06/01/2015,8:00:00,1.224,0.02978,0.00475,33.96,0.002
06/01/2015,9:00:00,1.263,0.0254,0.01042,32.91,0.002
06/01/2015,10:00:00,0.935,0.0221,0.01323,32.54,0.002
06/01/2015,11:00:00,0.81,0.01542,0.02157,28.68,0.002
06/01/2015,12:00:00,0.626,0.01135,0.03072,22.83,0.002
06/01/2015,13:00:00,0.662,0.01493,0.03595,26.26,0.00198
06/01/2015,14:00:00,0.793,0.02232,0.03745,29.77,0.00202
06/01/2015,15:00:00,0.755,0.02252,0.03797,37.44,0.00205
06/01/2015,16:00:00,0.741,0.0205,0.04348,33.51,0.00237
06/01/2015,17:00:00,0.943,0.03262,0.03385,34.71,0.00257
06/01/2015,18:00:00,1.602,0.06355,0.00783,51.81,0.00337
06/01/2015,19:00:00,1.903,0.0693,0.00328,79.21,0.00372
06/01/2015,20:00:00,1.661,0.05987,0.0078,80.68,0.00322
06/01/2015,21:00:00,2.044,0.06392,0.00142,105.97,0.0038
06/01/2015,22:00:00,1.619,0.05565,0.00223,95.13,0.003
06/01/2015,23:00:00,2.932,0.05983,0.0018,81.06,0.00392
07/01/2015,0:00:00,2.516,0.05702,0.00087,85.75,0.00352
07/01/2015,1:00:00,1.565,0.04607,0.00105,72.8,0.002
07/01/2015,2:00:00,0.743,0.0179,0.01138,42.89,0.00105
07/01/2015,3:00:00,0.526,0.00557,0.01917,19.21,0.001
07/01/2015,4:00:00,0.515,0.004,0.02035,7.76,0.001
07/01/2015,5:00:00,0.571,0.00578,0.01978,6.92,0.00098
07/01/2015,6:00:00,0.889,0.02178,0.00903,8.11,0.001
07/01/2015,7:00:00,1.436,0.03227,0.00123,21.28,0.00117
07/01/2015,8:00:00,1.907,0.03293,0.00268,34.75,0.002
07/01/2015,9:00:00,1.445,0.02955,0.00733,38.04,0.00177
07/01/2015,10:00:00,0.863,0.01612,0.01947,30.02,0.00102
07/01/2015,11:00:00,0.633,0.0109,0.02648,22.67,0.001
07/01/2015,12:00:00,0.615,0.01103,0.03417,24.1,0.00107
07/01/2015,13:00:00,0.626,0.01085,0.03682,22.06,0.00103
07/01/2015,14:00:00,0.617,0.01107,0.03598,20.36,0.001
07/01/2015,15:00:00,0.589,0.01097,0.03718,21.45,0.001
07/01/2015,16:00:00,0.546,0.0103,0.03828,22.94,0.001
07/01/2015,17:00:00,0.652,0.01938,0.02622,30.28,0.001
07/01/2015,18:00:00,1.082,0.04207,0.01895,46.82,0.00185
07/01/2015,19:00:00,1.164,0.05107,0.01597,61.3,0.00202
07/01/2015,20:00:00,1.47,0.06383,0.00458,63.63,0.00283
07/01/2015,21:00:00,1.649,0.05735,0.00262,80.12,0.00352
07/01/2015,22:00:00,0.686,0.01822,0.0159,74.37,0.00118
07/01/2015,23:00:00,0.559,0.01067,0.01745,48.03,0.00098
08/01/2015,0:00:00,0.589,0.01218,0.01585,34.79,0.001
08/01/2015,1:00:00,0.578,0.01052,0.01588,18.5,0.001
08/01/2015,2:00:00,0.57,0.01182,0.01508,11.28,0.00107
08/01/2015,3:00:00,0.565,0.01018,0.01428,10.49,0.001
08/01/2015,4:00:00,0.554,0.00825,0.01558,10.67,0.001
08/01/2015,5:00:00,0.643,0.01117,0.01385,9.22,0.001
08/01/2015,6:00:00,0.671,0.01317,0.0132,7.4,0.001
08/01/2015,7:00:00,0.758,0.01848,0.00955,11.46,0.001
08/01/2015,8:00:00,0.796,0.01813,0.01173,15.34,0.001
08/01/2015,9:00:00,0.72,0.01202,0.01808,17.62,0.001
08/01/2015,10:00:00,0.62,0.00898,0.02378,23.67,0.001
08/01/2015,11:00:00,0.697,0.01193,0.02312,26,0.001
08/01/2015,12:00:00,0.686,0.01122,0.02662,21.94,0.001
08/01/2015,13:00:00,0.66,0.01358,0.03308,23.98,0.00107
08/01/2015,14:00:00,0.727,0.01725,0.03708,31.68,0.002
08/01/2015,15:00:00,0.716,0.01852,0.04033,34.86,0.002
08/01/2015,16:00:00,0.747,0.02247,0.03887,48.66,0.002
08/01/2015,17:00:00,0.793,0.02768,0.03263,55.26,0.002
08/01/2015,18:00:00,1.072,0.04745,0.01532,57.86,0.002
08/01/2015,19:00:00,1.714,0.06362,0.00233,67.43,0.00257
08/01/2015,20:00:00,1.907,0.06348,0.00123,89.78,0.00362
08/01/2015,21:00:00,1.512,0.05495,0.00403,93.43,0.003
08/01/2015,22:00:00,1.467,0.05247,0.00497,78.78,0.002
08/01/2015,23:00:00,1.203,0.05133,0.00353,53.2,0.002
09/01/2015,0:00:00,1.426,0.05262,0.00157,55.9,0.002
09/01/2015,1:00:00,1.731,0.05037,0.00152,53.62,0.00203
09/01/2015,2:00:00,2.258,0.05485,0.00132,66.07,0.00338
09/01/2015,3:00:00,2.118,0.05222,0.00132,84.81,0.003
09/01/2015,4:00:00,1.427,0.04562,0.00103,73.4,0.00243
09/01/2015,5:00:00,1.225,0.04355,0.00185,59.56,0.002
09/01/2015,6:00:00,1.176,0.04362,0.00165,47.83,0.002
09/01/2015,7:00:00,1.827,0.04727,0.00152,50.12,0.00305
09/01/2015,8:00:00,2.153,0.04622,0.0033,67.28,0.0038
09/01/2015,9:00:00,1.516,0.04067,0.01145,42.17,0.00275
09/01/2015,10:00:00,1.164,0.03377,0.02533,41.65,0.00283
09/01/2015,11:00:00,0.841,0.02362,0.03937,53.12,0.00205
09/01/2015,12:00:00,0.872,0.02657,0.05152,42.05,0.00252
09/01/2015,13:00:00,0.776,0.02627,0.05975,50.2,0.00217
09/01/2015,14:00:00,0.818,0.02557,0.05733,40.68,0.00197
09/01/2015,15:00:00,0.851,0.03083,0.05218,51.85,0.002
09/01/2015,16:00:00,0.693,0.02033,0.04417,54.5,0.00143
09/01/2015,17:00:00,0.705,0.02527,0.03457,38.01,0.00147
09/01/2015,18:00:00,0.988,0.04695,0.01385,30.61,0.00132
09/01/2015,19:00:00,1.294,0.05988,0.00685,56.57,0.0018
09/01/2015,20:00:00,1.78,0.06905,0.00252,65.77,0.00247
09/01/2015,21:00:00,1.629,0.064,0.00188,82.96,0.0028
09/01/2015,22:00:00,0.818,0.03528,0.01527,58.28,0.00152
09/01/2015,23:00:00,0.618,0.02418,0.0233,33.85,0.001
10/01/2015,0:00:00,0.963,0.03355,0.01433,18.7,0.00135
10/01/2015,1:00:00,1.602,0.0499,0.00303,27.63,0.00265
10/01/2015,2:00:00,0.91,0.0318,0.00997,30.99,0.00175
10/01/2015,3:00:00,0.601,0.00887,0.02373,19.64,0.001
10/01/2015,4:00:00,0.626,0.00998,0.02123,11.95,0.00102
10/01/2015,5:00:00,1.066,0.02953,0.00772,18.61,0.00197
10/01/2015,6:00:00,1.65,0.03838,0.00142,49.15,0.00395
10/01/2015,7:00:00,1.718,0.03873,0.00117,57.12,0.00323
10/01/2015,8:00:00,2.264,0.03983,0.0022,60.4,0.004
10/01/2015,9:00:00,1.561,0.03642,0.00813,56.46,0.00373
10/01/2015,10:00:00,1.055,0.02638,0.0217,37.31,0.002
10/01/2015,11:00:00,0.951,0.0267,0.03278,39.88,0.002
10/01/2015,12:00:00,0.921,0.0292,0.0457,45.14,0.00202
10/01/2015,13:00:00,0.853,0.02727,0.05658,47.35,0.0021
10/01/2015,14:00:00,0.662,0.01963,0.0526,38.28,0.00198
10/01/2015,15:00:00,0.598,0.01415,0.05473,39.67,0.00172
10/01/2015,16:00:00,0.624,0.0139,0.0554,44.06,0.00197
10/01/2015,17:00:00,0.587,0.01123,0.04403,24.4,0.00122
10/01/2015,18:00:00,0.861,0.02387,0.032,23.57,0.00158
10/01/2015,19:00:00,0.969,0.03468,0.01572,36.77,0.00203
10/01/2015,20:00:00,0.874,0.02565,0.01835,30.01,0.00232
10/01/2015,21:00:00,0.769,0.0122,0.02668,20.38,0.00107
10/01/2015,22:00:00,0.778,0.01195,0.02187,18.26,0.00115
10/01/2015,23:00:00,0.851,0.01417,0.01672,15.72,0.00128
11/01/2015,0:00:00,0.746,0.00675,0.02362,7.05,0.00115
11/01/2015,1:00:00,0.714,0.00753,0.02173,7.46,0.0012
11/01/2015,2:00:00,0.924,0.0224,0.007,10.51,0.00128
11/01/2015,3:00:00,0.877,0.02015,0.00695,16.47,0.00137
11/01/2015,4:00:00,1.256,0.0249,0.00173,16.68,0.0016
11/01/2015,5:00:00,1.409,0.02403,0.00148,18.98,0.00197
11/01/2015,6:00:00,1.218,0.02428,0.0012,21.65,0.00197
11/01/2015,7:00:00,1.64,0.02372,0.00197,23.44,0.00213
11/01/2015,8:00:00,1.719,0.02707,0.0034,27.92,0.00272
11/01/2015,9:00:00,1.068,0.0185,0.01712,24.83,0.00227
11/01/2015,10:00:00,0.702,0.00682,0.02923,13.72,0.0011
11/01/2015,11:00:00,0.774,0.01118,0.03563,13.66,0.0011
11/01/2015,12:00:00,0.761,0.01298,0.0475,18.82,0.0014
11/01/2015,13:00:00,0.586,0.00723,0.04687,18.85,0.0013
11/01/2015,14:00:00,0.53,0.00557,0.04432,12.18,0.00113
11/01/2015,15:00:00,0.518,0.00428,0.04038,14.5,0.0012
11/01/2015,16:00:00,0.516,0.00382,0.03688,13.94,0.001
11/01/2015,17:00:00,0.528,0.00368,0.0368,14,0.00155
11/01/2015,18:00:00,0.626,0.01083,0.0278,14.14,0.00175
11/01/2015,19:00:00,0.705,0.01458,0.02057,22.14,0.00138
11/01/2015,20:00:00,0.693,0.01287,0.0189,17.06,0.001
11/01/2015,21:00:00,0.666,0.0103,0.023,14.55,0.001
11/01/2015,22:00:00,0.63,0.0083,0.02437,12.11,0.00102
11/01/2015,23:00:00,0.654,0.00902,0.02278,8.57,0.00102
12/01/2015,0:00:00,0.654,0.01088,0.01983,10.46,0.00222
12/01/2015,1:00:00,0.627,0.00763,0.02343,9.09,0.0028
12/01/2015,2:00:00,0.649,0.01062,0.01903,3.58,0.00288
12/01/2015,3:00:00,0.769,0.01778,0.00967,6.22,0.00295
12/01/2015,4:00:00,0.738,0.01745,0.00868,11.52,0.00293
12/01/2015,5:00:00,0.876,0.02115,0.00282,15.92,0.003
12/01/2015,6:00:00,1.082,0.02362,0.0017,14.34,0.00313
12/01/2015,7:00:00,1.739,0.02807,0.00195,26.93,0.00385
12/01/2015,8:00:00,2.77,0.03418,0.00345,47.72,0.00552
12/01/2015,9:00:00,2.794,0.03908,0.00762,62.27,0.00483
12/01/2015,10:00:00,1.684,0.0377,0.01682,55.4,0.00465
12/01/2015,11:00:00,1.203,0.02898,0.03063,41.13,0.00352
12/01/2015,12:00:00,1.255,0.0351,0.04245,40.06,0.0035
12/01/2015,13:00:00,1.32,0.04357,0.05052,48.73,0.00483
12/01/2015,14:00:00,0.827,0.01878,0.04248,50.43,0.0033
12/01/2015,15:00:00,0.691,0.01195,0.04983,37.02,0.003
12/01/2015,16:00:00,0.696,0.01327,0.04978,33.93,0.003
12/01/2015,17:00:00,0.689,0.0133,0.04717,35.26,0.003
12/01/2015,18:00:00,0.899,0.02262,0.0288,35.99,0.00302
12/01/2015,19:00:00,1.206,0.03933,0.01183,40.54,0.00378
12/01/2015,20:00:00,2.011,0.05005,0.00205,52.19,0.00548
12/01/2015,21:00:00,2.048,0.04503,0.00177,66.37,0.00472
12/01/2015,22:00:00,1.45,0.03937,0.00207,62.54,0.0038
12/01/2015,23:00:00,1.79,0.03817,0.0019,59.19,0.00428
13/01/2015,0:00:00,1.55,0.03613,0.00177,49.37,0.00302
13/01/2015,1:00:00,1.555,0.03543,0.00185,47.7,0.0028
13/01/2015,2:00:00,1.291,0.03305,0.00123,37.89,0.00173
13/01/2015,3:00:00,1.107,0.0301,0.00192,32.22,0.00182
13/01/2015,4:00:00,1.044,0.0289,0.0015,20.79,0.00182
13/01/2015,5:00:00,0.985,0.02868,0.0014,25.66,0.00118
13/01/2015,6:00:00,1.361,0.02873,0.00137,23.68,0.0018
13/01/2015,7:00:00,2.461,0.0326,0.00128,44.12,0.00312
13/01/2015,8:00:00,3.566,0.03657,0.0019,75.13,0.00627
13/01/2015,9:00:00,3.551,0.0435,0.00205,94.05,0.00827
13/01/2015,10:00:00,4.035,0.06172,0.0037,121.83,0.00952
13/01/2015,11:00:00,2.115,0.04903,0.0161,119.33,0.00732
13/01/2015,12:00:00,1.057,0.0289,0.03135,70.81,0.00338
13/01/2015,13:00:00,1.012,0.0275,0.039,58.22,0.00262
13/01/2015,14:00:00,0.908,0.02395,0.04887,54.95,0.0021
13/01/2015,15:00:00,0.869,0.02207,0.04742,57.96,0.002
13/01/2015,16:00:00,0.64,0.01162,0.0356,52.31,0.00127
13/01/2015,17:00:00,0.797,0.0209,0.02518,39.45,0.00147
13/01/2015,18:00:00,1.018,0.03373,0.01262,40.13,0.00185
13/01/2015,19:00:00,1.318,0.03872,0.004,53.2,0.002
13/01/2015,20:00:00,1.199,0.0354,0.00535,45.82,0.002
13/01/2015,21:00:00,1.521,0.03715,0.0043,43.97,0.00213
13/01/2015,22:00:00,2.263,0.0416,0.00137,63.12,0.00328
13/01/2015,23:00:00,2.672,0.0411,0.0011,76.88,0.004
14/01/2015,0:00:00,2.279,0.0388,0.00093,76.81,0.00313
14/01/2015,1:00:00,1.984,0.03733,0.0009,59.48,0.00275
14/01/2015,2:00:00,1.687,0.0378,0.00123,61.62,0.00298
14/01/2015,3:00:00,1.256,0.03743,0.00122,56.59,0.00295
14/01/2015,4:00:00,1.245,0.03467,0.00188,39.33,0.00257
14/01/2015,5:00:00,1.321,0.0357,0.00128,40.72,0.00298
14/01/2015,6:00:00,1.926,0.03797,0.00142,55.27,0.0034
14/01/2015,7:00:00,2.886,0.0396,0.00145,104.86,0.00437
14/01/2015,8:00:00,3.025,0.0445,0.00203,92.72,0.00582
14/01/2015,9:00:00,2.427,0.04935,0.00527,97.73,0.00657
14/01/2015,10:00:00,1.876,0.05633,0.01698,77.16,0.00555
14/01/2015,11:00:00,1.177,0.03797,0.0324,74.51,0.00412
14/01/2015,12:00:00,0.908,0.02502,0.04297,61.09,0.0026
14/01/2015,13:00:00,0.696,0.01382,0.05188,40.75,0.00105
14/01/2015,14:00:00,0.672,0.01393,0.0553,34.96,0.00103
14/01/2015,15:00:00,0.596,0.01038,0.04267,33.18,0.001
14/01/2015,16:00:00,0.594,0.00958,0.04078,33.44,0.001
14/01/2015,17:00:00,0.677,0.01747,0.02745,25.48,0.001
14/01/2015,18:00:00,0.834,0.02675,0.015,23.28,0.00105
14/01/2015,19:00:00,0.859,0.02333,0.01742,53.84,0.00102
14/01/2015,20:00:00,0.821,0.02318,0.01667,43.78,0.001
14/01/2015,21:00:00,0.749,0.01968,0.0177,26.73,0.001
14/01/2015,22:00:00,0.776,0.01968,0.01537,28.09,0.00105
14/01/2015,23:00:00,0.788,0.0255,0.0084,23.61,0.001
15/01/2015,0:00:00,0.705,0.01713,0.0156,34.37,0.001
15/01/2015,1:00:00,0.72,0.01537,0.01757,19.91,0.00143
15/01/2015,2:00:00,0.732,0.01703,0.01298,19.7,0.00122
15/01/2015,3:00:00,0.792,0.02473,0.00675,18.76,0.00108
15/01/2015,4:00:00,0.951,0.02893,0.00178,20.06,0.00157
15/01/2015,5:00:00,0.929,0.03048,0.0015,23.3,0.002
15/01/2015,6:00:00,1.66,0.03473,0.00093,37.09,0.00327
15/01/2015,7:00:00,2.814,0.03473,0.00147,55.76,0.0046
15/01/2015,8:00:00,3.134,0.04063,0.00268,83.49,0.00527
15/01/2015,9:00:00,2.309,0.04522,0.00458,85.66,0.00588
15/01/2015,10:00:00,2.316,0.06483,0.01292,89.49,0.00877
15/01/2015,11:00:00,1.495,0.05452,0.02883,86.76,0.00583
15/01/2015,12:00:00,1.1,0.03493,0.04342,73.63,0.00387
15/01/2015,13:00:00,0.702,0.01698,0.04608,36.54,0.00207
15/01/2015,14:00:00,0.67,0.01372,0.05275,32.63,0.002
15/01/2015,15:00:00,0.638,0.0122,0.05527,41.15,0.00198
15/01/2015,16:00:00,0.664,0.01295,0.05712,37.84,0.002
15/01/2015,17:00:00,0.727,0.01962,0.05123,46.77,0.002
15/01/2015,18:00:00,0.982,0.03162,0.03665,48,0.00215
15/01/2015,19:00:00,1.202,0.04798,0.01948,55.18,0.00202
15/01/2015,20:00:00,1.785,0.06257,0.00603,56.44,0.00257
15/01/2015,21:00:00,1.877,0.06153,0.00145,75.42,0.00298
15/01/2015,22:00:00,1.643,0.05712,0.00258,79.77,0.00293
15/01/2015,23:00:00,1.027,0.0311,0.01337,65.08,0.002
16/01/2015,0:00:00,0.983,0.02465,0.0202,36.08,0.0021
16/01/2015,1:00:00,1.345,0.04493,0.00132,43.06,0.00292
16/01/2015,2:00:00,1.259,0.04235,0.00158,53.34,0.00295
16/01/2015,3:00:00,0.979,0.03123,0.00745,48.16,0.00203
16/01/2015,4:00:00,0.892,0.0279,0.0084,33.36,0.002
16/01/2015,5:00:00,1.083,0.03303,0.00275,30.05,0.002
16/01/2015,6:00:00,2.003,0.03973,0.0012,44.94,0.00315
16/01/2015,7:00:00,2.378,0.0389,0.00117,67.11,0.00418
16/01/2015,8:00:00,1.953,0.0377,0.0026,68.47,0.004
16/01/2015,9:00:00,1.55,0.03353,0.0095,59.34,0.0034
16/01/2015,10:00:00,1.064,0.02477,0.0239,40.09,0.00225
16/01/2015,11:00:00,1.386,0.04178,0.03162,42.78,0.00283
16/01/2015,12:00:00,1.354,0.04328,0.04912,54.56,0.003
16/01/2015,13:00:00,1.111,0.03428,0.06418,52.99,0.003
16/01/2015,14:00:00,0.84,0.02082,0.05735,43.32,0.00258
16/01/2015,15:00:00,0.787,0.0167,0.05332,41.11,0.002
16/01/2015,16:00:00,0.694,0.01302,0.05197,41.38,0.002
16/01/2015,17:00:00,0.672,0.01097,0.04782,40.6,0.00218
16/01/2015,18:00:00,0.867,0.02507,0.03095,41.97,0.00303
16/01/2015,19:00:00,0.841,0.02798,0.02155,41.3,0.00335
16/01/2015,20:00:00,0.772,0.01975,0.02663,30.72,0.002
16/01/2015,21:00:00,0.694,0.02643,0.01428,33.49,0.00302
16/01/2015,22:00:00,0.786,0.02175,0.0145,27.72,0.00203
16/01/2015,23:00:00,0.777,0.0291,0.00768,23.64,0.003
17/01/2015,0:00:00,0.772,0.02747,0.0077,27.71,0.00315
17/01/2015,1:00:00,0.782,0.01602,0.01725,19.91,0.00167
17/01/2015,2:00:00,0.673,0.01667,0.01617,13.85,0.00205
17/01/2015,3:00:00,0.63,0.01392,0.01745,12.35,0.00205
17/01/2015,4:00:00,0.661,0.01952,0.01277,12.46,0.0021
17/01/2015,5:00:00,0.7,0.01875,0.0127,13.07,0.00237
17/01/2015,6:00:00,1.373,0.0342,0.00168,21.23,0.0026
17/01/2015,7:00:00,2.277,0.04138,0.00132,47.93,0.0043
