,Pais_comprador,Regiones,2006/Enero,2006/Febrero,2006/Marzo,2006/Abril,2006/Mayo,2006/Junio,2006/Julio,2006/Agosto,2006/Septiembre,2006/Octubre,2006/Noviembre,2006/Diciembre,2007/Enero,2007/Febrero,2007/Marzo,2007/Abril,2007/Mayo,2007/Junio,2007/Julio,2007/Agosto,2007/Septiembre,2007/Octubre,2007/Noviembre,2007/Diciembre,2008/Enero,2008/Febrero,2008/Marzo,2008/Abril,2008/Mayo,2008/Junio,2008/Julio,2008/Agosto,2008/Septiembre,2008/Octubre,2008/Noviembre,2008/Diciembre,2009/Enero,2009/Febrero,2009/Marzo,2009/Abril,2009/Mayo,2009/Junio,2009/Julio,2009/Agosto,2009/Septiembre,2009/Octubre,2009/Noviembre,2009/Diciembre,2010/Enero,2010/Febrero,2010/Marzo,2010/Abril,2010/Mayo,2010/Junio,2010/Julio,2010/Agosto,2010/Septiembre,2010/Octubre,2010/Noviembre,2010/Diciembre,2011/Enero,2011/Febrero,2011/Marzo,2011/Abril,2011/Mayo,2011/Junio,2011/Julio,2011/Agosto,2011/Septiembre,2011/Octubre,2011/Noviembre,2011/Diciembre,2012/Enero,2012/Febrero,2012/Marzo,2012/Abril,2012/Mayo,2012/Junio,2012/Julio,2012/Agosto,2012/Septiembre,2012/Octubre,2012/Noviembre,2012/Diciembre,2013/Enero,2013/Febrero,2013/Marzo,2013/Abril,2013/Mayo,2013/Junio,2013/Julio,2013/Agosto,2013/Septiembre,2013/Octubre,2013/Noviembre,2013/Diciembre,2014/Enero,2014/Febrero,2014/Marzo,2014/Abril,2014/Mayo,2014/Junio,2014/Julio,2014/Agosto,2014/Septiembre,2014/Octubre,2014/Noviembre,2014/Diciembre,2015/Enero,2015/Febrero,2015/Marzo,2015/Abril,2015/Mayo,2015/Junio,2015/Julio,2015/Agosto,2015/Septiembre,2015/Octubre,2015/Noviembre,2015/Diciembre,2016/Enero,2016/Febrero,2016/Marzo,2016/Abril,2016/Mayo,2016/Junio,2016/Julio,2016/Agosto,2016/Septiembre,2016/Octubre,2016/Noviembre,2016/Diciembre,2017/Enero,2017/Febrero,2017/Marzo,2017/Abril,2017/Mayo,2017/Junio,2017/Julio
88,América del Norte,( Blank ),152763190.0,149582682.0,180327402.0,166351009.0,177402769.0,145902940.0,130083314.0,156151519.0,139492684.0,168103060.0,139509645.0,140797030.0,352785311.0,357611243.0,397090919.0,388339151.0,418548753.0,372698974.0,381737208.0,370185025.0,332004442.0,413843803.0,352064146.0,374423623.0,440856206.0,431158493.0,369908430.0,385948065.0,351213019.0,378525162.0,389994259.0,370243606.0,380261401.0,410560225.0,293511239.0,300084012.0,282957152.0,266903113.0,295228162.0,317491592.0,307472255.0,404594171.0,338185958.0,349960801.0,368619207.0,341599315.0,441929616.0,359738470.0,325431990.0,409774495.0,502340441.0,476747317.0,404995260.0,422658575.0,386232795.0,377408373.0,386724266.0,475265630.0,455888806.0,440092446.0,653660714.0,734528701.0,885922077.0,903374713.0,927939833.0,854638145.0,826453446.0,919726557.0,847110632.0,928003324.0,843984585.0,759336912.0,791418199.0,838986871.0,859592101.0,908442038.0,879115913.0,852658209.0,869148239.0,839592814.0,773480156.0,913137344.0,787905198.0,745900026.0,761262432.0,807709491.0,899347809.0,1042124494.0,884658129.0,861977932.0,1001141230.0,859506086.0,931140891.0,1019902133.0,829643438.0,907575247.0,861130083.0,945629022.0,1139732769.0,1074690763.0,1043975095.0,1037179321.0,1084917083.0,992972874.0,1028564342.0,1160208690.0,905196856.0,1044868350.0,893895750.0,821079866.0,1070992440.0,1353359756.0,1069233388.0,1120190202.0,1098493169.0,1092190185.0,1160473230.0,1348023690.0,1064632892.0,1146494994.0,888899912.0,1258977726.0,1350164809.0,1292336715.0,1271442118.0,1222845651.0,1204713126.0,1163106635.0,1486151900.0,1123255475.0,974211572.0,1065712448.0,897618619.0,1224420734.0,1107507938.0,1272471522.0,1308478904.0,1278831411.0,1151852830.0
90,otros,Altos Sur,26626.0,48375.0,48.0,0.0,0.0,0.0,0.0,8978.0,0.0,0.0,54485.0,39719.0,0.0,32727.0,27000.0,27833.0,48225.0,23814.0,8400.0,0.0,31413.0,3149.0,10627.0,16086.0,4680.0,55263.0,12806.0,26534.0,43722.0,49176.0,13220.0,12932.0,27088.0,14751.0,36231.0,23833.0,0.0,6175.0,4243.0,29060.0,10173.0,0.0,0.0,7825.0,5206.0,7866.0,10341.0,5712.0,0.0,17952.0,9361.0,4473.0,1556.0,0.0,24350.0,0.0,5691.0,4546.0,0.0,2133.0,7374.0,0.0,7024.0,0.0,1641.0,0.0,1220.0,0.0,0.0,0.0,9993.0,0.0,9556.0,2169.0,2306.0,4951.0,2001.0,34410.0,1565.0,1986.0,0.0,3173.0,0.0,0.0,4075.0,3733.0,0.0,0.0,5861.0,0.0,0.0,3487.0,1329.0,3091.0,0.0,3943.0,0.0,1744.0,0.0,2585.0,1403.0,0.0,2713.0,0.0,6692.0,0.0,0.0,0.0,0.0,2250.0,2035.0,2689.0,0.0,1642.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16957.0,0.0,0.0,10688.0,0.0,0.0,0.0,0.0,0.0
91,otros,Centro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4658.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,otros,Valles,0.0,2340.0,26936.0,31252.0,15278.0,44730.0,29131.0,0.0,11391.0,0.0,0.0,0.0,0.0,0.0,5821.0,6945.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3487.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14190.0,0.0,0.0,0.0,3840.0,0.0,0.0,0.0,0.0,0.0,0.0,7074.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6864.0,0.0,0.0,0.0,0.0,0.0,0.0,18327.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,otros,Sur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,otros,Sierra de Amula,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,otros,Sierra Occidental,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,otros,Ciénega,0.0,88569.0,121101.0,0.0,0.0,0.0,9731.0,0.0,0.0,24524.0,8175.0,0.0,24562.0,0.0,53729.0,0.0,14717.0,0.0,0.0,15351.0,15351.0,0.0,0.0,35921.0,19570.0,61249.0,51272.0,46053.0,0.0,0.0,34257.0,15338.0,15351.0,0.0,19022.0,15351.0,46053.0,76717.0,0.0,0.0,0.0,0.0,0.0,28448.0,0.0,0.0,15351.0,20570.0,0.0,61391.0,30702.0,15351.0,55504.0,38365.0,0.0,0.0,0.0,0.0,0.0,0.0,25636.0,82575.0,31328.0,44957.0,0.0,5165.0,4965.0,17803.0,0.0,16998.0,69549.0,68598.0,86294.0,0.0,12705.0,47301.0,125173.0,0.0,12646.0,0.0,20627.0,52753.0,19265.0,55988.0,127573.0,84475.0,32991.0,89657.0,62924.0,15254.0,0.0,0.0,44279.0,97129.0,21454.0,56213.0,69808.0,21861.0,36137.0,42848.0,96010.0,6565.0,7627.0,0.0,55938.0,0.0,65911.0,139921.0,69307.0,37120.0,60768.0,0.0,0.0,85757.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,otros,Costa Sur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,otros,Norte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,otros,Costa Norte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,otros,Sureste,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,otros,Altos Norte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,otros,ZMG,85078.0,237381.0,1068296.0,244614.0,309238.0,163624.0,70203.0,22937.0,5325.0,66086.0,119127.0,62706.0,34689.0,79725.0,329091.0,156375.0,151178.0,13473.0,0.0,41371.0,84184.0,41668.0,46679.0,304141.0,135953.0,29055.0,155515.0,265972.0,30583.0,170420.0,169349.0,163128.0,50459.0,192446.0,54738.0,92518.0,13824.0,451699.0,149002.0,85700.0,54910.0,13893.0,27308.0,191214.0,100336.0,123844.0,106010.0,131980.0,121088.0,290605.0,376594.0,89729.0,193988.0,173980.0,130813.0,63812.0,48655.0,44950.0,67677.0,20174.0,207990.0,509933.0,335360.0,195146.0,157140.0,81789.0,109538.0,76531.0,90876.0,139661.0,141823.0,211515.0,221052.0,154954.0,113512.0,304413.0,286011.0,32364.0,82012.0,35408.0,178829.0,156105.0,239008.0,165040.0,210331.0,227894.0,379044.0,360304.0,225100.0,246779.0,177655.0,49784.0,365307.0,569990.0,411515.0,245395.0,201682.0,192336.0,360835.0,64109.0,107819.0,127561.0,15890.0,89822.0,212174.0,160587.0,198417.0,150288.0,148781.0,145266.0,231378.0,262568.0,154326.0,131340.0,88189.0,162310.0,110099.0,61933.0,16747.0,4374.0,1418.0,2160.0,3375.0,2025.0,6050.0,0.0,0.0,3038.0,64815.0,45026.0,18960.0,3375.0,0.0,2633.0,1688.0,0.0,0.0,315.0,0.0
103,otros,( Blank ),39198.0,37665.0,30321.0,0.0,0.0,48416.0,18665.0,28663.0,19590.0,19580.0,50064.0,58988.0,30344.0,99293.0,85342.0,71584.0,196792.0,79606.0,5060.0,8543.0,38418.0,7163.0,60467.0,59854.0,31787.0,37406.0,156050.0,136374.0,98965.0,69470.0,215263.0,61721.0,13717.0,89337.0,96238.0,24645.0,99848.0,54009.0,66534.0,111544.0,0.0,0.0,4169.0,11918.0,34993.0,8558.0,1552.0,84244.0,36448.0,41160.0,81648.0,81403.0,44490.0,19453.0,59335.0,12459.0,24554.0,9945.0,9133.0,59221.0,73935.0,85342.0,461646.0,31660.0,46301.0,421552.0,26254.0,59033.0,55457.0,65908.0,48885.0,91038.0,184938.0,99450.0,56444.0,93255.0,160609.0,47032.0,40994.0,25053.0,49163.0,79726.0,40023.0,34653.0,61783.0,424429.0,112587.0,134183.0,31819.0,24291.0,56838.0,23820.0,105535.0,91597.0,142845.0,102988.0,277243.0,112474.0,98951.0,84792.0,142105.0,30790.0,45112.0,26693.0,72062.0,141758.0,62554.0,150413.0,28047.0,153052.0,139479.0,88518.0,8108.0,185092.0,22160.0,23142.0,74514.0,78819.0,63387.0,30463.0,52813.0,39212.0,49353.0,8165.0,13429.0,8525.0,38758.0,15856.0,4104.0,13078.0,18087.0,11549.0,25550.0,10271.0,20705.0,6410.0,37832.0,8357.0,9030.0
