,error_mensual,Mes
0,0.08689938068026326,8
1,0.09308032536186125,9
2,0.03193426350836627,10
3,0.0073635288270865904,11
4,0.08631826523804821,12
5,0.0674767944376573,1
6,0.014658679527872543,2
7,0.03102369833561979,3
8,0.011120757733282636,4
9,0.08732201018347671,5
10,0.032844506280594946,6
11,0.020112368448756524,7
