Pais_comprador,Regiones,2006/Enero,2006/Febrero,2006/Marzo,2006/Abril,2006/Mayo,2006/Junio,2006/Julio,2006/Agosto,2006/Septiembre,2006/Octubre,2006/Noviembre,2006/Diciembre,2007/Enero,2007/Febrero,2007/Marzo,2007/Abril,2007/Mayo,2007/Junio,2007/Julio,2007/Agosto,2007/Septiembre,2007/Octubre,2007/Noviembre,2007/Diciembre,2008/Enero,2008/Febrero,2008/Marzo,2008/Abril,2008/Mayo,2008/Junio,2008/Julio,2008/Agosto,2008/Septiembre,2008/Octubre,2008/Noviembre,2008/Diciembre,2009/Enero,2009/Febrero,2009/Marzo,2009/Abril,2009/Mayo,2009/Junio,2009/Julio,2009/Agosto,2009/Septiembre,2009/Octubre,2009/Noviembre,2009/Diciembre,2010/Enero,2010/Febrero,2010/Marzo,2010/Abril,2010/Mayo,2010/Junio,2010/Julio,2010/Agosto,2010/Septiembre,2010/Octubre,2010/Noviembre,2010/Diciembre,2011/Enero,2011/Febrero,2011/Marzo,2011/Abril,2011/Mayo,2011/Junio,2011/Julio,2011/Agosto,2011/Septiembre,2011/Octubre,2011/Noviembre,2011/Diciembre,2012/Enero,2012/Febrero,2012/Marzo,2012/Abril,2012/Mayo,2012/Junio,2012/Julio,2012/Agosto,2012/Septiembre,2012/Octubre,2012/Noviembre,2012/Diciembre,2013/Enero,2013/Febrero,2013/Marzo,2013/Abril,2013/Mayo,2013/Junio,2013/Julio,2013/Agosto,2013/Septiembre,2013/Octubre,2013/Noviembre,2013/Diciembre,2014/Enero,2014/Febrero,2014/Marzo,2014/Abril,2014/Mayo,2014/Junio,2014/Julio,2014/Agosto,2014/Septiembre,2014/Octubre,2014/Noviembre,2014/Diciembre,2015/Enero,2015/Febrero,2015/Marzo,2015/Abril,2015/Mayo,2015/Junio,2015/Julio,2015/Agosto,2015/Septiembre,2015/Octubre,2015/Noviembre,2015/Diciembre,2016/Enero,2016/Febrero,2016/Marzo,2016/Abril,2016/Mayo,2016/Junio,2016/Julio,2016/Agosto,2016/Septiembre,2016/Octubre,2016/Noviembre,2016/Diciembre,2017/Enero,2017/Febrero,2017/Marzo,2017/Abril,2017/Mayo,2017/Junio,2017/Julio,Fecha
América Latina,Sureste,0,0,0,0,14100,0,69600,34800,87000,99780,17400,34500,17100,0,69600,76950,119400,43350,33600,48900,32100,180900,125400,148050,213900,187200,144000,131400,99210,234550,297000,157800,13440,231847,0,125400,0,0,0,0,0,868000,946400,1199120,109200,0,0,0,0,226800,529200,2240000,0,0,0,0,0,0,0,0,0,0,0,0,356790,592992,0,1010134,0,0,0,496300,372225,0,0,0,824770,310948,1574901,1071204,1001776,2088,53189,130743,144272,370119,109789,0,0,0,0,0,0,140250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240740,702186,2068802,1790220,9789265,12292375,6529715,0,0,0,0,0,0,0,0,212084,0,0,0,0,0,0,0,0,0,0,0,0,0,51394871
América Latina,Altos Norte,718777,668903,793197,575052,960194,524200,930881,623353,866854,950171,760870,676622,485764,870590,579125,875167,766711,1035296,713664,858099,633866,1151720,937532,1003679,950966,1136102,757132,1390937,1935766,777289,796609,957898,962393,1165255,1328627,1229478,222769,538646,1211330,1092745,831841,755303,966985,1099918,1001339,1179122,1512571,844966,787801,1145059,1528752,1105789,1244592,1630985,1361744,1723219,1422384,1139604,1360352,1692650,1501394,1390810,2309621,2066219,1901299,2160224,2072181,2884657,2171507,1734441,1703892,1863610,1195921,2234339,1885869,1785158,2144994,1645728,2120569,1324467,1882475,1785096,1858064,1453097,1332374,1945543,1814839,2252665,1367650,1594471,2784577,2239811,1949562,1047275,1767341,1523938,1366993,1787830,1405476,2118821,1490285,1360861,1997251,1666669,1877779,1990519,1323739,1974113,1802279,1214492,2031695,1612210,791148,1821230,1700584,2472393,2148496,2560526,1713446,2111356,1690930,2067084,1847614,2066966,1717880,1583036,1524884,2261722,2291419,2619301,2254237,2168767,2190832,1675477,2030695,2172487,1393724,1482537,2188941,206013536
América Latina,ZMG,35921527,36931420,42516342,37869102,48855435,46551930,36946776,41897524,39365229,44034264,49422558,41627978,40672965,40866254,44717030,54139566,48503928,47764962,52363245,49937413,38767258,48843044,43923941,42003893,48530114,68333143,74692731,105029062,90354739,78178099,96505516,106174884,121155135,64537805,49611908,41843447,40605174,36802052,40524527,37770678,38552787,46883251,42785365,49662601,50585869,59625564,59563499,65805170,52189422,55834609,71209238,82097301,89008993,78190682,106402254,72009159,66445289,66606447,63684361,75298766,61883118,73325296,93882366,83394050,134281458,91541075,80951394,98766444,81454377,88671793,101696353,80399668,81044412,80608385,121229129,92099539,111986687,105779108,104237336,92575478,101663306,88172039,82866523,88567901,104472890,82791834,105048431,109775888,108423109,109905320,111519417,117887162,140864373,132995080,108849932,79704404,56774280,68567154,77976108,82133821,82747078,71799599,76189423,75259613,67271469,71719309,75760992,66143220,44091137,54256024,53856588,62394056,69861881,59734729,55219961,45247920,38294196,45214702,40161030,41154886,29003342,36130941,34198810,38148942,43148669,45931081,43146053,42680613,39454955,36146917,36870409,40330742,31171860,39714694,51827036,32946803,47380097,52465406,40519507,9223891465
América Latina,( Blank ),21423164,15946639,22926781,19819532,20723957,21156871,17430950,21646332,22452009,24065386,23655865,22534656,50124339,53098923,70918326,61922935,71856437,85869353,67760477,99002603,69529763,90403463,94003255,67882465,73856353,101132379,89535264,74382901,67745319,77514741,77459701,79134816,73860805,76778965,59933454,59984272,51932028,49106690,52428887,50309922,52432465,65811112,63362194,71627200,65734337,68668371,73387260,71482131,58919690,83408281,94833550,94844081,93673151,92622159,78322200,110866524,88063109,92201015,93864485,98129851,113621228,130247002,151912048,124633263,142940232,193310439,191568763,215058649,229097797,244215202,208520603,238550673,207066529,233570525,237025955,196880619,200999148,183248789,181768677,165003599,132289149,145727595,128102229,125228036,125408728,146337127,134252868,139439554,158537192,152352226,196721261,159662602,127567609,165082261,153644339,149161426,127114776,125996397,141926395,156610571,148121875,147063093,159914360,163147800,182504381,207879039,189859280,143863356,118547348,127735761,145892861,137641264,125626730,135460392,157263284,137378240,126570590,124504974,102425595,113354086,90233511,100294999,126090601,121958825,126441973,127470625,117674311,118205655,149277008,145007116,138750544,127231965,116193510,119959574,149885643,132720433,153906702,150184406,136336994,21112479240
América Latina,Regiones,77972059,73224336,96394297,78636964,93416653,89466259,74035851,83872115,81443422,93140002,97259289,81228902,115187819,117868197,143596261,135957874,151733501,163336609,154715973,181977528,133744223,166612022,162992983,140089337,168832048,208385942,208664269,218091968,193001345,207332679,231851230,237236936,245921912,172371639,132085772,185859681,131994939,127103112,134474765,111192886,100091065,128423595,139995942,146597010,176060203,147170319,193610202,172745611,176088836,183259074,229064869,243892567,227408398,273481179,237809255,274938404,216141616,203924837,227788871,248103911,230930959,235581060,323806616,288894360,302331218,339869313,303886117,398783614,385299335,377956682,421820992,377736086,344029970,376824676,465613588,395421764,341660397,432227474,338438097,314073285,280100668,272258356,253385243,258286865,266245488,258310958,309384030,321213863,319818848,338225813,390223371,368850508,342066832,347369887,307734182,278650081,231547364,232045677,290537693,317818957,290591705,303806621,272907746,293669787,288020519,323478456,300883795,250837005,198895637,210383086,227505702,230304122,223821193,235426000,266869311,222550371,208125407,200559940,174573250,197785278,151847922,160434986,181419849,193739937,195571671,254922582,187030000,188828471,215443503,216247077,203229076,197332695,182270372,181505293,228905679,196665832,237055876,238602101,209476091,36595673840
Asia,Altos Sur,33960,47122,1776192,70646,1065677,79855,308105,2144809,168683,2415380,1338992,1900835,1065540,789545,1999669,485820,1659875,1362253,111042,475151,1046236,147743,2509093,572780,2433009,1619393,2699033,1055786,4093861,1960816,163184,984285,1611068,2114630,3579136,1076034,32974,20775,438296,295879,336802,94184,2290680,1250341,1429386,1243547,1027437,743126,521899,226292,857530,3538745,1425351,544029,2740057,293009,1478546,1241362,1264524,1328152,2008559,1061177,1883393,3164891,389956,576580,652660,6092294,1548426,4263320,713990,3801201,4596385,1123298,2936801,843904,4139350,3550834,2905830,2895910,2096471,1541263,1056706,1552782,1253830,3339880,35904050,3240053,3563996,690877,4400754,29601422,4143503,1481269,17156028,504952,1684536,1968082,258247,1189116,976719,419970,2770268,753292,518275,866713,324464,409645,513632,630449,420197,314466,527254,244973,474150,319577,512965,666631,302126,299828,207976,414943,381387,402855,363953,423746,278638,163035,943643,672355,423573,223181,187137,713734,290280,693246,146488,78569,490847,257169899
Asia,Centro,87819999,69413647,91635818,62316985,94494649,87564459,93281221,102284319,89021047,101907162,86908960,85976582,99490925,87692821,91580689,91473013,127027177,120724071,116454417,111967386,107177182,103218651,85877679,85179223,91713085,83749449,92103653,90517243,69734637,38173295,25253434,19773254,28086918,24639256,22797636,26166396,16629307,13733269,21498563,17047433,17954404,23526327,21856551,23206890,23413085,24181978,26868774,26510910,24598174,23657028,32975703,28008326,24067570,29029388,29284777,27674226,32241299,29822223,29819794,36418093,32707195,19176673,32813040,27695235,24641428,21493291,34222765,27172386,33184606,34458555,34997203,58806165,57363897,57602297,77575393,67185787,54417243,68609656,61840309,58175353,65282330,62117746,61089267,65211614,73008748,58506366,64325640,61945441,65136083,81093116,80864248,81765026,100288647,83709806,81174205,90273402,82509931,84884373,97551118,129848728,120500651,116104361,159054135,103598443,97338270,123698053,106120192,157021347,159608560,107283443,105892384,140647997,76064906,124390579,140258336,109442559,117132859,116573776,105613707,113941086,142011941,81346888,79418234,84623962,118430186,77501429,92989542,89248879,77358130,130458866,97854350,113015580,104638948,80745532,234426006,104122626,98315010,85446963,131324470,10375507567
Asia,Valles,19858,13802,0,40017,100411,0,0,14950,15100,60000,63933,0,11259,0,54600,0,11259,5063,7797,0,0,133909,31421,0,4330,0,11259,0,73,29772,42000,0,5816,11259,0,5360,11459,79323,23140,0,0,0,0,18927,0,6300,0,19200,7110,7529,117978,44,3500,41011,9625,123578,0,132886,27604,28800,14000,95820,0,13137,0,111191,21545,21126,15829,24946,6810,15829,56409,129387,68029,173702,19681,25472,8224,20100,263852,50410,47400,90888,99377,264101,69210,182199,93009,357620,189082,50039,34677,131869,174776,3,136963,23793,199570,61656,486692,83222,3,100924,97226,82323,222880,92409,80240,117012,98658,94891,84957,49920,143768,83256,200455,88583,4,125975,79403,95126,45617,5030,77000,152185,68558,8679,37651,85903,256944,9839,199234,139673,4,93931,169714,55856,240814,8867551
Asia,Sur,0,0,0,0,0,0,10871,0,32499,4971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58245,61694,53941,112808,43700,80998,148528,48207,122226,117663,54733,31825,60969,46094,20356,33346,38890,8270,117007,87936,209738,169094,160973,82435,186865,84742,20036,9888,100217,106708,165182,187909,269574,180427,132884,197015,154384,166265,131772,103099,53960,113882,204641,150249,224666,181496,60818,101809,95005,45886,106566,33924,118907,143581,231873,136309,235293,199296,112053,210209,222784,94867,73104,126067,68448,180356,493394,462317,215270,232461,219833,133977,212550,115090,147836,242160,116852,376748,292529,347458,265501,593656,267245,209931,127981,260747,323207,327209,133989,258674,345276,333772,311772,236821,234673,15579967
Asia,Sierra de Amula,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3850,0,0,0,0,0,2464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15566
Asia,Sierra Occidental,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asia,Ciénega,16488,105,87730,0,39599,10337,0,22020,664,459,22864,0,1654,5622,212,0,12364,24269,1274,0,125856,0,24912,0,0,159,0,1812,99451,0,0,116845,155794,113439,42157,0,0,78877,26507,85110,0,58121,84,45,51935,7549,60672,60580,631071,1271648,182911,1166187,636000,0,0,0,826550,1518545,403302,365361,628260,741290,1054470,65745,0,0,0,1298380,389500,71320,656000,150995,1229839,380136,597165,480292,241900,95950,0,2245450,2483931,3748195,6339438,5534619,6912035,3946976,10264570,8662157,5504023,10241658,7200027,6989321,8254487,3828863,502524,678332,521865,966998,303954,491988,283758,0,0,0,5394,0,8250,13440,65806,67924,71500,160652,193254,24391,12021,0,0,0,0,4783,35781,15260,72706,63849,0,0,0,6554,0,5983,93039,521401,784747,1361446,854491,584277,727905,0,0,118098401
Asia,Costa Sur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asia,Norte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asia,Costa Norte,93724,0,209535,14856,31510,10746,4674,13536,9763,47330,20061,33993,12803,22662,67540,65708,30886,23853,24723,111204,6951,115451,18085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,989624
Asia,Sureste,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9240,9240,3080,0,0,0,0,0,0,17146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5375,0,0,0,0,0,0,0,3799,0,0,34620,277877,157954,0,0,0,0,0,1431,6458,81773,120242,212907,260891,133870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1335903
Asia,Altos Norte,0,2439,0,0,5047,0,0,109,0,0,0,0,0,60039,50188,30107,0,79089,60050,39813,60214,80285,13125,25428,0,88431,0,0,154027,0,48690,45709,64837,67050,78286,69188,121772,74466,33708,177691,83510,13558,96466,0,160035,211625,111146,70118,102955,135647,0,189709,74768,126030,107440,125915,13991,18219,126455,70253,69940,204374,0,256730,185754,377381,177205,14298,233843,356141,201597,578056,327349,625926,770227,967060,943577,831663,0,59416,0,153723,64950,133125,0,0,379,329589,0,0,30758,0,129591,0,385,122067,65823,245207,243589,760294,628455,313711,182209,63604,381626,204303,60313,127209,127224,127209,293,0,0,0,0,0,0,0,0,0,55,0,3700,0,0,0,0,0,0,0,93882,0,44793,151715,149683,0,204975,47614,0,15740219
Asia,ZMG,8516447,12778435,15255289,11303554,11570594,10699791,105087126,13635641,13931060,59670273,94228587,17302760,18038719,17586748,21467795,19037629,19760880,23240534,22454859,23287109,18601198,18886122,18018546,19087074,24403686,23486030,25381819,22676093,19996865,15048089,16380041,32102048,34390268,53149784,14631214,19241010,31018018,18949453,34249597,29923739,28228201,25166344,17667611,22234978,34782642,42818461,53041314,55769133,47323641,92934361,78567016,82772226,85480983,22457782,19835602,22620681,39282504,77682577,88236935,45987265,31911095,26533702,26083244,22962735,67887943,32582728,29015457,29321962,28599453,29492350,29965884,49563332,45446538,53699936,57560359,83900641,77086619,67053428,87434042,92774697,78693078,55438121,129618126,53315591,41759503,46039083,49469534,77569562,58618204,108140877,103964941,100670090,68512702,97423016,70554832,72165660,47732214,59273945,56797188,69185277,61300435,64381543,65543789,167149667,96583065,108183318,116529552,73793501,83994713,90402250,152643770,75842436,67213061,68382530,80821324,100282298,74228724,62215735,86910463,37149750,24801154,74824004,42237214,76087918,39946641,36490228,50323271,69042917,50392235,46929131,49811262,38798204,34886032,37126572,54905743,45725250,52302275,52073242,55535910,7090973096
Asia,( Blank ),7475661,6309438,8050874,7486557,3345812,5102567,4335788,4000768,5157198,3691239,3615480,4358860,4654391,3966527,6202414,13982885,13927041,11086914,10162308,11453617,11876652,12144752,9776912,12060013,10010843,12943864,11645231,13732112,14780972,18234715,16453651,12845902,18315053,15873884,9340888,16026870,11641896,11049289,16215453,11357600,9002726,14557658,12042961,9930999,11702825,15965065,11352121,17490527,13042080,13735884,17032212,14456355,14432706,19962618,12598783,15305756,16027561,13488695,10798146,9458939,24152051,30010327,22559783,14278334,18926403,20815006,18993049,20966003,19550242,16045314,15168331,52100685,90003098,75897135,74776678,87043680,86831764,94710422,194756445,110304294,80186298,102699402,67438004,47196446,68367251,82478859,55744675,82629779,61194266,62210237,60160963,112009538,59240788,56231460,82363024,68609027,81105659,44631937,25708371,24850590,24859248,22005362,22576994,22578602,37834109,22009857,33189783,37762937,32244859,49731469,32738091,41699741,29955812,35005721,36996786,23938302,21437887,19122952,17254383,25183728,16658391,23658682,28318800,24656110,25602555,22796710,25237263,42648930,26639426,25926135,27585019,28930673,35510607,45105195,45942007,45393222,54137872,57360480,61952681,8139596171
Asia,Regiones,103976137,88564988,117015438,81232615,110653299,103467755,203027785,122116152,108336014,167796814,186198877,109573030,123275291,110123964,121423107,125075162,162429482,156546046,149276470,147334280,138894289,134726913,116269773,116924518,128564953,121887326,131840995,127983046,108859886,73446687,58341000,65868043,82629754,95969302,50469317,62584858,59455426,43985452,72485264,58887452,55605643,63416192,53954353,56642180,71598153,84496219,92515405,100776402,86270634,132049387,129891118,130189039,126246184,72278521,64631017,66174990,89931420,123950601,130697116,93707355,91529990,77831633,84510937,68524743,112241229,76125291,83243654,84968884,83708764,84796688,81729851,165026151,199123732,189564823,214449834,240788350,223958960,235057852,347077734,266672235,229160344,225915125,265785663,173141963,191454704,194689147,216017319,234986906,194492201,262915881,256871591,331187245,240699400,242852169,252033771,232393825,213957671,192258158,181506817,226784849,209405121,203507465,250239451,294454741,232980749,255143284,256528538,269346555,276703482,248540112,292358287,259224964,174254514,228330575,258926218,234199969,213725440,198782767,210228519,176947310,183911553,180731651,150770187,186187182,184685836,137957954,169164517,201328925,155499066,204339120,176441276,181826087,176385487,165602541,336913490,196946324,206316011,195299545,249779395,26023873964
Europa,Altos Sur,374752,556042,626204,967135,654174,1197559,573094,2052453,543432,405207,661733,482503,830186,240700,538168,434687,639073,771718,689262,964833,912507,1282895,800120,296860,294235,305778,725113,963402,938940,222724,1187413,1277198,1329160,1721861,1493370,381556,275834,383989,1015642,197752,722330,674972,1318892,1409635,1247637,1652822,1319895,1216091,1716906,1974959,1896544,2519230,1824249,1833824,1995182,1755591,1739454,1728560,4652062,1510500,939753,875967,1775294,1838084,1321415,1689753,2250881,1817181,703751,3568725,3108518,2061484,1820470,4412927,3022198,1263990,1632938,2169382,2443089,1935224,1770494,2242630,1050331,1219878,961256,575020,614206,526685,975409,485181,600859,1020492,1232836,1608902,616346,1068093,947939,631257,1126971,788502,1055764,4537218,872408,1452214,1962408,2134668,2938626,7416342,891031,943637,540784,809476,829931,644668,3244479,1642138,564631,1275470,626302,1861685,1313590,603355,971084,475680,335268,1252754,1544897,1254627,1800901,1067544,1193312,1239329,1726637,1959038,1401417,2014785,1216325,483770,2183622,185914723
Europa,Centro,32916157,19630313,18656173,25477595,29028454,25936813,21447712,25316402,23691745,58537312,69422515,69525145,74928307,66895922,43090978,45929992,44753422,43749159,59456917,53418052,46175162,54771193,45044246,70290667,50582830,30119563,33956472,41902542,43128282,42885560,52906213,26439209,28947962,21613162,21901370,37803425,26719512,16056613,19366929,19061744,16753433,26715381,24266866,22472581,26682981,30470736,25594139,42932950,33280295,23932005,39626414,37261741,30854518,28690098,40268099,29003023,30979052,33520149,26316718,42651175,40191360,26899471,33475617,36563734,30815209,34783532,50523739,32348023,41552459,51429517,41277402,89930950,88263377,81858313,100442796,103888207,98413497,94665018,96881427,90811786,62891534,79128368,103067103,85339751,89868631,65947345,75424482,75022717,70996088,85153016,101292170,83345819,77720043,94988931,78308021,82827406,119816956,105499787,87247620,122744488,102175114,114767697,157794245,115862489,99896365,131630778,126057780,212004694,164251939,91441867,112567902,151006186,70623415,126517187,178483982,122949544,125864679,121031839,119884457,135183009,234601012,125791121,98886471,136113976,90424563,113807202,149034089,134545650,168941736,106430816,110435753,117704295,220020907,97639945,107592652,152794937,123844130,119820920,149749798,10343574728
Europa,Valles,20054,67049,36836,0,8038,238,0,0,1400,0,14333,0,59424,0,28534,55535,40737,0,0,180,28310,8653,48046,3,8617,7038,0,593,47527,0,33673,14045,13297,55159,31570,3727,19008,0,35931,25610,0,19948,20568,44313,4157,125338,211725,33812,109285,16337,34164,139758,93902,102414,256561,209819,204637,224058,142287,72261,223647,198044,155096,305071,241436,93391,138071,204213,349973,531602,219126,263575,95301,229564,334285,117829,259712,444575,338546,192893,253018,406293,387442,290060,98334,123532,60317,89979,596041,429707,425118,123721,273826,153176,110176,285138,832958,399715,566418,544483,167980,189541,236249,612754,515434,298203,624569,610889,830310,103141,336618,353937,720451,1076183,742507,333783,368325,851722,336375,569763,460856,463164,865571,663353,652938,962364,571995,311614,607074,392017,417137,241247,365577,652250,1058853,854249,970629,901064,544048,35998637
Europa,Sur,245726,358721,327649,446611,496202,501240,420794,284747,494290,458052,97930,0,0,0,578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,944355,598543,490322,701619,672967,663258,848769,744551,731689,622739,812285,691976,463007,739206,262426,287809,494907,309303,637375,426078,620268,574766,700884,333385,394726,431671,208813,605472,198011,473394,775865,335679,558685,475048,479195,572906,379318,400590,249049,352490,439978,377003,451317,667304,470592,478066,301567,319079,264562,320666,267564,451168,400441,459550,510734,491578,663770,860640,643474,535327,479489,307003,277896,631719,452826,622076,480210,512527,544791,434517,505424,490352,370667,344802,289613,346664,464031,423356,442165,588444,434438,619205,342301,299641,576864,313608,392752,639823,407199,453666,602881,391244,559616,490544,508058,50810741
Europa,Sierra de Amula,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13155,6150,9015,0,29196,22170,6398,16514,33487,7509,26095,24241,8538,20124,10796,9669,8398,17851,20710,2895,15675,20599,44180,37006,14246,10760,22727,13015,9284,6444,25037,29629,27536,19317,11941,26984,31345,11126,6533,23785,15251,24958,14769,10607,26738,23438,47294,9505,39637,23402,4145,12718,16821,16911,9308,21483,7071,32749,12278,18308,20812,6135,6021,6006,17679,3221,12816,15120,11278,30820,10763,7300,16956,14586,9734,22566,1144,12341,18651,15950,34208,16147,28537,15637,10570,5351,7835,7052,0,0,0,4656,10944,4381,19256,11897,4162,1527987
Europa,Sierra Occidental,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Europa,Ciénega,722538,187120,233383,188362,427978,310918,131897,249392,473991,395266,254984,363784,134299,337827,215689,272304,217578,347004,346967,299608,688155,464472,721303,313486,800463,529685,79684,857491,8846245,9065440,8367297,7247481,11196152,9649616,9058641,9914145,6965265,7625370,8465094,8580021,8383439,9181307,257251,420502,394983,311663,68373,644945,129812,74530,275768,210660,56104,193020,262884,139089,77449,134279,375471,132512,93064,83328,119740,481754,180535,158288,94543,397604,198978,344089,187716,286140,212703,343208,167903,340107,299883,289568,596728,297774,494196,623608,681254,527837,879120,183385,467180,1946409,1866948,513651,383055,639877,306810,840240,928135,2073978,1626121,1400198,2373394,3630582,1152968,273199,606795,1393188,221549,1218180,496640,1002349,599833,704578,878930,423580,605926,424113,1117127,919949,717768,822823,60689,16291,3854,0,0,99326,3686,96496,61353,8908,0,31945,54819,284744,399550,541310,1745008,1525394,609125,147687,63896,184163625
Europa,Costa Sur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46080,0,0,0,0,0,0,0,19052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6065132
Europa,Norte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58088,0,0,0,0,0,0,0,22268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433581,2057782,1129616,1393763,950574,1415326,737562,0,1725594,507011,819450,0,796828,0,848278,0,869041,509568,723794,1278752,779104,1401902,0,3083849,1001879,0,1337502,805926,1835736,1263748,1629928,1885886,1755625,1752264,0,695490,1554049,1865427,1641994,1589210,2416953,3230098,2815653,3169658,4616930,3092552,1995988,3201657,2780677,1757155,3958763,2531331,2798211,1187154,573925,1748802,0,0,0,0,0,0,0,0,0,0,0,0,0,84031902
Europa,Costa Norte,6596,24003,9910,17003,2964,32468,19548,0,8164,13174,25484,4796,10595,29415,34584,2786,18585,4353,19456,1732,834,1302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28886,0,0,0,0,0,0,0,0,0,0,0,76603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393241
