,Pais_vendedor,industria,Año,Mes,Monto,t-1,t-8
359,América del Norte,"Ganadería, Apicultura, Caza, Pesca",2017.0,7,4130.0,2348.0,58226.0
360,otro,Industrias Manufactureras,2016.0,8,3072.0,12837.0,0.0
361,otro,Industrias Manufactureras,2016.0,9,5.0,3072.0,0.0
362,otro,Industrias Manufactureras,2016.0,10,0.0,5.0,0.0
363,otro,Industrias Manufactureras,2016.0,11,1000.0,0.0,0.0
364,otro,Industrias Manufactureras,2016.0,12,397.0,1000.0,0.0
365,otro,Industrias Manufactureras,2017.0,1,0.0,397.0,695.0
366,otro,Industrias Manufactureras,2017.0,2,37.0,0.0,0.0
367,otro,Industrias Manufactureras,2017.0,3,0.0,37.0,12837.0
368,otro,Industrias Manufactureras,2017.0,4,0.0,0.0,3072.0
369,otro,Industrias Manufactureras,2017.0,5,1340.0,0.0,5.0
370,otro,Industrias Manufactureras,2017.0,6,1936.0,1340.0,0.0
371,otro,Industrias Manufactureras,2017.0,7,0.0,1936.0,1000.0
372,otro,Industrias Extractivas,2016.0,8,0.0,0.0,0.0
373,otro,Industrias Extractivas,2016.0,9,0.0,0.0,0.0
374,otro,Industrias Extractivas,2016.0,10,0.0,0.0,0.0
375,otro,Industrias Extractivas,2016.0,11,0.0,0.0,0.0
376,otro,Industrias Extractivas,2016.0,12,0.0,0.0,0.0
377,otro,Industrias Extractivas,2017.0,1,0.0,0.0,0.0
378,otro,Industrias Extractivas,2017.0,2,0.0,0.0,0.0
379,otro,Industrias Extractivas,2017.0,3,0.0,0.0,0.0
380,otro,Industrias Extractivas,2017.0,4,0.0,0.0,0.0
381,otro,Industrias Extractivas,2017.0,5,0.0,0.0,0.0
382,otro,Industrias Extractivas,2017.0,6,0.0,0.0,0.0
383,otro,Industrias Extractivas,2017.0,7,0.0,0.0,0.0
384,otro,Agricultura y Silvicultura,2016.0,8,0.0,0.0,0.0
385,otro,Agricultura y Silvicultura,2016.0,9,0.0,0.0,0.0
386,otro,Agricultura y Silvicultura,2016.0,10,0.0,0.0,0.0
387,otro,Agricultura y Silvicultura,2016.0,11,0.0,0.0,0.0
388,otro,Agricultura y Silvicultura,2016.0,12,0.0,0.0,0.0
389,otro,Agricultura y Silvicultura,2017.0,1,0.0,0.0,0.0
390,otro,Agricultura y Silvicultura,2017.0,2,0.0,0.0,0.0
391,otro,Agricultura y Silvicultura,2017.0,3,0.0,0.0,0.0
392,otro,Agricultura y Silvicultura,2017.0,4,0.0,0.0,0.0
393,otro,Agricultura y Silvicultura,2017.0,5,0.0,0.0,0.0
394,otro,Agricultura y Silvicultura,2017.0,6,0.0,0.0,0.0
395,otro,Agricultura y Silvicultura,2017.0,7,0.0,0.0,0.0
396,otro,Servicios y Productos no Clasificados,2016.0,8,0.0,0.0,0.0
397,otro,Servicios y Productos no Clasificados,2016.0,9,14.0,0.0,0.0
398,otro,Servicios y Productos no Clasificados,2016.0,10,0.0,14.0,0.0
399,otro,Servicios y Productos no Clasificados,2016.0,11,0.0,0.0,0.0
400,otro,Servicios y Productos no Clasificados,2016.0,12,50.0,0.0,260.0
401,otro,Servicios y Productos no Clasificados,2017.0,1,0.0,50.0,0.0
402,otro,Servicios y Productos no Clasificados,2017.0,2,4.0,0.0,3.0
403,otro,Servicios y Productos no Clasificados,2017.0,3,0.0,4.0,0.0
404,otro,Servicios y Productos no Clasificados,2017.0,4,0.0,0.0,0.0
405,otro,Servicios y Productos no Clasificados,2017.0,5,0.0,0.0,14.0
406,otro,Servicios y Productos no Clasificados,2017.0,6,46.0,0.0,0.0
407,otro,Servicios y Productos no Clasificados,2017.0,7,0.0,46.0,0.0
408,otro,"Ganadería, Apicultura, Caza, Pesca",2016.0,8,0.0,0.0,0.0
409,otro,"Ganadería, Apicultura, Caza, Pesca",2016.0,9,0.0,0.0,0.0
410,otro,"Ganadería, Apicultura, Caza, Pesca",2016.0,10,0.0,0.0,0.0
411,otro,"Ganadería, Apicultura, Caza, Pesca",2016.0,11,0.0,0.0,0.0
412,otro,"Ganadería, Apicultura, Caza, Pesca",2016.0,12,0.0,0.0,0.0
413,otro,"Ganadería, Apicultura, Caza, Pesca",2017.0,1,0.0,0.0,0.0
414,otro,"Ganadería, Apicultura, Caza, Pesca",2017.0,2,0.0,0.0,0.0
415,otro,"Ganadería, Apicultura, Caza, Pesca",2017.0,3,0.0,0.0,0.0
416,otro,"Ganadería, Apicultura, Caza, Pesca",2017.0,4,0.0,0.0,0.0
417,otro,"Ganadería, Apicultura, Caza, Pesca",2017.0,5,0.0,0.0,0.0
418,otro,"Ganadería, Apicultura, Caza, Pesca",2017.0,6,0.0,0.0,0.0
419,otro,"Ganadería, Apicultura, Caza, Pesca",2017.0,7,0.0,0.0,0.0
