,Pais_vendedor,industria,2000/Enero,2000/Febrero,2000/Marzo,2000/Abril,2000/Mayo,2000/Junio,2000/Julio,2000/Agosto,2000/Septiembre,2000/Octubre,2000/Noviembre,2000/Diciembre,2001/Enero,2001/Febrero,2001/Marzo,2001/Abril,2001/Mayo,2001/Junio,2001/Julio,2001/Agosto,2001/Septiembre,2001/Octubre,2001/Noviembre,2001/Diciembre,2002/Enero,2002/Febrero,2002/Marzo,2002/Abril,2002/Mayo,2002/Junio,2002/Julio,2002/Agosto,2002/Septiembre,2002/Octubre,2002/Noviembre,2002/Diciembre,2003/Enero,2003/Febrero,2003/Marzo,2003/Abril,2003/Mayo,2003/Junio,2003/Julio,2003/Agosto,2003/Septiembre,2003/Octubre,2003/Noviembre,2003/Diciembre,2004/Enero,2004/Febrero,2004/Marzo,2004/Abril,2004/Mayo,2004/Junio,2004/Julio,2004/Agosto,2004/Septiembre,2004/Octubre,2004/Noviembre,2004/Diciembre,2005/Enero,2005/Febrero,2005/Marzo,2005/Abril,2005/Mayo,2005/Junio,2005/Julio,2005/Agosto,2005/Septiembre,2005/Octubre,2005/Noviembre,2005/Diciembre,2006/Enero,2006/Febrero,2006/Marzo,2006/Abril,2006/Mayo,2006/Junio,2006/Julio,2006/Agosto,2006/Septiembre,2006/Octubre,2006/Noviembre,2006/Diciembre,2007/Enero,2007/Febrero,2007/Marzo,2007/Abril,2007/Mayo,2007/Junio,2007/Julio,2007/Agosto,2007/Septiembre,2007/Octubre,2007/Noviembre,2007/Diciembre,2008/Enero,2008/Febrero,2008/Marzo,2008/Abril,2008/Mayo,2008/Junio,2008/Julio,2008/Agosto,2008/Septiembre,2008/Octubre,2008/Noviembre,2008/Diciembre,2009/Enero,2009/Febrero,2009/Marzo,2009/Abril,2009/Mayo,2009/Junio,2009/Julio,2009/Agosto,2009/Septiembre,2009/Octubre,2009/Noviembre,2009/Diciembre,2010/Enero,2010/Febrero,2010/Marzo,2010/Abril,2010/Mayo,2010/Junio,2010/Julio,2010/Agosto,2010/Septiembre,2010/Octubre,2010/Noviembre,2010/Diciembre,2011/Enero,2011/Febrero,2011/Marzo,2011/Abril,2011/Mayo,2011/Junio,2011/Julio,2011/Agosto,2011/Septiembre,2011/Octubre,2011/Noviembre,2011/Diciembre,2012/Enero,2012/Febrero,2012/Marzo,2012/Abril,2012/Mayo,2012/Junio,2012/Julio,2012/Agosto,2012/Septiembre,2012/Octubre,2012/Noviembre,2012/Diciembre,2013/Enero,2013/Febrero,2013/Marzo,2013/Abril,2013/Mayo,2013/Junio,2013/Julio,2013/Agosto,2013/Septiembre,2013/Octubre,2013/Noviembre,2013/Diciembre,2014/Enero,2014/Febrero,2014/Marzo,2014/Abril,2014/Mayo,2014/Junio,2014/Julio,2014/Agosto,2014/Septiembre,2014/Octubre,2014/Noviembre,2014/Diciembre,2015/Enero,2015/Febrero,2015/Marzo,2015/Abril,2015/Mayo,2015/Junio,2015/Julio,2015/Agosto,2015/Septiembre,2015/Octubre,2015/Noviembre,2015/Diciembre,2016/Enero,2016/Febrero,2016/Marzo,2016/Abril,2016/Mayo,2016/Junio,2016/Julio,2016/Agosto,2016/Septiembre,2016/Octubre,2016/Noviembre,2016/Diciembre,2017/Enero,2017/Febrero,2017/Marzo,2017/Abril,2017/Mayo,2017/Junio,2017/Julio
21,Africa,Servicios y Productos no Clasificados,31270.0,6.0,0.0,0.0,0.0,157.0,0.0,200.0,0.0,5.0,0.0,0.0,0.0,0.0,1920.0,0.0,0.0,0.0,0.0,0.0,1.0,1360.0,0.0,0.0,1.0,100.0,1.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,1.0,0.0,1022069.0,0.0,2.0,0.0,3961.0,1386.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1454.0,0.0,4809.0,2324.0,11.0,2.0,0.0,460.0,2752.0,31.0,0.0,0.0,0.0,0.0,28.0,33.0,90.0,5340.0,6323.0,1047.0,1733.0,3769.0,0.0,2495.0,0.0,0.0,5088.0,1909.0,24714.0,1182.0,1125.0,1802.0,6153.0,51.0,6609.0,0.0,1.0,2550.0,4663.0,4273.0,3679.0,3590.0,20893.0,1500.0,2182.0,2295.0,2251.0,6002.0,2400.0,40875.0,19761.0,2618.0,900.0,8998.0,2435.0,1412.0,1085.0,16728.0,21123.0,910.0,1310.0,4900.0,2464.0,11386.0,7508.0,2774.0,6525.0,13086.0,8612.0,16146.0,6279.0,6788.0,6825.0,1119873.0,3443.0,191590.0,90641.0,450477.0,419701.0,531166.0,3911.0,8517.0,4234.0,4757.0,5622.0,1924.0,8247.0,4766.0,1924.0,786.0,1147.0,1591.0,3042.0,1353.0,3727.0,3449.0,6472.0,3951.0,3566.0,3293.0,4995.0,5308.0,4473.0,2538.0,3736.0,323674.0,6393.0,4755.0,75344.0,72107.0,195410.0,3860.0,15824.0,43576.0,58323.0,83165.0,1861.0,5019.0,108239.0,30325.0,3476.0,68291.0,71583.0,1292.0,3215.0
22,Africa,"Ganadería, Apicultura, Caza, Pesca",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,Africa,( Blank ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4016419.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,Oceanía,Industrias Manufactureras,1102824.0,409734.0,6504327.0,793926.0,1122204.0,791292.0,2068135.0,2311824.0,1162283.0,1365073.0,695822.0,3457924.0,839082.0,1303861.0,1619050.0,2603949.0,1019480.0,1013134.0,7727717.0,704293.0,1288073.0,811492.0,1089615.0,927932.0,10011128.0,821196.0,5799679.0,10347274.0,17701102.0,9043906.0,5428537.0,1007987.0,350268.0,583589.0,331666.0,4916808.0,2770680.0,2622595.0,908781.0,311948.0,205257.0,126293.0,249601.0,690896.0,1131816.0,3463362.0,333060.0,517043.0,4679268.0,3167466.0,1475479.0,734616.0,404491.0,637825.0,1050058.0,257009.0,719142.0,371152.0,686080.0,1284478.0,1208057.0,1175773.0,522545.0,2001729.0,1145198.0,1083498.0,991237.0,1337326.0,1171095.0,4647583.0,2542179.0,1515745.0,878413.0,1008228.0,998558.0,571160.0,1014365.0,864133.0,886987.0,664604.0,1416682.0,2804649.0,2239996.0,1572015.0,31922491.0,52744252.0,36763502.0,0.0,17760928.0,33619266.0,15720588.0,39170180.0,18700485.0,19761326.0,30781633.0,36851679.0,26249873.0,24029992.0,8458553.0,34446730.0,13965550.0,17689813.0,14040960.0,21855015.0,22954864.0,20127711.0,54447271.0,25000341.0,6990912.0,6912163.0,37915669.0,17450412.0,8446145.0,12891239.0,16146207.0,6938216.0,11546051.0,20586873.0,16550969.0,13854384.0,17741271.0,20020677.0,25861056.0,18531923.0,10435874.0,17653465.0,21493715.0,25611745.0,10432628.0,18330276.0,15236511.0,12449586.0,13109001.0,18622717.0,35242226.0,17364407.0,10569053.0,25335779.0,17361365.0,16687152.0,11131065.0,11192426.0,17237956.0,13680896.0,15222252.0,21370773.0,20131333.0,20825701.0,22605291.0,16149917.0,18801754.0,22207007.0,13470299.0,11219416.0,21017539.0,16992157.0,15471101.0,20653618.0,13410673.0,9916877.0,20033682.0,13621352.0,20377852.0,11864067.0,11847405.0,8311272.0,16373436.0,21652045.0,9731969.0,9211839.0,8640624.0,6798854.0,6667186.0,11967677.0,11899613.0,8095622.0,6585954.0,6662723.0,6160975.0,6607813.0,3167485.0,7811970.0,12125750.0,10893982.0,10007212.0,11769401.0,7745566.0,6747282.0,3696899.0,4315856.0,4463877.0,7502464.0,5479656.0,7778160.0,11273057.0,6573144.0,6746506.0,6940414.0,9411789.0,5839446.0,5317112.0,9780717.0,9550167.0,11788121.0,10008775.0,7876610.0,9142218.0,9884360.0,9294484.0,8989853.0,6711600.0
25,Oceanía,Industrias Extractivas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2073.0,0.0,0.0,0.0,0.0,7700.0,20.0,0.0,7412.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16071.0,15750.0,6333.0,19227.0,6338.0,15266.0,15961.0,15805.0,30005.0,0.0,21603.0,0.0,14735.0,15339.0,14866.0,11946.0,0.0,14778.0,22834.0,23726.0,38154.0,0.0,39361.0,21476.0,20898.0,21415.0,21420.0,64482.0,75255.0,21496.0,20542.0,20298.0,0.0,0.0,0.0,0.0,19156.0,23423.0,24329.0,0.0,47115.0,25595.0,25206.0,52008.0,25886.0,24037.0,24034.0,26211.0,46594.0,50404.0,270231.0,431175.0,658090.0,534571.0,197835.0,0.0,795893.0,670782.0,250225.0,0.0,624361.0,522051.0,41870.0,553651.0,785595.0,0.0,36939.0,420220.0,35708.0,1636218.0,387771.0,72563.0,1157807.0,400595.0,37258.0,235727.0,2819919.0,5577003.0,108212.0,631294.0,8521781.0,5532153.0,445266.0,407971.0,309848.0,3737744.0,413428.0,8621861.0,477991.0,555363.0,5351445.0,5671217.0,790267.0,464003.0,1472354.0,0.0,822894.0,3074851.0,860131.0,86991.0,66175.0,65166.0,0.0,66342.0,7593507.0,0.0,88192.0,0.0,1062544.0,8600986.0,0.0,0.0,3927104.0,0.0,384671.0,0.0,5702928.0,114211.0,5308042.0,1.0,0.0,0.0,244248.0,490792.0,275823.0,693826.0,490655.0,0.0,0.0,320997.0,347668.0,243433.0,339621.0,241574.0,0.0,379254.0,0.0,107005.0,134895.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,41900.0,86208.0,42997.0,0.0,388167.0,532874.0,0.0,333367.0,304253.0,42338.0,0.0,385550.0,393614.0,462834.0,452665.0,496376.0,0.0
26,Oceanía,Agricultura y Silvicultura,6851561.0,0.0,7177500.0,7018099.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,502500.0,2812778.0,268000.0,604057.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,917763.0,0.0,0.0,0.0,0.0,1592928.0,0.0,0.0,0.0,139248.0,0.0,0.0,0.0,0.0,0.0,2275211.0,0.0,397020.0,20587.0,0.0,33012.0,30212.0,0.0,6237974.0,0.0,0.0,0.0,0.0,1535122.0,2947010.0,772000.0,772000.0,14763.0,74335.0,0.0,6385042.0,44475.0,0.0,0.0,0.0,0.0,0.0,0.0,5441.0,8448000.0,0.0,0.0,0.0,10457579.0,0.0,0.0,8728831.0,0.0,0.0,3484983.0,1710528.0,5895800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9211711.0,59.0,0.0,84000.0,0.0,0.0,0.0,7649262.0,0.0,0.0,72751.0,8002500.0,0.0,0.0,0.0,0.0,87200.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6754000.0,0.0,16610.0,0.0,0.0,70628.0,9867000.0,0.0,0.0,0.0,9999000.0,0.0,40.0,10.0,10734879.0,0.0,0.0,0.0,11582805.0,0.0,0.0,10386266.0,0.0,0.0,0.0,0.0,1.0,8511927.0,0.0,0.0,0.0,0.0,8510941.0,0.0,0.0,0.0,0.0,0.0,8341792.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,152.0,0.0,0.0,0.0,8926500.0,0.0,0.0,7419604.0,0.0
27,Oceanía,Servicios y Productos no Clasificados,0.0,5.0,75.0,0.0,0.0,251.0,7600.0,122.0,24000.0,0.0,5.0,0.0,0.0,11.0,0.0,0.0,12.0,25.0,86.0,162.0,29.0,76.0,53.0,39.0,45.0,14.0,0.0,0.0,26.0,426.0,7.0,0.0,3.0,22.0,0.0,1.0,1575.0,0.0,0.0,12.0,16.0,0.0,50.0,0.0,9.0,21.0,285.0,36.0,20.0,0.0,0.0,13.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0,6.0,6.0,1.0,0.0,403.0,0.0,0.0,0.0,42.0,48.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,2.0,0.0,1.0,20.0,20.0,3.0,50.0,0.0,8.0,287.0,37.0,0.0,172.0,131.0,24.0,32.0,4.0,191.0,0.0,97005.0,160414.0,91.0,4.0,584177.0,324074.0,324300.0,211480.0,210000.0,52.0,210926.0,2088.0,400.0,111.0,175.0,6183725.0,99097.0,4273878.0,60790.0,6584029.0,210782.0,8065133.0,6337949.0,116179.0,115544.0,5403669.0,6619553.0,347975.0,770368.0,1313992.0,291654.0,650909.0,383868.0,542491.0,139650.0,170011.0,390537.0,146269.0,441098.0,217351.0,634306.0,277359.0,716068.0,627721.0,1160515.0,786225.0,397604.0,6736.0,983039.0,289600.0,325800.0,0.0,0.0,51180.0,1382.0,167952.0,10647.0,26963.0,24730.0,11551.0,11289.0,5860.0,12005.0,8712.0,7800.0,14897.0,13462.0,7196.0,14884.0,9762.0,3221.0,0.0,0.0,1828.0,1519.0,2912.0,2033.0,2886.0,4715.0,3211.0,15539.0,4521.0,3603.0,8608.0,14301.0,12016.0,58199.0,12794.0,9637.0,8006.0,13478.0,8052.0,8800.0,7561.0,14049.0,18150.0,31000.0,27431.0,26684.0,28197.0,25751.0,17416.0,24209.0,10518.0,24748.0,137194.0,8654.0,27861.0,18854.0,14080.0,65953.0,7746.0,90462.0,11397.0,16673.0,15735.0
28,Oceanía,"Ganadería, Apicultura, Caza, Pesca",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,414000.0,1545550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1670620.0,0.0,0.0,0.0,1065350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88075.0,0.0,0.0,0.0,899928.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,Oceanía,( Blank ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40492634.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,América del Norte,Industrias Manufactureras,759959105.0,738482015.0,751118690.0,806263222.0,1137689766.0,1074478492.0,1011953319.0,1212465448.0,1025727344.0,1181676922.0,1044107715.0,1207989294.0,1039535457.0,1081889280.0,1167669006.0,991909504.0,969406508.0,821251417.0,864447804.0,926039351.0,804862046.0,989426750.0,1030242338.0,1021431447.0,567041262.0,509922444.0,545897036.0,545749676.0,622455892.0,605777203.0,600753760.0,651892702.0,561236681.0,1177999350.0,1110973178.0,1132182581.0,819237038.0,666363939.0,710743328.0,766909839.0,800316920.0,757414490.0,827061398.0,652764279.0,724754023.0,824304353.0,794983704.0,859362672.0,1114935995.0,843409034.0,1132266424.0,872914661.0,946471316.0,1049979506.0,980547271.0,1617089020.0,914756352.0,1044491058.0,1047751398.0,947787239.0,936379304.0,939755727.0,1092682383.0,1047650359.0,1059073856.0,1004675893.0,909778195.0,1071728591.0,1069012261.0,1175940476.0,1174892196.0,1170591960.0,1047909466.0,1016013181.0,1166190731.0,1094140803.0,1910245615.0,1203113800.0,1125655727.0,1199730375.0,1175835485.0,1360947259.0,1174834208.0,1127925668.0,1538141266.0,1359353778.0,1538419702.0,0.0,1548381725.0,1525063146.0,1663777134.0,1626244677.0,1581757722.0,1867439905.0,1797150647.0,1592622335.0,1680225107.0,1577378545.0,1609282977.0,1815009251.0,1631007552.0,1771118996.0,1864239427.0,1722907705.0,1780768136.0,1729511255.0,2002666341.0,1380183039.0,1150812476.0,1114561144.0,1130277735.0,1075126259.0,1012184580.0,1252291542.0,1207003885.0,1169194025.0,1351324519.0,1449422838.0,1392897965.0,1487807565.0,1390398899.0,1570072412.0,1851266731.0,1660285895.0,1457332108.0,1501568864.0,1570283305.0,1588381545.0,1596978324.0,1542464579.0,1684116944.0,1544871286.0,1857712940.0,1829021969.0,2154828443.0,1807765935.0,2081606646.0,2103276519.0,2008115158.0,2399082281.0,2041628425.0,2169722865.0,2061118213.0,1982304809.0,1970031789.0,1942368457.0,2048184806.0,1965248616.0,2170024902.0,2078583293.0,2123303977.0,2226374948.0,1980742104.0,2264402103.0,2110772106.0,1956868488.0,2046431031.0,1926159593.0,2084245360.0,2087892151.0,2250891964.0,1989903227.0,2403591593.0,2212488740.0,2076844682.0,2332678887.0,2199931008.0,2146464252.0,1959399244.0,1898800628.0,2138940243.0,2130328337.0,2150579433.0,2116138366.0,2215863722.0,2233615146.0,2210186771.0,2312551261.0,2069849147.0,2189860221.0,1985535814.0,1926204497.0,2017295258.0,2026069613.0,1967350801.0,2218559664.0,2154058172.0,2019622389.0,1980582512.0,2098552196.0,1986171607.0,1970500363.0,2042670938.0,2087121964.0,1987766506.0,2121457044.0,2137805467.0,1991291923.0,2003865814.0,2262568951.0,2173888269.0,2058241925.0,2126241496.0,1980455993.0,2144878716.0,2039809293.0,2444015627.0,2058447773.0,2258810418.0,2250780927.0,2566075032.0
31,América del Norte,Industrias Extractivas,5669696.0,783324.0,823258.0,2025820.0,1698617.0,1790452.0,1426992.0,1844890.0,1771759.0,1767219.0,3230769.0,980841.0,1766258.0,1876979.0,2265022.0,1916944.0,2232704.0,1973685.0,3017912.0,2045299.0,1773664.0,1648436.0,1642132.0,1256458.0,1206552.0,1182720.0,1279433.0,1824571.0,1423620.0,1152253.0,1730321.0,1121521.0,1196466.0,3383896.0,1462847.0,2088755.0,3011786.0,1870793.0,3026157.0,3195238.0,2192637.0,1387173.0,1602173.0,2513600.0,1468466.0,1825410.0,1514020.0,2285265.0,788966.0,672405.0,1127485.0,1033924.0,1092488.0,1160957.0,1308761.0,1196256.0,1170377.0,1136800.0,1060532.0,900360.0,3903542.0,874925.0,4182681.0,3129925.0,869107.0,985927.0,3157439.0,2506768.0,1209615.0,6949233.0,1282883.0,2938233.0,2934776.0,5272998.0,1282696.0,954870.0,1400874.0,4432129.0,5904704.0,1351658.0,3598048.0,2667754.0,3884904.0,2261451.0,3238258.0,4468206.0,1757696.0,0.0,3064266.0,4667922.0,4984558.0,4096977.0,4240878.0,3952644.0,8719128.0,996056.0,3811584.0,590098.0,1301174.0,736345.0,5658822.0,750676.0,3869186.0,1034642.0,3579757.0,4494547.0,1216213.0,1015056.0,4363875.0,980460.0,1089700.0,1047439.0,1014298.0,1856191.0,4308665.0,1183734.0,913811.0,1289483.0,696106.0,526390.0,3037310.0,1012932.0,1092881.0,1411211.0,782720.0,1257561.0,3361547.0,1239361.0,1262154.0,7906535.0,1101679.0,939618.0,1800630.0,1484533.0,1437578.0,4954490.0,1462273.0,3676665.0,1486490.0,3637221.0,7238643.0,1520726.0,7695731.0,1460850.0,11960873.0,989127.0,2442891.0,1858583.0,1526660.0,2422032.0,8164077.0,8264151.0,7437212.0,3835525.0,1937971.0,18630128.0,2161648.0,1152045.0,1665558.0,1399942.0,1237573.0,4209996.0,2419742.0,4864650.0,2775570.0,15379876.0,1515782.0,8608083.0,19684634.0,12641980.0,16235785.0,18227431.0,13311310.0,15980360.0,14411497.0,14257340.0,11791612.0,11517459.0,10834822.0,16897768.0,15977489.0,8511616.0,8426429.0,10432126.0,10962407.0,6635793.0,8517397.0,3242900.0,4819222.0,8299920.0,2112707.0,8597998.0,2498707.0,1267374.0,5981468.0,5566573.0,2722356.0,3527157.0,3958922.0,5668403.0,7815812.0,10931045.0,8587855.0,6082357.0,3703540.0,2327408.0,2325017.0,5666783.0,2961989.0,2758214.0,1207457.0
