,Pais_vendedor,industria,2000/Enero,2000/Febrero,2000/Marzo,2000/Abril,2000/Mayo,2000/Junio,2000/Julio,2000/Agosto,2000/Septiembre,2000/Octubre,2000/Noviembre,2000/Diciembre,2001/Enero,2001/Febrero,2001/Marzo,2001/Abril,2001/Mayo,2001/Junio,2001/Julio,2001/Agosto,2001/Septiembre,2001/Octubre,2001/Noviembre,2001/Diciembre,2002/Enero,2002/Febrero,2002/Marzo,2002/Abril,2002/Mayo,2002/Junio,2002/Julio,2002/Agosto,2002/Septiembre,2002/Octubre,2002/Noviembre,2002/Diciembre,2003/Enero,2003/Febrero,2003/Marzo,2003/Abril,2003/Mayo,2003/Junio,2003/Julio,2003/Agosto,2003/Septiembre,2003/Octubre,2003/Noviembre,2003/Diciembre,2004/Enero,2004/Febrero,2004/Marzo,2004/Abril,2004/Mayo,2004/Junio,2004/Julio,2004/Agosto,2004/Septiembre,2004/Octubre,2004/Noviembre,2004/Diciembre,2005/Enero,2005/Febrero,2005/Marzo,2005/Abril,2005/Mayo,2005/Junio,2005/Julio,2005/Agosto,2005/Septiembre,2005/Octubre,2005/Noviembre,2005/Diciembre,2006/Enero,2006/Febrero,2006/Marzo,2006/Abril,2006/Mayo,2006/Junio,2006/Julio,2006/Agosto,2006/Septiembre,2006/Octubre,2006/Noviembre,2006/Diciembre,2007/Enero,2007/Febrero,2007/Marzo,2007/Abril,2007/Mayo,2007/Junio,2007/Julio,2007/Agosto,2007/Septiembre,2007/Octubre,2007/Noviembre,2007/Diciembre,2008/Enero,2008/Febrero,2008/Marzo,2008/Abril,2008/Mayo,2008/Junio,2008/Julio,2008/Agosto,2008/Septiembre,2008/Octubre,2008/Noviembre,2008/Diciembre,2009/Enero,2009/Febrero,2009/Marzo,2009/Abril,2009/Mayo,2009/Junio,2009/Julio,2009/Agosto,2009/Septiembre,2009/Octubre,2009/Noviembre,2009/Diciembre,2010/Enero,2010/Febrero,2010/Marzo,2010/Abril,2010/Mayo,2010/Junio,2010/Julio,2010/Agosto,2010/Septiembre,2010/Octubre,2010/Noviembre,2010/Diciembre,2011/Enero,2011/Febrero,2011/Marzo,2011/Abril,2011/Mayo,2011/Junio,2011/Julio,2011/Agosto,2011/Septiembre,2011/Octubre,2011/Noviembre,2011/Diciembre,2012/Enero,2012/Febrero,2012/Marzo,2012/Abril,2012/Mayo,2012/Junio,2012/Julio,2012/Agosto,2012/Septiembre,2012/Octubre,2012/Noviembre,2012/Diciembre,2013/Enero,2013/Febrero,2013/Marzo,2013/Abril,2013/Mayo,2013/Junio,2013/Julio,2013/Agosto,2013/Septiembre,2013/Octubre,2013/Noviembre,2013/Diciembre,2014/Enero,2014/Febrero,2014/Marzo,2014/Abril,2014/Mayo,2014/Junio,2014/Julio,2014/Agosto,2014/Septiembre,2014/Octubre,2014/Noviembre,2014/Diciembre,2015/Enero,2015/Febrero,2015/Marzo,2015/Abril,2015/Mayo,2015/Junio,2015/Julio,2015/Agosto,2015/Septiembre,2015/Octubre,2015/Noviembre,2015/Diciembre,2016/Enero,2016/Febrero,2016/Marzo,2016/Abril,2016/Mayo,2016/Junio,2016/Julio,2016/Agosto,2016/Septiembre,2016/Octubre,2016/Noviembre,2016/Diciembre,2017/Enero,2017/Febrero,2017/Marzo,2017/Abril,2017/Mayo,2017/Junio,2017/Julio
10,Asia,"Ganadería, Apicultura, Caza, Pesca",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,178.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Asia,( Blank ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,504893104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Europa,Industrias Manufactureras,68155262.0,51230910.0,59814543.0,90818427.0,112212888.0,90684617.0,90093142.0,97441133.0,104808290.0,108628257.0,107522761.0,122414391.0,132363436.0,107987478.0,171819783.0,128445204.0,138847663.0,135651430.0,151016018.0,203073120.0,138592439.0,183990254.0,139680336.0,126358307.0,151082339.0,171751480.0,124086688.0,140911018.0,165137078.0,154442923.0,150943785.0,150458759.0,152002460.0,138306284.0,175136889.0,152727102.0,137224703.0,120250352.0,145821213.0,140000135.0,155180586.0,165668800.0,139528620.0,141685788.0,146536384.0,144509681.0,142601444.0,181547536.0,119574950.0,101113945.0,125239152.0,131695873.0,130566724.0,152827735.0,122580719.0,123438487.0,122325219.0,145524542.0,151525484.0,157571708.0,151859723.0,141905688.0,153180847.0,192552749.0,198483068.0,221676240.0,227045438.0,226990159.0,215536312.0,270004237.0,310605498.0,257722036.0,208678822.0,181805786.0,223929504.0,238496458.0,231067809.0,215319910.0,206890795.0,220474056.0,250228416.0,226815719.0,329712923.0,269411178.0,417768067.0,340403150.0,383574749.0,0.0,409881383.0,399234589.0,427208694.0,459182018.0,390653136.0,429828296.0,408072376.0,293116145.0,528725889.0,427007266.0,410650012.0,462494893.0,451253703.0,422445103.0,493892714.0,486487975.0,522892434.0,655221844.0,467365227.0,512587685.0,490533422.0,452978621.0,406311806.0,397029275.0,350548149.0,417110749.0,457477542.0,534700150.0,515285261.0,539513308.0,521650116.0,559593237.0,452952533.0,474341122.0,555736699.0,500969658.0,531150463.0,601840946.0,573387784.0,632429675.0,585170645.0,550527073.0,587529982.0,657817395.0,655312179.0,640021774.0,674782114.0,829156891.0,680526568.0,616291925.0,685304985.0,709291161.0,679327461.0,700878744.0,694577929.0,721927789.0,665648495.0,621609816.0,609516682.0,568366404.0,652288921.0,629098234.0,684797369.0,745497994.0,658925375.0,724043584.0,666063024.0,646402881.0,804880797.0,732721483.0,751269643.0,841083651.0,932818729.0,874674641.0,1033975762.0,1053044051.0,1079655419.0,740616958.0,729269754.0,638401944.0,600592153.0,613167422.0,592257089.0,634514768.0,632755080.0,635616073.0,696749501.0,722476393.0,650584624.0,705436763.0,616162239.0,610114463.0,547536505.0,560253579.0,570722899.0,599027684.0,620706522.0,641214731.0,670110411.0,853442377.0,596195618.0,600986506.0,636340778.0,553222522.0,514065866.0,571831858.0,662701241.0,623122570.0,627146701.0,633275955.0,667598125.0,701685929.0,613566152.0,674158367.0,692030085.0,669489036.0,622127586.0,602343755.0,740683582.0,659291103.0,761068246.0,1170820102.0,783963236.0
13,Europa,Industrias Extractivas,25818.0,6040.0,11.0,140656.0,37322.0,3470.0,10992.0,8135.0,4603.0,28366.0,57960.0,8171.0,35591.0,15676.0,15082.0,95518.0,86443.0,123990.0,90768.0,67385.0,59703.0,100905.0,68157.0,103065.0,57323.0,95625.0,67243.0,239181.0,93960.0,152795.0,121143.0,86667.0,225450.0,113054.0,141775.0,210360.0,170374.0,190690.0,210851.0,233906.0,320815.0,84181.0,144819.0,216000.0,356522.0,336278.0,388974.0,140449.0,157089.0,114205.0,121918.0,209179.0,254092.0,179252.0,32799.0,89883.0,57704.0,77485.0,96518.0,98204.0,217862.0,111844.0,85821.0,149733.0,2037405.0,167447.0,33987.0,68903.0,273748.0,83926.0,18848.0,46353.0,43741.0,145134.0,37804.0,61672.0,15486.0,40259.0,44528.0,65693.0,24945.0,53799.0,141995.0,29012.0,37281.0,149234.0,105915.0,0.0,74840.0,16204.0,37264.0,73534.0,62519.0,47520.0,51062.0,248115.0,104623.0,230597.0,63159.0,185699.0,30833.0,33622.0,34448.0,25961.0,39058.0,125352.0,15198.0,36498.0,28715.0,47775.0,19804.0,30865.0,23494.0,29535.0,84596.0,41974.0,72818.0,39578.0,89410.0,57242.0,53887.0,83025.0,109626.0,15402.0,37052.0,361342.0,2946664.0,46745.0,47262.0,2238926.0,10109.0,44729.0,1009.0,43606.0,3156809.0,144868.0,77734.0,109255.0,90006.0,2433844.0,77574.0,97028.0,2248744.0,51934.0,50356.0,58280.0,57481.0,1031683.0,138789.0,53858.0,225722.0,103983.0,82159.0,50856.0,302308.0,596282.0,409434.0,52481.0,37320.0,541549.0,276171.0,384940.0,431237.0,238114.0,330577.0,72723.0,183267.0,8992.0,936282.0,498632.0,628919.0,368667.0,1887524.0,117348.0,58144.0,516916.0,739095.0,316587.0,254726.0,2913524.0,591542.0,528628.0,830955.0,431550.0,844492.0,850121.0,1107214.0,1029496.0,2913544.0,665293.0,363715.0,584384.0,592517.0,941932.0,1297066.0,582670.0,464811.0,416533.0,995000.0,462290.0,1133067.0,303335.0,1061485.0,992694.0,487960.0,416006.0,353298.0,334739.0,448900.0,571066.0,806098.0
14,Europa,Agricultura y Silvicultura,266.0,5000.0,7546.0,0.0,0.0,27360.0,32500.0,1105569.0,11603.0,39573.0,19081.0,6985530.0,20000.0,7876770.0,1543750.0,21000.0,0.0,3402103.0,11300.0,43916.0,0.0,15421.0,102637.0,24001.0,57827.0,127550.0,393514.0,3362812.0,128958.0,173934.0,85357.0,12208581.0,29676536.0,23464.0,977430.0,2357576.0,0.0,0.0,109209.0,408250.0,13382329.0,7232372.0,0.0,0.0,25831.0,18241.0,6661693.0,64882.0,179350.0,244035.0,201117.0,495701.0,179897.0,100506.0,290268.0,0.0,22880.0,23670.0,6472691.0,55668.0,110360.0,400846.0,272980.0,138919.0,449151.0,679715.0,356767.0,230326.0,6457.0,311282.0,10308302.0,10422500.0,45547.0,343120.0,498086.0,48245.0,506593.0,746663.0,552251.0,175686.0,84977.0,242143.0,728063.0,116028.0,390398.0,265654.0,414159.0,0.0,923816.0,572529.0,1160858.0,1242990.0,217713.0,375460.0,444389.0,393959.0,702708.0,182155.0,334025.0,523734.0,1326675.0,799437.0,977903.0,724558.0,500354.0,269173.0,90543.0,521487.0,244623.0,567953.0,362567.0,396312.0,665470.0,1471116.0,1011781.0,458325.0,364672.0,441677.0,863894.0,867277.0,1075302.0,2047569.0,2593316.0,1420503.0,6767221.0,19153657.0,19705744.0,1985715.0,175191.0,1263684.0,1075856.0,764589.0,1767370.0,4396662.0,6250054.0,16798385.0,33601050.0,3743296.0,16616417.0,16393140.0,17833147.0,1958719.0,1812483.0,1839453.0,1032148.0,5186227.0,9551687.0,3551443.0,2646376.0,4493213.0,874987.0,1840674.0,1350483.0,15891303.0,457131.0,1025051.0,608885.0,1700179.0,2764127.0,4858634.0,5101952.0,2470542.0,1857365.0,48051360.0,21586405.0,1305272.0,14474068.0,69085158.0,13976034.0,933229.0,4928301.0,4718946.0,5248685.0,60237.0,655003.0,384119.0,209302.0,652404.0,2344892.0,1591905.0,4693123.0,4734431.0,5431527.0,3219980.0,1923060.0,5343474.0,2146787.0,5068059.0,3450834.0,6270789.0,2941709.0,1065433.0,1849132.0,2742458.0,3361635.0,2857217.0,2348268.0,3306816.0,3223331.0,2251149.0,639986.0,1499381.0,3089080.0,700046.0,1548911.0,1803219.0,4948667.0,23595663.0,21710385.0,4047681.0,3534117.0
15,Europa,Servicios y Productos no Clasificados,4084527.0,5227151.0,16482340.0,7724501.0,12990378.0,10348956.0,16553377.0,16841233.0,6216819.0,5765724.0,6681601.0,5458164.0,6679099.0,7360733.0,2873196.0,1300211.0,663435.0,1050919.0,985147.0,1450398.0,1021400.0,959821.0,2138499.0,835018.0,1711983.0,810405.0,779662.0,1387424.0,613762.0,269839.0,1891180.0,730544.0,185614.0,136208.0,556047.0,310179.0,216415.0,304322.0,40533.0,280789.0,118414.0,394349.0,490878.0,707867.0,669134.0,632868.0,698334.0,235175.0,863647.0,197213.0,120418.0,587102.0,330474.0,203426.0,2663556.0,2240457.0,410647.0,167283.0,385763.0,4097272.0,247818.0,144699.0,2005862.0,1690400.0,828445.0,2148861.0,2141386.0,4142850.0,8620624.0,3813441.0,2954257.0,1604334.0,2514431.0,3843951.0,3987924.0,4581497.0,8213083.0,4808891.0,4157300.0,316021.0,1196217.0,927505.0,6371393.0,38665.0,35883.0,22095.0,46436.0,0.0,404751.0,273328.0,428518.0,1403636.0,2539415.0,7113438.0,7398866.0,2044833.0,2007423.0,1862205.0,2535976.0,3286433.0,3168675.0,2533364.0,3416158.0,2677110.0,5457889.0,10693932.0,6063694.0,4036181.0,2168396.0,4038757.0,6372010.0,7433907.0,6914658.0,2939361.0,1890990.0,2326837.0,4485783.0,8401713.0,8778223.0,7245765.0,5500882.0,5519914.0,5031951.0,4115562.0,5897233.0,10015918.0,6268387.0,3352596.0,3159122.0,7247363.0,2638050.0,1506258.0,4963324.0,11099784.0,4848865.0,2846728.0,7832811.0,11047964.0,12758376.0,9962561.0,10597781.0,3896516.0,6464225.0,8728046.0,7246542.0,6572461.0,13792833.0,8792704.0,17100681.0,13480631.0,9213569.0,10813688.0,20216556.0,12659271.0,10571676.0,10218102.0,7674220.0,6521907.0,8516560.0,10924685.0,14668788.0,14964892.0,13067088.0,13496112.0,12374783.0,22366569.0,11236051.0,6620994.0,7518230.0,8989978.0,10788702.0,8948595.0,12919909.0,21583625.0,19884474.0,25206864.0,15147871.0,13055332.0,16419161.0,10899730.0,8467634.0,9072475.0,12290618.0,11957146.0,12841014.0,12920648.0,17079863.0,10905455.0,13201335.0,13393795.0,12064441.0,13466552.0,8929063.0,11063659.0,12482163.0,8954127.0,9913698.0,10106670.0,10609138.0,10355887.0,13339897.0,13063473.0,11320754.0,9666527.0,8757535.0,14757768.0,11712790.0,11187419.0,11715064.0,12528637.0,22682788.0
16,Europa,"Ganadería, Apicultura, Caza, Pesca",0.0,417712.0,66054.0,0.0,439243.0,0.0,66054.0,439233.0,0.0,439233.0,66054.0,0.0,439233.0,0.0,0.0,505287.0,0.0,441.0,297744.0,66054.0,297744.0,0.0,0.0,0.0,281605.0,0.0,215551.0,0.0,75178.0,215551.0,0.0,10027.0,215551.0,75179.0,215551.0,0.0,0.0,215551.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5043.0,9620.0,8750.0,28370.0,11042.0,10593.0,17527.0,6076.0,11954.0,11035.0,8276.0,11630.0,8217.0,7747.0,8203.0,10025.0,7344.0,7175.0,9602.0,8203.0,9210.0,6736.0,6535.0,7751.0,6714.0,11012.0,0.0,12404.0,11248.0,16786.0,12694.0,13057.0,10264.0,12949.0,14173.0,17373.0,12309.0,13157.0,9856.0,7911.0,6175.0,5755.0,5276.0,5276.0,0.0,102.0,306.0,306.0,1129.0,427.0,1267.0,1319.0,2354.0,556.0,5315.0,3632.0,3186.0,1224.0,960.0,872.0,908.0,1296.0,416.0,1082.0,1986.0,1962.0,1893.0,2531.0,1687.0,3763.0,648.0,888.0,1395.0,1779.0,2190.0,3675.0,1699.0,1220.0,2829.0,3428.0,1312.0,1179.0,748.0,3056.0,2281.0,2590.0,2744.0,3683.0,7249.0,3096.0,9120.0,4864.0,4828.0,7652.0,28192.0,24827.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4273.0,526.0,1043.0,0.0,588.0,2505.0,410.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115000.0,1467.0,2447.0,0.0,10.0,4004.0,15543.0,25415.0,19512.0,34251.0,34572.0,14784.0,8365.0,13243.0,12926.0,16458.0,58279.0,48903.0
17,Europa,( Blank ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,364936462.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,Africa,Industrias Manufactureras,173715.0,35814.0,20254.0,395823.0,851570.0,365204.0,3191033.0,526877.0,486844.0,266891.0,241057.0,1065239.0,6464.0,41649.0,1058070.0,2522174.0,512738.0,1273977.0,76565.0,262606.0,161425.0,29744.0,422956.0,32696.0,612218.0,1168126.0,1601436.0,3304900.0,1304110.0,3341933.0,2369018.0,2812683.0,2247562.0,435801.0,95027.0,651048.0,101496.0,174074.0,251741.0,165758.0,117854.0,325972.0,231300.0,99551.0,61738.0,34785.0,15368.0,226513.0,149298.0,252010.0,1527.0,36442.0,123908.0,52810.0,45356.0,602870.0,230616.0,172085.0,2075232.0,304185.0,182908.0,205794.0,793212.0,178776.0,522058.0,878598.0,580241.0,108676.0,188296.0,344974.0,283327.0,406730.0,861975.0,922217.0,1953463.0,1198875.0,2007630.0,2116510.0,891742.0,1527304.0,1740997.0,2107539.0,1121307.0,1175824.0,1872200.0,900324.0,863646.0,0.0,2358586.0,725820.0,925365.0,843459.0,940469.0,1007975.0,831136.0,912642.0,2015145.0,1976778.0,2795791.0,2099002.0,5311749.0,3254216.0,1564653.0,1665524.0,2615350.0,3964525.0,2942799.0,1513400.0,1516630.0,4045184.0,5011315.0,1446384.0,2992875.0,2776124.0,2860567.0,2849649.0,8447998.0,2838357.0,2214661.0,4828785.0,1345339.0,2511450.0,6764856.0,1144082.0,879683.0,1604063.0,2525767.0,1454568.0,2024749.0,1961149.0,1269462.0,4540634.0,6620364.0,6993864.0,1375807.0,26584668.0,1233367.0,1151141.0,1345556.0,8623762.0,10937471.0,7075388.0,8791678.0,12762572.0,13993888.0,13822861.0,12204845.0,9463994.0,6993424.0,4177303.0,4200762.0,3517425.0,3100316.0,4270529.0,2369552.0,2416018.0,2035012.0,2879505.0,2389876.0,2701551.0,2829440.0,1577501.0,2810823.0,2614555.0,1987180.0,4706152.0,2666976.0,4086629.0,2220857.0,1746356.0,2748648.0,4386691.0,5353165.0,2587682.0,3228426.0,2421284.0,2677752.0,2374320.0,2668352.0,2971532.0,4639184.0,8231719.0,11579871.0,16931481.0,15070621.0,20272876.0,23013163.0,37503218.0,28155470.0,45895550.0,31435430.0,49202939.0,35358688.0,20690435.0,29858073.0,51236470.0,27900889.0,37151255.0,38671412.0,26303975.0,29131188.0,41180356.0,44678000.0,26010523.0,31889905.0,21424078.0,20635773.0,15761086.0,14543701.0,13916559.0,17440690.0
19,Africa,Industrias Extractivas,5460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,11500.0,46000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50295.0,105284.0,113250.0,48855.0,101640.0,131904.0,65237.0,34140.0,52980.0,0.0,0.0,0.0,0.0,0.0,10125.0,0.0,10080.0,0.0,0.0,10080.0,0.0,0.0,0.0,0.0,0.0,20899.0,0.0,0.0,0.0,0.0,0.0,1960.0,0.0,0.0,0.0,127000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63038.0,0.0,0.0,0.0,6091.0,0.0,0.0,6725.0,10873.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9562.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8674.0,0.0,0.0,0.0,0.0,5334.0,4666486.0,0.0,0.0,4101242.0,0.0,4322.0,5368265.0,0.0,0.0,4137512.0,9160580.0,0.0,243810.0,278640.0,286468.0,4243250.0,0.0,0.0,7180980.0,0.0,86.0,26.0,5919788.0,0.0,2108758.0,3560000.0,7653.0,4116135.0,222610.0,8636.0,0.0,4412961.0,2196550.0,2196550.0,0.0,4405483.0,4402765.0,100.0,50.0,5759904.0,3455022.0,10974274.0,0.0,7096951.0,2302120.0,319950.0,319950.0,136758.0,9204800.0,6906361.0,0.0,3730100.0,0.0,0.0,0.0,6061380.0,9418522.0,0.0,0.0,20790.0,0.0,41580.0,3.0,31185.0,0.0,41580.0,0.0,0.0,20790.0,0.0,0.0,0.0,29400.0,22400.0,0.0,0.0,44100.0,0.0,0.0,0.0,0.0,0.0,0.0,32200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,Africa,Agricultura y Silvicultura,0.0,0.0,0.0,24150.0,0.0,24150.0,0.0,0.0,0.0,0.0,59693.0,0.0,0.0,0.0,0.0,0.0,0.0,364255.0,0.0,0.0,0.0,26710.0,32000.0,0.0,32000.0,0.0,0.0,931.0,76518.0,25057.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48255.0,87900.0,32344.0,0.0,22450.0,0.0,0.0,0.0,0.0,0.0,23540.0,0.0,45812.0,62400.0,22800.0,0.0,16800.0,0.0,16803.0,0.0,30960.0,222210.0,0.0,0.0,96328.0,98987.0,124909.0,68981.0,85974.0,63953.0,36600.0,236670.0,75546.0,109773.0,0.0,127047.0,0.0,99079.0,203801.0,86338.0,3.0,255632.0,0.0,2.0,21253.0,27641.0,46800.0,385200.0,0.0,370531.0,144002.0,97200.0,31200.0,31200.0,62403.0,0.0,17.0,165426.0,191848.0,26522.0,249322.0,173500.0,242900.0,269173.0,0.0,41855.0,2.0,0.0,29250.0,0.0,104400.0,30880.0,0.0,10.0,206239.0,99168.0,63286.0,138755.0,242763.0,109619.0,310479.0,77354.0,554700.0,1565918.0,657112.0,219370.0,284455.0,77095.0,42627.0,130776.0,72678.0,60604.0,129434.0,41592.0,89893.0,799152.0,721103.0,430961.0,434808.0,101660.0,700639.0,223233.0,620348.0,106140.0,171689.0,26140.0,118880.0,117725.0,1219886.0,1086273.0,512602.0,373440.0,193388.0,367020.0,134315.0,9.0,46540.0,0.0,46540.0,214509.0,392270.0,287295.0,199719.0,412250.0,182993.0,49080.0,171181.0,200435.0,123827.0,62700.0,109500.0,43802.0,141.0,125448.0,125466.0,146434.0,62868.0,4.0,311605.0,117377.0,84647.0,113379.0,650365.0,311995.0,225900.0,368664.0,343177.0,128070.0,0.0,0.0,0.0,0.0,0.0,7.0,262649.0,256545.0,280273.0,0.0,120288.0,0.0,0.0,44269.0,276542.0,381400.0,0.0,419900.0,399273.0,1165780.0,868727.0,609900.0,415254.0,340580.0
