,Pais_comprador,Industria,2000/Enero,2000/Febrero,2000/Marzo,2000/Abril,2000/Mayo,2000/Junio,2000/Julio,2000/Agosto,2000/Septiembre,2000/Octubre,2000/Noviembre,2000/Diciembre,2001/Enero,2001/Febrero,2001/Marzo,2001/Abril,2001/Mayo,2001/Junio,2001/Julio,2001/Agosto,2001/Septiembre,2001/Octubre,2001/Noviembre,2001/Diciembre,2002/Enero,2002/Febrero,2002/Marzo,2002/Abril,2002/Mayo,2002/Junio,2002/Julio,2002/Agosto,2002/Septiembre,2002/Octubre,2002/Noviembre,2002/Diciembre,2003/Enero,2003/Febrero,2003/Marzo,2003/Abril,2003/Mayo,2003/Junio,2003/Julio,2003/Agosto,2003/Septiembre,2003/Octubre,2003/Noviembre,2003/Diciembre,2004/Enero,2004/Febrero,2004/Marzo,2004/Abril,2004/Mayo,2004/Junio,2004/Julio,2004/Agosto,2004/Septiembre,2004/Octubre,2004/Noviembre,2004/Diciembre,2005/Enero,2005/Febrero,2005/Marzo,2005/Abril,2005/Mayo,2005/Junio,2005/Julio,2005/Agosto,2005/Septiembre,2005/Octubre,2005/Noviembre,2005/Diciembre,2006/Enero,2006/Febrero,2006/Marzo,2006/Abril,2006/Mayo,2006/Junio,2006/Julio,2006/Agosto,2006/Septiembre,2006/Octubre,2006/Noviembre,2006/Diciembre,2007/Enero,2007/Febrero,2007/Marzo,2007/Abril,2007/Mayo,2007/Junio,2007/Julio,2007/Agosto,2007/Septiembre,2007/Octubre,2007/Noviembre,2007/Diciembre,2008/Enero,2008/Febrero,2008/Marzo,2008/Abril,2008/Mayo,2008/Junio,2008/Julio,2008/Agosto,2008/Septiembre,2008/Octubre,2008/Noviembre,2008/Diciembre,2009/Enero,2009/Febrero,2009/Marzo,2009/Abril,2009/Mayo,2009/Junio,2009/Julio,2009/Agosto,2009/Septiembre,2009/Octubre,2009/Noviembre,2009/Diciembre,2010/Enero,2010/Febrero,2010/Marzo,2010/Abril,2010/Mayo,2010/Junio,2010/Julio,2010/Agosto,2010/Septiembre,2010/Octubre,2010/Noviembre,2010/Diciembre,2011/Enero,2011/Febrero,2011/Marzo,2011/Abril,2011/Mayo,2011/Junio,2011/Julio,2011/Agosto,2011/Septiembre,2011/Octubre,2011/Noviembre,2011/Diciembre,2012/Enero,2012/Febrero,2012/Marzo,2012/Abril,2012/Mayo,2012/Junio,2012/Julio,2012/Agosto,2012/Septiembre,2012/Octubre,2012/Noviembre,2012/Diciembre,2013/Enero,2013/Febrero,2013/Marzo,2013/Abril,2013/Mayo,2013/Junio,2013/Julio,2013/Agosto,2013/Septiembre,2013/Octubre,2013/Noviembre,2013/Diciembre,2014/Enero,2014/Febrero,2014/Marzo,2014/Abril,2014/Mayo,2014/Junio,2014/Julio,2014/Agosto,2014/Septiembre,2014/Octubre,2014/Noviembre,2014/Diciembre,2015/Enero,2015/Febrero,2015/Marzo,2015/Abril,2015/Mayo,2015/Junio,2015/Julio,2015/Agosto,2015/Septiembre,2015/Octubre,2015/Noviembre,2015/Diciembre,2016/Enero,2016/Febrero,2016/Marzo,2016/Abril,2016/Mayo,2016/Junio,2016/Julio,2016/Agosto,2016/Septiembre,2016/Octubre,2016/Noviembre,2016/Diciembre,2017/Enero,2017/Febrero,2017/Marzo,2017/Abril,2017/Mayo,2017/Junio,2017/Julio
20,Oceanía,Industrias Manufactureras,1038979.0,3077718.0,2658342.0,3793144.0,3045724.0,2384078.0,1422402.0,2805609.0,2376201.0,2937552.0,1733107.0,2949783.0,1029812.0,1245143.0,2597171.0,1447699.0,1599977.0,2184437.0,1923923.0,1440728.0,2065047.0,1298207.0,1335719.0,3611298.0,930599.0,2078798.0,1545219.0,18745096.0,1875644.0,3727185.0,13589460.0,1671025.0,3359204.0,1535898.0,2562653.0,3265823.0,1140452.0,1936076.0,3316403.0,1654274.0,1062505.0,2946470.0,2246553.0,2154542.0,2110083.0,2685205.0,740229.0,1650333.0,1303595.0,1081913.0,2284246.0,997668.0,926245.0,2813610.0,1605477.0,2212902.0,2926634.0,3430650.0,3211395.0,2153718.0,2200749.0,4590565.0,2049391.0,2565490.0,2059309.0,2581263.0,1876019.0,2604157.0,3265907.0,2614118.0,2202203.0,5202271.0,1745045.0,1892774.0,2315104.0,1526619.0,3084521.0,4489868.0,2161315.0,2546218.0,2682688.0,4485326.0,3489716.0,5878199.0,6342739.0,4286433.0,5922417.0,5265727.0,5264758.0,5698220.0,6005213.0,5915753.0,5277296.0,7839757.0,6933582.0,8508019.0,7299519.0,5750979.0,5272439.0,6805348.0,5613083.0,7772807.0,6300175.0,6385557.0,5109841.0,4798490.0,8657212.0,7417043.0,7404285.0,6090370.0,6082688.0,5701851.0,5640349.0,5920755.0,4584959.0,6212378.0,6405213.0,3830833.0,5768904.0,7122267.0,7016326.0,3057910.0,5128050.0,5201711.0,3257031.0,4843834.0,6136734.0,5941208.0,11323905.0,14876662.0,7347765.0,11949501.0,10283775.0,8251946.0,8616067.0,10691173.0,12066662.0,14684876.0,11084421.0,3567438.0,10457159.0,8164094.0,4279223.0,8172508.0,16071729.0,17358111.0,16457182.0,14893038.0,16947025.0,19518509.0,25744217.0,22056526.0,24390717.0,14872265.0,22926492.0,28363539.0,19066164.0,15144375.0,23039240.0,18851927.0,16061020.0,24082388.0,19189082.0,22752906.0,13828613.0,15871696.0,8254928.0,8842572.0,7802538.0,8860225.0,9805327.0,9735578.0,10136253.0,9211705.0,9936694.0,9065274.0,10305748.0,10112119.0,8268925.0,11536792.0,5751947.0,5927477.0,5623010.0,10849739.0,7385036.0,24442882.0,22629159.0,10762770.0,14412952.0,18256313.0,11901752.0,18009495.0,14204419.0,7768542.0,17182416.0,6025429.0,9808378.0,15681872.0,8229177.0,10362671.0,13620941.0,11864106.0,11475576.0,7563725.0,19926936.0,14333464.0,12179347.0,17812245.0,15524053.0,34757883.0,16112615.0
21,Oceanía,Industrias Extractivas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26922.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600.0,0.0,0.0,800.0,0.0,0.0,0.0,0.0,0.0,1600.0,0.0,0.0,3200.0,0.0,0.0,3200.0,0.0,0.0,0.0,0.0,0.0,5396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2753.0,0.0,0.0,6350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5412.0,4241.0,0.0,0.0,6652.0,4241.0,0.0,0.0,9653.0,4241.0,8482.0,16482.0,27324.0,27324.0,26524.0,18216.0,0.0,10240.0,18612.0,0.0,0.0,0.0,18216.0,10240.0,0.0,28456.0,0.0,27232.0,0.0,0.0,10205.0,0.0,9402.0,18216.0,0.0
22,Oceanía,Agricultura y Silvicultura,20235.0,0.0,0.0,21256.0,21940.0,0.0,22811.0,0.0,0.0,0.0,20180.0,0.0,17910.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1712.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3200.0,0.0,13650.0,0.0,0.0,19500.0,0.0,0.0,0.0,0.0,0.0,0.0,31860.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34200.0,0.0,0.0,0.0,0.0,29550.0,0.0,0.0,0.0,0.0,35460.0,0.0,30141.0,10.0,3180.0,0.0,30141.0,0.0,0.0,37326.0,5.0,0.0,33023.0,0.0,0.0,0.0,0.0,0.0,3105.0,33000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41325.0,0.0,0.0,0.0,0.0,0.0,0.0,41465.0,0.0,0.0,32387.0,0.0,0.0,34834.0,0.0,0.0,0.0,0.0,38350.0,0.0,0.0,8875.0,39750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11311.0,0.0,0.0,0.0,0.0,0.0,0.0,14157.0,0.0,0.0,0.0,274334.0,273950.0,0.0,0.0,0.0,16633.0,0.0,0.0,0.0,0.0,12787.0,5073.0,0.0,0.0,0.0,32900.0,22215.0,1977.0,0.0,0.0,0.0,14803.0,0.0,0.0,18000.0,16405.0,0.0,0.0,56727.0,72947.0,26832.0,0.0,21723.0,0.0,8624.0,0.0,0.0,16342.0,90587.0,0.0,620.0,28253.0,0.0,11121.0,47525.0,1060.0,0.0,11048.0,0.0,16566.0,8225.0,0.0,95302.0,99218.0,7895.0,16720.0,0.0,1085.0,67990.0,44397.0,9842.0,33484.0,53642.0,51407.0,35280.0,25203.0
23,Oceanía,Servicios y Productos no Clasificados,303.0,0.0,35.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,4.0,24.0,1.0,0.0,0.0,0.0,1475.0,0.0,150.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,30.0,0.0,11.0,0.0,9.0,8.0,160.0,1.0,2.0,85.0,1.0,5.0,100.0,4.0,0.0,1.0,0.0,3.0,2.0,100.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,235.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,9.0,2.0,32.0,37.0,0.0,3.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,261.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,5.0,1.0,2877.0,0.0,0.0,1.0,22.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,5.0,1.0,0.0,1.0,1.0,0.0,691.0,3.0,1.0,142.0,3.0,0.0,0.0,2514.0,3.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,46.0,32.0,120.0,2.0,28.0,154.0,20.0,0.0,0.0,8.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,12.0,20.0,0.0,60000.0,29482.0,0.0,20010.0,35174.0,35823.0,20491.0,14771.0,86013.0,111280.0,43668.0,27000.0,14760.0,26000.0,12971.0,0.0,5160.0,86051.0
24,Oceanía,"Ganadería, Apicultura, Caza, Pesca",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0
25,América del Norte,Industrias Manufactureras,706185838.0,582477126.0,774166200.0,733490769.0,977847943.0,1025264428.0,1014745749.0,1266117016.0,1276973184.0,1269919453.0,1226882898.0,1171129319.0,1150476224.0,1105166828.0,1118646827.0,1057244200.0,1113120771.0,1210433832.0,1128915209.0,1094738173.0,1043698055.0,1241031105.0,1162813483.0,950987354.0,848448734.0,927081082.0,1033236615.0,1092895928.0,1093640400.0,1125427505.0,1182420175.0,1132662572.0,1207740346.0,1285760188.0,1173271887.0,1256567786.0,939230971.0,970197772.0,1004325158.0,999681096.0,923225370.0,1014084075.0,1033468962.0,1030963516.0,1300387497.0,1205926331.0,971111771.0,1093180959.0,882683795.0,957941340.0,1278817496.0,999737052.0,1097663434.0,1298433775.0,1014994174.0,1022502908.0,936731769.0,917140158.0,1066590367.0,940714831.0,808440877.0,1002866558.0,1152619837.0,978689707.0,1097841256.0,1030869977.0,1071229050.0,1212352847.0,1008568366.0,1046158511.0,1207318457.0,1060777534.0,1023978367.0,958551034.0,1126176714.0,1562542630.0,1192512609.0,1095645524.0,1014023434.0,1133135501.0,1153639317.0,1326503276.0,1200316323.0,1254153951.0,1454409549.0,1425369388.0,1524500194.0,1383728769.0,2971545892.0,1611015257.0,1731090287.0,1691536736.0,1634487063.0,1811694724.0,1608397158.0,1820797912.0,1893612602.0,1765481317.0,1941922863.0,1975034675.0,1592532737.0,1877263139.0,1909176976.0,1816424465.0,2055486847.0,1779874362.0,1660697463.0,1681539561.0,1353363307.0,1555009874.0,1640635384.0,1453780075.0,1484715737.0,1879637562.0,1540577721.0,1528819928.0,1813215582.0,1640445833.0,1819405754.0,1979618152.0,1626853575.0,1808316745.0,1978365680.0,1764086895.0,1941269270.0,1967852396.0,1878691683.0,2159960250.0,2029569579.0,2018812595.0,2077913816.0,2142608295.0,1928080492.0,2098248147.0,2434570583.0,2223076521.0,2456128609.0,2308025600.0,2179242820.0,2436867843.0,2428767199.0,2306694939.0,2287153432.0,2278241862.0,2157686455.0,2173287134.0,2534325474.0,2495912185.0,2406475622.0,2536262961.0,2417736591.0,2460748320.0,2383209192.0,2529548886.0,2314104738.0,2401155842.0,2130814086.0,2183338647.0,2234463250.0,2518904697.0,2550449129.0,2508084979.0,2635605033.0,2592012270.0,2498633387.0,2593110918.0,2425640847.0,2590568788.0,2199524603.0,2211413343.0,2592272500.0,2652329101.0,2520262409.0,2673127296.0,2806319124.0,2682192511.0,3305336689.0,3094018797.0,2525657967.0,2949708452.0,2413610601.0,2382595842.0,2682515184.0,3237675429.0,2642333520.0,2881428769.0,3071924941.0,2813830823.0,2973832798.0,3145842598.0,2859845342.0,3036649968.0,2634552700.0,2911306468.0,3004083998.0,3104829782.0,3038375261.0,3069363232.0,3013184036.0,3070604814.0,3072573468.0,2528498813.0,2455857358.0,2482049941.0,2241744575.0,2593963721.0,2647425812.0,2623486690.0,2934251445.0,2800059940.0,2667249125.0
26,América del Norte,Industrias Extractivas,7557.0,23309.0,32121.0,17018.0,16292.0,48102.0,22225.0,70670.0,44752.0,39482.0,44358.0,33771.0,646947.0,756682.0,1042091.0,69299.0,48645.0,51297.0,24395.0,1557144.0,147748.0,144769.0,60940.0,815866.0,49527.0,691001.0,519992.0,28850.0,605385.0,518792.0,67321.0,24945.0,641292.0,705773.0,29717.0,404026.0,120272.0,27733.0,1892457.0,1906074.0,2706715.0,2005574.0,16452.0,2077314.0,3592828.0,18093.0,53501.0,4010320.0,23905.0,19737.0,7331.0,18273.0,3475.0,2131.0,7103.0,0.0,7429.0,13143.0,8183.0,6626.0,3528.0,35586.0,105836.0,9647.0,89747.0,69140.0,75497.0,24226.0,64304.0,17242.0,68724.0,4724.0,15613.0,15315.0,33564.0,8093.0,6156.0,22399.0,24746.0,8.0,5976.0,10254.0,12005.0,20590.0,12998.0,5616.0,8054.0,11535.0,25380.0,64824.0,9821.0,13791.0,860.0,16585.0,3647.0,533.0,16859.0,10747.0,8693.0,8235.0,16414.0,8653.0,22728.0,9018.0,14724.0,40409.0,49909.0,30547.0,919.0,2631.0,179.0,1160.0,190.0,6961.0,718.0,305.0,7271.0,5123.0,15815.0,7273.0,19277.0,13925.0,24022.0,18748.0,20688.0,20392.0,9983.0,31712.0,8224.0,13676.0,2168.0,15061.0,69977.0,7760.0,11653.0,16761.0,896.0,13826.0,52920.0,164277.0,27409.0,17892.0,29196.0,173317.0,32889.0,21739.0,32522.0,17943.0,10400.0,134342.0,26467.0,24745.0,111366.0,12771.0,163717.0,61237.0,155466.0,36315.0,22596.0,71354.0,19349.0,221706.0,119575.0,1881273.0,472211.0,29325.0,61417.0,152684.0,31547.0,72941.0,225344.0,70831.0,101109.0,87838.0,36244.0,69895.0,204885.0,138044.0,43648.0,191647.0,25237.0,102272.0,76885.0,143320.0,120383.0,90705.0,67761.0,58025.0,100476.0,78165.0,90545.0,103178.0,52672.0,430404.0,357554.0,331492.0,498526.0,248805.0,529612.0,473707.0,552015.0,426328.0,592097.0,420414.0,648100.0,844188.0,707725.0,238936.0,733963.0,388559.0,970661.0
27,América del Norte,Agricultura y Silvicultura,3222238.0,3762145.0,4136823.0,5633857.0,5924331.0,3236206.0,2843085.0,2593510.0,2629257.0,3995248.0,8596616.0,6561270.0,5698963.0,6299263.0,7028174.0,6896489.0,6108263.0,3442846.0,2939615.0,2796259.0,2401891.0,3279998.0,5750624.0,7171866.0,6903720.0,7791475.0,9177577.0,9475082.0,7240443.0,4518274.0,3968394.0,3163744.0,2922043.0,744316.0,4641957.0,4757440.0,5469327.0,7553681.0,9196930.0,6961917.0,3598535.0,772132.0,471004.0,621556.0,293421.0,958328.0,5878648.0,2049771.0,5912406.0,6757857.0,8457293.0,7522447.0,7312222.0,6888847.0,4395823.0,4642722.0,4063019.0,6077156.0,9171333.0,7162035.0,9419582.0,9471367.0,11673558.0,10864491.0,12303710.0,8607105.0,7863887.0,11017467.0,6273912.0,9326265.0,8914165.0,13063740.0,27340335.0,29794804.0,23974960.0,25429431.0,25726827.0,9904263.0,7808010.0,6609286.0,7460352.0,16291305.0,29083358.0,30263151.0,38651898.0,39571669.0,27299153.0,34396967.0,36037262.0,14638434.0,8736655.0,7878285.0,7820424.0,15923726.0,34064883.0,47904390.0,45831534.0,41801540.0,36757147.0,44455267.0,42155552.0,22986501.0,12653055.0,9119004.0,10919431.0,20020844.0,42891193.0,58485502.0,56079532.0,61088264.0,60399870.0,46593284.0,52665535.0,34417636.0,10042417.0,8371866.0,10612415.0,24255463.0,63600287.0,58268865.0,50444883.0,62602716.0,78736394.0,63478118.0,67333147.0,33948821.0,15427235.0,13712725.0,13450984.0,25959735.0,60695245.0,76259258.0,61484540.0,77789548.0,84075502.0,87668960.0,94482368.0,38143910.0,20315549.0,22070349.0,24412358.0,38215741.0,106046180.0,84767510.0,113333627.0,98006165.0,97981704.0,97939631.0,130060316.0,43538936.0,24265040.0,18998444.0,21120910.0,58926658.0,100860928.0,114527765.0,108197555.0,105768299.0,102328567.0,125237781.0,107803430.0,47468538.0,28519266.0,22380732.0,25917497.0,62263898.0,101535097.0,130641986.0,124383677.0,163671711.0,171884947.0,142528527.0,144656021.0,54942205.0,29721977.0,24845625.0,38417791.0,80088277.0,123728113.0,173709109.0,150164762.0,176438954.0,190063788.0,187487475.0,142080205.0,62900720.0,36915034.0,38133890.0,49887554.0,100275897.0,188971313.0,218984571.0,169512665.0,232417956.0,317322917.0,225765397.0,208255438.0,118688798.0,57397165.0,56650744.0,78897045.0,102766123.0,208245546.0,230849984.0,211240027.0,266334583.0,332936873.0,266296848.0,233872907.0,83316989.0,55104368.0
28,América del Norte,Servicios y Productos no Clasificados,127906.0,74559.0,84231.0,311948.0,179049.0,169805.0,132203.0,149359.0,335152.0,214789.0,16228.0,39707.0,236033.0,243697.0,291057.0,100446.0,108047.0,101198.0,80834.0,100089.0,110268.0,83951.0,82940.0,78372.0,86939.0,111060.0,99984.0,84327.0,120198.0,93892.0,150921.0,109813.0,107108.0,112397.0,200116.0,243377.0,200946.0,138526.0,163251.0,216157.0,241728.0,202361.0,165444.0,251915.0,193011.0,272922.0,217662.0,268448.0,18536.0,57864.0,67174.0,147139.0,198620.0,32019.0,38322.0,67180.0,124391.0,46314.0,64269.0,42347.0,14102.0,19493.0,10696.0,13707.0,9214.0,8480.0,11710.0,16250.0,29046.0,16453.0,15138.0,32267.0,11871.0,4524.0,25011.0,36842.0,4307.0,28107.0,41348.0,23775.0,41729.0,42716.0,27494.0,55857.0,212761.0,31317.0,27543.0,64554.0,68097.0,39588.0,13230.0,67246.0,39023.0,29370.0,128627.0,29935.0,35329.0,13343.0,60763.0,12980.0,6044.0,51025.0,16996.0,14416.0,280581.0,86024.0,127214.0,58310.0,218995.0,65074.0,76194.0,22756.0,27975.0,1081492.0,9113.0,237084.0,61789.0,157597.0,154687.0,417347.0,139858.0,367058.0,194203.0,57998.0,322417.0,291539.0,206642.0,55784.0,212241.0,54574.0,50941.0,1826370.0,1222338.0,118178.0,144936.0,132095.0,79830.0,98395.0,121745.0,46361.0,41940.0,126554.0,97247.0,28874.0,202980.0,181197.0,225571.0,48886.0,116742.0,4299266.0,6566596.0,8505383.0,8730605.0,9816653.0,7704735.0,11193445.0,13941735.0,13891310.0,10675750.0,12451237.0,15646703.0,10892312.0,26025398.0,13039975.0,13838965.0,8481029.0,5705665.0,5315728.0,12205233.0,10103320.0,8807926.0,10920868.0,12120579.0,13571042.0,11535408.0,22870320.0,15895080.0,13065521.0,11391452.0,12517350.0,12579094.0,10638372.0,14617892.0,18689712.0,29158858.0,18285507.0,20462483.0,31020683.0,20942559.0,20256150.0,16071569.0,18677484.0,16225923.0,18496880.0,21224266.0,23595961.0,19833293.0,23771931.0,23417621.0,27062608.0,23083254.0,25651595.0,29414982.0,23151491.0,22695859.0,18431698.0,32349278.0,30312536.0,38864661.0,27036490.0,31101963.0
29,América del Norte,"Ganadería, Apicultura, Caza, Pesca",0.0,0.0,2519.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0,2400.0,0.0,0.0,0.0,1600.0,4900.0,0.0,0.0,2500.0,0.0,0.0,800.0,0.0,0.0,0.0,3072.0,0.0,0.0,2800.0,0.0,0.0,2200.0,0.0,3300.0,6000.0,5700.0,3000.0,5000.0,5000.0,4400.0,0.0,0.0,3953.0,10.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,36390.0,0.0,41890.0,109535.0,307868.0,239778.0,415532.0,111563.0,35700.0,0.0,124065.0,163702.0,98133.0,91770.0,0.0,55040.0,33950.0,61480.0,0.0,67520.0,30400.0,0.0,92160.0,0.0,26560.0,37800.0,0.0,32550.0,1735.0,114796.0,109550.0,80500.0,0.0,0.0,0.0,0.0,37091.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45091.0,41920.0,19354.0,76742.0,34324.0,0.0,21822.0,21773.0,0.0,16049.0,28325.0,14601.0,21600.0,14570.0,32907.0,48285.0,52219.0,49986.0,38235.0,0.0,12976.0,29975.0,41009.0,130628.0,0.0,35928.0,67329.0,71831.0,468756.0,60691.0,62000.0,0.0,47326.0,34263.0,42060.0,0.0,294334.0,210526.0,305542.0,27000.0,213874.0,0.0,36488.0,0.0,83946.0,120146.0,132196.0,255273.0,410946.0,1660062.0,611464.0,643324.0,674485.0,457819.0,258143.0,85090.0,18480.0,207720.0,72476.0,96638.0,12598.0,15674.0,150090.0,318443.0,61716.0,0.0,0.0,0.0,0.0,0.0,33528.0,79081.0,69783.0,0.0,0.0,0.0,40000.0,0.0,0.0,0.0,0.0,0.0,12518.0,271254.0,0.0,158579.0,0.0,94500.0,0.0,0.0,0.0,0.0,0.0,0.0,101865.0,0.0,0.0,283954.0,151757.0,153025.0,383.0,62687.0,205.0,600.0,50297.0,350.0,109747.0,150.0,62375.0,182892.0,552.0,50.0,89740.0,240.0,285.0
30,otros,Industrias Manufactureras,1781092.0,2235656.0,1347445.0,1491706.0,1650799.0,1706137.0,3732470.0,540218.0,1387179.0,2848959.0,1069240.0,2556445.0,4201102.0,756493.0,890174.0,393419.0,1898847.0,1498769.0,1896484.0,654229.0,3000355.0,1028776.0,14023798.0,1349864.0,707933.0,1030402.0,1707187.0,661707.0,1690839.0,1137878.0,759592.0,490587.0,532451.0,1022633.0,1091902.0,1276264.0,1846137.0,809932.0,1173173.0,955470.0,1841161.0,899388.0,499198.0,918842.0,669685.0,1472312.0,1281645.0,2233249.0,645817.0,402506.0,638122.0,786328.0,804081.0,258032.0,684709.0,386814.0,458300.0,268191.0,658101.0,707695.0,630869.0,471035.0,867401.0,341426.0,538675.0,640250.0,197562.0,359549.0,439866.0,572284.0,402084.0,499663.0,150902.0,414330.0,1246701.0,275866.0,324517.0,256770.0,127730.0,60577.0,36305.0,110190.0,231851.0,161413.0,87410.0,211745.0,500982.0,262736.0,410913.0,116892.0,13460.0,65264.0,169366.0,51980.0,117773.0,416003.0,191991.0,182973.0,375644.0,474934.0,187369.0,289065.0,432088.0,253119.0,106615.0,296534.0,206230.0,156347.0,159725.0,588600.0,219777.0,226304.0,65082.0,13893.0,31477.0,239405.0,140535.0,140267.0,133255.0,242506.0,157536.0,411108.0,498305.0,190956.0,299026.0,231798.0,214497.0,76271.0,78900.0,59441.0,76808.0,81528.0,314935.0,677851.0,835359.0,271765.0,205082.0,508505.0,141977.0,153368.0,146332.0,222567.0,270251.0,371151.0,501839.0,256574.0,184966.0,449920.0,573794.0,113806.0,137217.0,62446.0,248619.0,291757.0,298296.0,255680.0,403763.0,740531.0,524622.0,584145.0,339895.0,286325.0,234491.0,77092.0,520291.0,761805.0,575814.0,408537.0,548732.0,328415.0,495923.0,201409.0,347336.0,164915.0,71342.0,116515.0,346866.0,302344.0,326881.0,440622.0,246136.0,344552.0,433661.0,353775.0,162434.0,403831.0,110350.0,185452.0,202941.0,140752.0,80134.0,34837.0,54231.0,41372.0,52728.0,10190.0,19478.0,8525.0,38758.0,18894.0,68919.0,58104.0,58662.0,9160.0,25550.0,23592.0,22393.0,6410.0,37832.0,8672.0,9030.0
