,Pais_comprador,Industria,Año,Mes,Monto,t-1,t-2,t-3,t-6
140,33531501.132222224,295442415.28809524,2011.0,9,383704146.0,395359448.0,301791994.0,338378418.0,309213037.0
141,33531501.132222224,295442415.28809524,2011.0,10,376411016.0,383704146.0,395359448.0,301791994.0,283827608.0
142,33531501.132222224,295442415.28809524,2011.0,11,420086063.0,376411016.0,383704146.0,395359448.0,297164452.0
143,33531501.132222224,295442415.28809524,2011.0,12,376344486.0,420086063.0,376411016.0,383704146.0,338378418.0
144,33531501.132222224,295442415.28809524,2012.0,1,336032284.0,376344486.0,420086063.0,376411016.0,301791994.0
145,33531501.132222224,295442415.28809524,2012.0,2,368112786.0,336032284.0,376344486.0,420086063.0,395359448.0
146,33531501.132222224,295442415.28809524,2012.0,3,460252952.0,368112786.0,336032284.0,376344486.0,383704146.0
147,33531501.132222224,295442415.28809524,2012.0,4,383335323.0,460252952.0,368112786.0,336032284.0,376411016.0
148,33531501.132222224,295442415.28809524,2012.0,5,339097873.0,383335323.0,460252952.0,368112786.0,420086063.0
149,33531501.132222224,295442415.28809524,2012.0,6,429771838.0,339097873.0,383335323.0,460252952.0,376344486.0
150,33531501.132222224,295442415.28809524,2012.0,7,335500561.0,429771838.0,339097873.0,383335323.0,336032284.0
151,33531501.132222224,295442415.28809524,2012.0,8,310678358.0,335500561.0,429771838.0,339097873.0,368112786.0
152,33531501.132222224,295442415.28809524,2012.0,9,275295065.0,310678358.0,335500561.0,429771838.0,460252952.0
153,33531501.132222224,295442415.28809524,2012.0,10,268116843.0,275295065.0,310678358.0,335500561.0,383335323.0
154,33531501.132222224,295442415.28809524,2012.0,11,248413633.0,268116843.0,275295065.0,310678358.0,339097873.0
155,33531501.132222224,295442415.28809524,2012.0,12,243921261.0,248413633.0,268116843.0,275295065.0,429771838.0
156,33531501.132222224,295442415.28809524,2013.0,1,255420276.0,243921261.0,248413633.0,268116843.0,335500561.0
157,33531501.132222224,295442415.28809524,2013.0,2,253651654.0,255420276.0,243921261.0,248413633.0,310678358.0
158,33531501.132222224,295442415.28809524,2013.0,3,304945168.0,253651654.0,255420276.0,243921261.0,275295065.0
159,33531501.132222224,295442415.28809524,2013.0,4,293179040.0,304945168.0,253651654.0,255420276.0,268116843.0
160,33531501.132222224,295442415.28809524,2013.0,5,311699718.0,293179040.0,304945168.0,253651654.0,248413633.0
161,33531501.132222224,295442415.28809524,2013.0,6,335990656.0,311699718.0,293179040.0,304945168.0,243921261.0
162,33531501.132222224,295442415.28809524,2013.0,7,387178812.0,335990656.0,311699718.0,293179040.0,255420276.0
163,33531501.132222224,295442415.28809524,2013.0,8,364485425.0,387178812.0,335990656.0,311699718.0,253651654.0
164,33531501.132222224,295442415.28809524,2013.0,9,338156500.0,364485425.0,387178812.0,335990656.0,304945168.0
165,33531501.132222224,295442415.28809524,2013.0,10,343821931.0,338156500.0,364485425.0,387178812.0,293179040.0
166,33531501.132222224,295442415.28809524,2013.0,11,301498197.0,343821931.0,338156500.0,364485425.0,311699718.0
167,33531501.132222224,295442415.28809524,2013.0,12,271279623.0,301498197.0,343821931.0,338156500.0,335990656.0
168,33531501.132222224,295442415.28809524,2014.0,1,228187784.0,271279623.0,301498197.0,343821931.0,387178812.0
169,33531501.132222224,295442415.28809524,2014.0,2,219652814.0,228187784.0,271279623.0,301498197.0,364485425.0
170,33531501.132222224,295442415.28809524,2014.0,3,274470508.0,219652814.0,228187784.0,271279623.0,338156500.0
171,33531501.132222224,295442415.28809524,2014.0,4,294149149.0,274470508.0,219652814.0,228187784.0,343821931.0
172,33531501.132222224,295442415.28809524,2014.0,5,278547017.0,294149149.0,274470508.0,219652814.0,301498197.0
173,33531501.132222224,295442415.28809524,2014.0,6,298111292.0,278547017.0,294149149.0,274470508.0,271279623.0
174,33531501.132222224,295442415.28809524,2014.0,7,265101595.0,298111292.0,278547017.0,294149149.0,228187784.0
175,33531501.132222224,295442415.28809524,2014.0,8,289723051.0,265101595.0,298111292.0,278547017.0,219652814.0
176,33531501.132222224,295442415.28809524,2014.0,9,282299189.0,289723051.0,265101595.0,298111292.0,274470508.0
177,33531501.132222224,295442415.28809524,2014.0,10,310987664.0,282299189.0,289723051.0,265101595.0,294149149.0
178,33531501.132222224,295442415.28809524,2014.0,11,294818529.0,310987664.0,282299189.0,289723051.0,278547017.0
179,33531501.132222224,295442415.28809524,2014.0,12,247149170.0,294818529.0,310987664.0,282299189.0,298111292.0
180,33531501.132222224,295442415.28809524,2015.0,1,195019627.0,247149170.0,294818529.0,310987664.0,265101595.0
181,33531501.132222224,295442415.28809524,2015.0,2,207683485.0,195019627.0,247149170.0,294818529.0,289723051.0
182,33531501.132222224,295442415.28809524,2015.0,3,224172173.0,207683485.0,195019627.0,247149170.0,282299189.0
183,33531501.132222224,295442415.28809524,2015.0,4,225556880.0,224172173.0,207683485.0,195019627.0,310987664.0
184,33531501.132222224,295442415.28809524,2015.0,5,221165395.0,225556880.0,224172173.0,207683485.0,294818529.0
185,33531501.132222224,295442415.28809524,2015.0,6,223520932.0,221165395.0,225556880.0,224172173.0,247149170.0
186,33531501.132222224,295442415.28809524,2015.0,7,263653987.0,223520932.0,221165395.0,225556880.0,195019627.0
187,33531501.132222224,295442415.28809524,2015.0,8,219923200.0,263653987.0,223520932.0,221165395.0,207683485.0
188,33531501.132222224,295442415.28809524,2015.0,9,205014645.0,219923200.0,263653987.0,223520932.0,224172173.0
189,33531501.132222224,295442415.28809524,2015.0,10,197189996.0,205014645.0,219923200.0,263653987.0,225556880.0
190,33531501.132222224,295442415.28809524,2015.0,11,172334311.0,197189996.0,205014645.0,219923200.0,221165395.0
191,33531501.132222224,295442415.28809524,2015.0,12,195252447.0,172334311.0,197189996.0,205014645.0,223520932.0
192,33531501.132222224,295442415.28809524,2016.0,1,150011545.0,195252447.0,172334311.0,197189996.0,263653987.0
193,33531501.132222224,295442415.28809524,2016.0,2,156284467.0,150011545.0,195252447.0,172334311.0,219923200.0
194,33531501.132222224,295442415.28809524,2016.0,3,172482653.0,156284467.0,150011545.0,195252447.0,205014645.0
195,33531501.132222224,295442415.28809524,2016.0,4,180442928.0,172482653.0,156284467.0,150011545.0,197189996.0
196,33531501.132222224,295442415.28809524,2016.0,5,186511927.0,180442928.0,172482653.0,156284467.0,172334311.0
197,33531501.132222224,295442415.28809524,2016.0,6,235400594.0,186511927.0,180442928.0,172482653.0,195252447.0
198,33531501.132222224,295442415.28809524,2016.0,7,182003493.0,235400594.0,186511927.0,180442928.0,150011545.0
199,33531501.132222224,295442415.28809524,2016.0,8,184201588.0,182003493.0,235400594.0,186511927.0,156284467.0
200,33531501.132222224,295442415.28809524,2016.0,9,209812150.0,184201588.0,182003493.0,235400594.0,172482653.0
201,33531501.132222224,295442415.28809524,2016.0,10,206177987.0,209812150.0,184201588.0,182003493.0,180442928.0
202,33531501.132222224,295442415.28809524,2016.0,11,193984710.0,206177987.0,209812150.0,184201588.0,186511927.0
203,33531501.132222224,295442415.28809524,2016.0,12,188936649.0,193984710.0,206177987.0,209812150.0,235400594.0
204,33531501.132222224,295442415.28809524,2017.0,1,176497741.0,188936649.0,193984710.0,206177987.0,182003493.0
205,33531501.132222224,295442415.28809524,2017.0,2,170571934.0,176497741.0,188936649.0,193984710.0,184201588.0
206,33531501.132222224,295442415.28809524,2017.0,3,213453105.0,170571934.0,176497741.0,188936649.0,209812150.0
207,33531501.132222224,295442415.28809524,2017.0,4,190375350.0,213453105.0,170571934.0,176497741.0,206177987.0
208,33531501.132222224,295442415.28809524,2017.0,5,226491300.0,190375350.0,213453105.0,170571934.0,193984710.0
209,33531501.132222224,295442415.28809524,2017.0,6,231492812.0,226491300.0,190375350.0,213453105.0,188936649.0
210,33531501.132222224,295442415.28809524,2017.0,7,205106823.0,231492812.0,226491300.0,190375350.0,176497741.0
211,33531501.132222224,210318.2111111111,2000.0,1,242891.0,205106823.0,231492812.0,226491300.0,170571934.0
212,33531501.132222224,210318.2111111111,2000.0,2,222199.0,242891.0,205106823.0,231492812.0,213453105.0
213,33531501.132222224,210318.2111111111,2000.0,3,239427.0,222199.0,242891.0,205106823.0,190375350.0
214,33531501.132222224,210318.2111111111,2000.0,4,243048.0,239427.0,222199.0,242891.0,226491300.0
215,33531501.132222224,210318.2111111111,2000.0,5,219040.0,243048.0,239427.0,222199.0,231492812.0
216,33531501.132222224,210318.2111111111,2000.0,6,165866.0,219040.0,243048.0,239427.0,205106823.0
217,33531501.132222224,210318.2111111111,2000.0,7,227184.0,165866.0,219040.0,243048.0,242891.0
218,33531501.132222224,210318.2111111111,2000.0,8,437984.0,227184.0,165866.0,219040.0,222199.0
219,33531501.132222224,210318.2111111111,2000.0,9,306574.0,437984.0,227184.0,165866.0,239427.0
220,33531501.132222224,210318.2111111111,2000.0,10,398980.0,306574.0,437984.0,227184.0,243048.0
221,33531501.132222224,210318.2111111111,2000.0,11,252689.0,398980.0,306574.0,437984.0,219040.0
222,33531501.132222224,210318.2111111111,2000.0,12,263640.0,252689.0,398980.0,306574.0,165866.0
223,33531501.132222224,210318.2111111111,2001.0,1,449014.0,263640.0,252689.0,398980.0,227184.0
224,33531501.132222224,210318.2111111111,2001.0,2,330353.0,449014.0,263640.0,252689.0,437984.0
225,33531501.132222224,210318.2111111111,2001.0,3,275235.0,330353.0,449014.0,263640.0,306574.0
226,33531501.132222224,210318.2111111111,2001.0,4,433334.0,275235.0,330353.0,449014.0,398980.0
227,33531501.132222224,210318.2111111111,2001.0,5,180505.0,433334.0,275235.0,330353.0,252689.0
228,33531501.132222224,210318.2111111111,2001.0,6,581555.0,180505.0,433334.0,275235.0,263640.0
229,33531501.132222224,210318.2111111111,2001.0,7,435150.0,581555.0,180505.0,433334.0,449014.0
230,33531501.132222224,210318.2111111111,2001.0,8,365458.0,435150.0,581555.0,180505.0,330353.0
231,33531501.132222224,210318.2111111111,2001.0,9,522324.0,365458.0,435150.0,581555.0,275235.0
232,33531501.132222224,210318.2111111111,2001.0,10,608566.0,522324.0,365458.0,435150.0,433334.0
233,33531501.132222224,210318.2111111111,2001.0,11,444398.0,608566.0,522324.0,365458.0,180505.0
234,33531501.132222224,210318.2111111111,2001.0,12,412927.0,444398.0,608566.0,522324.0,581555.0
235,33531501.132222224,210318.2111111111,2002.0,1,415556.0,412927.0,444398.0,608566.0,435150.0
236,33531501.132222224,210318.2111111111,2002.0,2,415771.0,415556.0,412927.0,444398.0,365458.0
237,33531501.132222224,210318.2111111111,2002.0,3,181029.0,415771.0,415556.0,412927.0,522324.0
238,33531501.132222224,210318.2111111111,2002.0,4,422848.0,181029.0,415771.0,415556.0,608566.0
239,33531501.132222224,210318.2111111111,2002.0,5,378275.0,422848.0,181029.0,415771.0,444398.0
240,33531501.132222224,210318.2111111111,2002.0,6,478007.0,378275.0,422848.0,181029.0,412927.0
241,33531501.132222224,210318.2111111111,2002.0,7,368810.0,478007.0,378275.0,422848.0,415556.0
242,33531501.132222224,210318.2111111111,2002.0,8,421565.0,368810.0,478007.0,378275.0,415771.0
243,33531501.132222224,210318.2111111111,2002.0,9,225250.0,421565.0,368810.0,478007.0,181029.0
244,33531501.132222224,210318.2111111111,2002.0,10,374254.0,225250.0,421565.0,368810.0,422848.0
245,33531501.132222224,210318.2111111111,2002.0,11,385655.0,374254.0,225250.0,421565.0,378275.0
246,33531501.132222224,210318.2111111111,2002.0,12,391342.0,385655.0,374254.0,225250.0,478007.0
247,33531501.132222224,210318.2111111111,2003.0,1,348085.0,391342.0,385655.0,374254.0,368810.0
248,33531501.132222224,210318.2111111111,2003.0,2,240836.0,348085.0,391342.0,385655.0,421565.0
249,33531501.132222224,210318.2111111111,2003.0,3,212791.0,240836.0,348085.0,391342.0,225250.0
250,33531501.132222224,210318.2111111111,2003.0,4,388565.0,212791.0,240836.0,348085.0,374254.0
251,33531501.132222224,210318.2111111111,2003.0,5,376339.0,388565.0,212791.0,240836.0,385655.0
252,33531501.132222224,210318.2111111111,2003.0,6,456608.0,376339.0,388565.0,212791.0,391342.0
253,33531501.132222224,210318.2111111111,2003.0,7,511712.0,456608.0,376339.0,388565.0,348085.0
254,33531501.132222224,210318.2111111111,2003.0,8,551539.0,511712.0,456608.0,376339.0,240836.0
255,33531501.132222224,210318.2111111111,2003.0,9,350195.0,551539.0,511712.0,456608.0,212791.0
256,33531501.132222224,210318.2111111111,2003.0,10,393225.0,350195.0,551539.0,511712.0,388565.0
257,33531501.132222224,210318.2111111111,2003.0,11,252332.0,393225.0,350195.0,551539.0,376339.0
258,33531501.132222224,210318.2111111111,2003.0,12,497163.0,252332.0,393225.0,350195.0,456608.0
259,33531501.132222224,210318.2111111111,2004.0,1,5811.0,497163.0,252332.0,393225.0,511712.0
260,33531501.132222224,210318.2111111111,2004.0,2,0.0,5811.0,497163.0,252332.0,551539.0
261,33531501.132222224,210318.2111111111,2004.0,3,9438.0,0.0,5811.0,497163.0,350195.0
