,Pais_comprador,Industria,Año,Mes,Monto,t-1,t-2,t-3,t-6
1267,21790629.86888889,210318.2111111111,2000.0,2,0.0,0.0,242855867.0,186261472.0,323553366.0
1268,21790629.86888889,210318.2111111111,2000.0,3,0.0,0.0,0.0,242855867.0,189724587.0
1269,21790629.86888889,210318.2111111111,2000.0,4,0.0,0.0,0.0,0.0,197157442.0
1270,21790629.86888889,210318.2111111111,2000.0,5,0.0,0.0,0.0,0.0,186261472.0
1271,21790629.86888889,210318.2111111111,2000.0,6,0.0,0.0,0.0,0.0,242855867.0
1272,21790629.86888889,210318.2111111111,2000.0,7,0.0,0.0,0.0,0.0,0.0
1273,21790629.86888889,210318.2111111111,2000.0,8,0.0,0.0,0.0,0.0,0.0
1274,21790629.86888889,210318.2111111111,2000.0,9,0.0,0.0,0.0,0.0,0.0
1275,21790629.86888889,210318.2111111111,2000.0,10,0.0,0.0,0.0,0.0,0.0
1276,21790629.86888889,210318.2111111111,2000.0,11,0.0,0.0,0.0,0.0,0.0
1277,21790629.86888889,210318.2111111111,2000.0,12,0.0,0.0,0.0,0.0,0.0
1278,21790629.86888889,210318.2111111111,2001.0,1,0.0,0.0,0.0,0.0,0.0
1279,21790629.86888889,210318.2111111111,2001.0,2,0.0,0.0,0.0,0.0,0.0
1280,21790629.86888889,210318.2111111111,2001.0,3,0.0,0.0,0.0,0.0,0.0
1281,21790629.86888889,210318.2111111111,2001.0,4,0.0,0.0,0.0,0.0,0.0
1282,21790629.86888889,210318.2111111111,2001.0,5,40.0,0.0,0.0,0.0,0.0
1283,21790629.86888889,210318.2111111111,2001.0,6,0.0,40.0,0.0,0.0,0.0
1284,21790629.86888889,210318.2111111111,2001.0,7,0.0,0.0,40.0,0.0,0.0
1285,21790629.86888889,210318.2111111111,2001.0,8,0.0,0.0,0.0,40.0,0.0
1286,21790629.86888889,210318.2111111111,2001.0,9,0.0,0.0,0.0,0.0,0.0
1287,21790629.86888889,210318.2111111111,2001.0,10,0.0,0.0,0.0,0.0,0.0
1288,21790629.86888889,210318.2111111111,2001.0,11,7.0,0.0,0.0,0.0,40.0
1289,21790629.86888889,210318.2111111111,2001.0,12,0.0,7.0,0.0,0.0,0.0
1290,21790629.86888889,210318.2111111111,2002.0,1,37662.0,0.0,7.0,0.0,0.0
1291,21790629.86888889,210318.2111111111,2002.0,2,0.0,37662.0,0.0,7.0,0.0
1292,21790629.86888889,210318.2111111111,2002.0,3,0.0,0.0,37662.0,0.0,0.0
1293,21790629.86888889,210318.2111111111,2002.0,4,25075.0,0.0,0.0,37662.0,0.0
1294,21790629.86888889,210318.2111111111,2002.0,5,28299.0,25075.0,0.0,0.0,7.0
1295,21790629.86888889,210318.2111111111,2002.0,6,18806.0,28299.0,25075.0,0.0,0.0
1296,21790629.86888889,210318.2111111111,2002.0,7,10030.0,18806.0,28299.0,25075.0,37662.0
1297,21790629.86888889,210318.2111111111,2002.0,8,5015.0,10030.0,18806.0,28299.0,0.0
1298,21790629.86888889,210318.2111111111,2002.0,9,5015.0,5015.0,10030.0,18806.0,0.0
1299,21790629.86888889,210318.2111111111,2002.0,10,0.0,5015.0,5015.0,10030.0,25075.0
1300,21790629.86888889,210318.2111111111,2002.0,11,93345.0,0.0,5015.0,5015.0,28299.0
1301,21790629.86888889,210318.2111111111,2002.0,12,0.0,93345.0,0.0,5015.0,18806.0
1302,21790629.86888889,210318.2111111111,2003.0,1,0.0,0.0,93345.0,0.0,10030.0
1303,21790629.86888889,210318.2111111111,2003.0,2,0.0,0.0,0.0,93345.0,5015.0
1304,21790629.86888889,210318.2111111111,2003.0,3,34576.0,0.0,0.0,0.0,5015.0
1305,21790629.86888889,210318.2111111111,2003.0,4,1926947.0,34576.0,0.0,0.0,0.0
1306,21790629.86888889,210318.2111111111,2003.0,5,20349.0,1926947.0,34576.0,0.0,93345.0
1307,21790629.86888889,210318.2111111111,2003.0,6,0.0,20349.0,1926947.0,34576.0,0.0
1308,21790629.86888889,210318.2111111111,2003.0,7,1926947.0,0.0,20349.0,1926947.0,0.0
1309,21790629.86888889,210318.2111111111,2003.0,8,10831.0,1926947.0,0.0,20349.0,0.0
1310,21790629.86888889,210318.2111111111,2003.0,9,10268.0,10831.0,1926947.0,0.0,34576.0
1311,21790629.86888889,210318.2111111111,2003.0,10,3217278.0,10268.0,10831.0,1926947.0,1926947.0
1312,21790629.86888889,210318.2111111111,2003.0,11,0.0,3217278.0,10268.0,10831.0,20349.0
1313,21790629.86888889,210318.2111111111,2003.0,12,27296.0,0.0,3217278.0,10268.0,0.0
1314,21790629.86888889,210318.2111111111,2004.0,1,54338.0,27296.0,0.0,3217278.0,1926947.0
1315,21790629.86888889,210318.2111111111,2004.0,2,0.0,54338.0,27296.0,0.0,10831.0
1316,21790629.86888889,210318.2111111111,2004.0,3,64231.0,0.0,54338.0,27296.0,10268.0
1317,21790629.86888889,210318.2111111111,2004.0,4,0.0,64231.0,0.0,54338.0,3217278.0
1318,21790629.86888889,210318.2111111111,2004.0,5,0.0,0.0,64231.0,0.0,0.0
1319,21790629.86888889,210318.2111111111,2004.0,6,0.0,0.0,0.0,64231.0,27296.0
1320,21790629.86888889,210318.2111111111,2004.0,7,34529.0,0.0,0.0,0.0,54338.0
1321,21790629.86888889,210318.2111111111,2004.0,8,18088.0,34529.0,0.0,0.0,0.0
1322,21790629.86888889,210318.2111111111,2004.0,9,8025.0,18088.0,34529.0,0.0,64231.0
1323,21790629.86888889,210318.2111111111,2004.0,10,0.0,8025.0,18088.0,34529.0,0.0
1324,21790629.86888889,210318.2111111111,2004.0,11,126065.0,0.0,8025.0,18088.0,0.0
1325,21790629.86888889,210318.2111111111,2004.0,12,26427.0,126065.0,0.0,8025.0,0.0
1326,21790629.86888889,210318.2111111111,2005.0,1,9280.0,26427.0,126065.0,0.0,34529.0
1327,21790629.86888889,210318.2111111111,2005.0,2,0.0,9280.0,26427.0,126065.0,18088.0
1328,21790629.86888889,210318.2111111111,2005.0,3,0.0,0.0,9280.0,26427.0,8025.0
1329,21790629.86888889,210318.2111111111,2005.0,4,46903.0,0.0,0.0,9280.0,0.0
1330,21790629.86888889,210318.2111111111,2005.0,5,96245.0,46903.0,0.0,0.0,126065.0
1331,21790629.86888889,210318.2111111111,2005.0,6,18208.0,96245.0,46903.0,0.0,26427.0
1332,21790629.86888889,210318.2111111111,2005.0,7,21413.0,18208.0,96245.0,46903.0,9280.0
1333,21790629.86888889,210318.2111111111,2005.0,8,32961.0,21413.0,18208.0,96245.0,0.0
1334,21790629.86888889,210318.2111111111,2005.0,9,45004.0,32961.0,21413.0,18208.0,0.0
1335,21790629.86888889,210318.2111111111,2005.0,10,54833.0,45004.0,32961.0,21413.0,46903.0
1336,21790629.86888889,210318.2111111111,2005.0,11,23690.0,54833.0,45004.0,32961.0,96245.0
1337,21790629.86888889,210318.2111111111,2005.0,12,62312.0,23690.0,54833.0,45004.0,18208.0
1338,21790629.86888889,210318.2111111111,2006.0,1,101256.0,62312.0,23690.0,54833.0,21413.0
1339,21790629.86888889,210318.2111111111,2006.0,2,93119.0,101256.0,62312.0,23690.0,32961.0
1340,21790629.86888889,210318.2111111111,2006.0,3,36815.0,93119.0,101256.0,62312.0,45004.0
1341,21790629.86888889,210318.2111111111,2006.0,4,48344.0,36815.0,93119.0,101256.0,54833.0
1342,21790629.86888889,210318.2111111111,2006.0,5,94847.0,48344.0,36815.0,93119.0,23690.0
1343,21790629.86888889,210318.2111111111,2006.0,6,0.0,94847.0,48344.0,36815.0,62312.0
1344,21790629.86888889,210318.2111111111,2006.0,7,55012.0,0.0,94847.0,48344.0,101256.0
1345,21790629.86888889,210318.2111111111,2006.0,8,70143.0,55012.0,0.0,94847.0,93119.0
1346,21790629.86888889,210318.2111111111,2006.0,9,84478.0,70143.0,55012.0,0.0,36815.0
1347,21790629.86888889,210318.2111111111,2006.0,10,112730.0,84478.0,70143.0,55012.0,48344.0
1348,21790629.86888889,210318.2111111111,2006.0,11,92022.0,112730.0,84478.0,70143.0,94847.0
1349,21790629.86888889,210318.2111111111,2006.0,12,148984.0,92022.0,112730.0,84478.0,0.0
1350,21790629.86888889,210318.2111111111,2007.0,1,96693.0,148984.0,92022.0,112730.0,55012.0
1351,21790629.86888889,210318.2111111111,2007.0,2,109419.0,96693.0,148984.0,92022.0,70143.0
1352,21790629.86888889,210318.2111111111,2007.0,3,190071.0,109419.0,96693.0,148984.0,84478.0
1353,21790629.86888889,210318.2111111111,2007.0,4,128405.0,190071.0,109419.0,96693.0,112730.0
1354,21790629.86888889,210318.2111111111,2007.0,5,90789.0,128405.0,190071.0,109419.0,92022.0
1355,21790629.86888889,210318.2111111111,2007.0,6,165971.0,90789.0,128405.0,190071.0,148984.0
1356,21790629.86888889,210318.2111111111,2007.0,7,84097.0,165971.0,90789.0,128405.0,96693.0
1357,21790629.86888889,210318.2111111111,2007.0,8,66185.0,84097.0,165971.0,90789.0,109419.0
1358,21790629.86888889,210318.2111111111,2007.0,9,45210.0,66185.0,84097.0,165971.0,190071.0
1359,21790629.86888889,210318.2111111111,2007.0,10,154404.0,45210.0,66185.0,84097.0,128405.0
1360,21790629.86888889,210318.2111111111,2007.0,11,94824.0,154404.0,45210.0,66185.0,90789.0
1361,21790629.86888889,210318.2111111111,2007.0,12,137767.0,94824.0,154404.0,45210.0,165971.0
1362,21790629.86888889,210318.2111111111,2008.0,1,152247.0,137767.0,94824.0,154404.0,84097.0
1363,21790629.86888889,210318.2111111111,2008.0,2,48379.0,152247.0,137767.0,94824.0,66185.0
1364,21790629.86888889,210318.2111111111,2008.0,3,67110.0,48379.0,152247.0,137767.0,45210.0
1365,21790629.86888889,210318.2111111111,2008.0,4,51730.0,67110.0,48379.0,152247.0,154404.0
1366,21790629.86888889,210318.2111111111,2008.0,5,244891.0,51730.0,67110.0,48379.0,94824.0
1367,21790629.86888889,210318.2111111111,2008.0,6,63312.0,244891.0,51730.0,67110.0,137767.0
1368,21790629.86888889,210318.2111111111,2008.0,7,123797.0,63312.0,244891.0,51730.0,152247.0
1369,21790629.86888889,210318.2111111111,2008.0,8,108949.0,123797.0,63312.0,244891.0,48379.0
1370,21790629.86888889,210318.2111111111,2008.0,9,97636.0,108949.0,123797.0,63312.0,67110.0
1371,21790629.86888889,210318.2111111111,2008.0,10,324880.0,97636.0,108949.0,123797.0,51730.0
1372,21790629.86888889,210318.2111111111,2008.0,11,37078.0,324880.0,97636.0,108949.0,244891.0
1373,21790629.86888889,210318.2111111111,2008.0,12,249402.0,37078.0,324880.0,97636.0,63312.0
1374,21790629.86888889,210318.2111111111,2009.0,1,77656.0,249402.0,37078.0,324880.0,123797.0
1375,21790629.86888889,210318.2111111111,2009.0,2,58636.0,77656.0,249402.0,37078.0,108949.0
1376,21790629.86888889,210318.2111111111,2009.0,3,396354.0,58636.0,77656.0,249402.0,97636.0
1377,21790629.86888889,210318.2111111111,2009.0,4,157090.0,396354.0,58636.0,77656.0,324880.0
1378,21790629.86888889,210318.2111111111,2009.0,5,185146.0,157090.0,396354.0,58636.0,37078.0
1379,21790629.86888889,210318.2111111111,2009.0,6,204702.0,185146.0,157090.0,396354.0,249402.0
1380,21790629.86888889,210318.2111111111,2009.0,7,377180.0,204702.0,185146.0,157090.0,77656.0
1381,21790629.86888889,210318.2111111111,2009.0,8,140150.0,377180.0,204702.0,185146.0,58636.0
1382,21790629.86888889,210318.2111111111,2009.0,9,333825.0,140150.0,377180.0,204702.0,396354.0
1383,21790629.86888889,210318.2111111111,2009.0,10,265903.0,333825.0,140150.0,377180.0,157090.0
1384,21790629.86888889,210318.2111111111,2009.0,11,454813.0,265903.0,333825.0,140150.0,185146.0
1385,21790629.86888889,210318.2111111111,2009.0,12,398406.0,454813.0,265903.0,333825.0,204702.0
1386,21790629.86888889,210318.2111111111,2010.0,1,109640.0,398406.0,454813.0,265903.0,377180.0
1387,21790629.86888889,210318.2111111111,2010.0,2,207235.0,109640.0,398406.0,454813.0,140150.0
1388,21790629.86888889,210318.2111111111,2010.0,3,576433.0,207235.0,109640.0,398406.0,333825.0
1389,21790629.86888889,210318.2111111111,2010.0,4,283408.0,576433.0,207235.0,109640.0,265903.0
1390,21790629.86888889,210318.2111111111,2010.0,5,523926.0,283408.0,576433.0,207235.0,454813.0
1391,21790629.86888889,210318.2111111111,2010.0,6,283109.0,523926.0,283408.0,576433.0,398406.0
1392,21790629.86888889,210318.2111111111,2010.0,7,230383.0,283109.0,523926.0,283408.0,109640.0
1393,21790629.86888889,210318.2111111111,2010.0,8,366388.0,230383.0,283109.0,523926.0,207235.0
1394,21790629.86888889,210318.2111111111,2010.0,9,306362.0,366388.0,230383.0,283109.0,576433.0
1395,21790629.86888889,210318.2111111111,2010.0,10,298307.0,306362.0,366388.0,230383.0,283408.0
1396,21790629.86888889,210318.2111111111,2010.0,11,140116.0,298307.0,306362.0,366388.0,523926.0
1397,21790629.86888889,210318.2111111111,2010.0,12,296296.0,140116.0,298307.0,306362.0,283109.0
1398,21790629.86888889,210318.2111111111,2011.0,1,134707.0,296296.0,140116.0,298307.0,230383.0
1399,21790629.86888889,210318.2111111111,2011.0,2,251308.0,134707.0,296296.0,140116.0,366388.0
1400,21790629.86888889,210318.2111111111,2011.0,3,305076.0,251308.0,134707.0,296296.0,306362.0
1401,21790629.86888889,210318.2111111111,2011.0,4,172533.0,305076.0,251308.0,134707.0,298307.0
1402,21790629.86888889,210318.2111111111,2011.0,5,541768.0,172533.0,305076.0,251308.0,140116.0
1403,21790629.86888889,210318.2111111111,2011.0,6,245258.0,541768.0,172533.0,305076.0,296296.0
1404,21790629.86888889,210318.2111111111,2011.0,7,775201.0,245258.0,541768.0,172533.0,134707.0
1405,21790629.86888889,210318.2111111111,2011.0,8,1105810.0,775201.0,245258.0,541768.0,251308.0
1406,21790629.86888889,210318.2111111111,2011.0,9,659614.0,1105810.0,775201.0,245258.0,305076.0
1407,21790629.86888889,210318.2111111111,2011.0,10,752637.0,659614.0,1105810.0,775201.0,172533.0
1408,21790629.86888889,210318.2111111111,2011.0,11,1059020.0,752637.0,659614.0,1105810.0,541768.0
1409,21790629.86888889,210318.2111111111,2011.0,12,415051.0,1059020.0,752637.0,659614.0,245258.0
1410,21790629.86888889,210318.2111111111,2012.0,1,413542.0,415051.0,1059020.0,752637.0,775201.0
1411,21790629.86888889,210318.2111111111,2012.0,2,312879.0,413542.0,415051.0,1059020.0,1105810.0
1412,21790629.86888889,210318.2111111111,2012.0,3,482252.0,312879.0,413542.0,415051.0,659614.0
1413,21790629.86888889,210318.2111111111,2012.0,4,805959.0,482252.0,312879.0,413542.0,752637.0
1414,21790629.86888889,210318.2111111111,2012.0,5,499208.0,805959.0,482252.0,312879.0,1059020.0
1415,21790629.86888889,210318.2111111111,2012.0,6,755992.0,499208.0,805959.0,482252.0,415051.0
1416,21790629.86888889,210318.2111111111,2012.0,7,355420.0,755992.0,499208.0,805959.0,413542.0
1417,21790629.86888889,210318.2111111111,2012.0,8,757233.0,355420.0,755992.0,499208.0,312879.0
1418,21790629.86888889,210318.2111111111,2012.0,9,417476.0,757233.0,355420.0,755992.0,482252.0
1419,21790629.86888889,210318.2111111111,2012.0,10,533996.0,417476.0,757233.0,355420.0,805959.0
1420,21790629.86888889,210318.2111111111,2012.0,11,802398.0,533996.0,417476.0,757233.0,499208.0
1421,21790629.86888889,210318.2111111111,2012.0,12,229891.0,802398.0,533996.0,417476.0,755992.0
1422,21790629.86888889,210318.2111111111,2013.0,1,260023.0,229891.0,802398.0,533996.0,355420.0
1423,21790629.86888889,210318.2111111111,2013.0,2,566255.0,260023.0,229891.0,802398.0,757233.0
1424,21790629.86888889,210318.2111111111,2013.0,3,601750.0,566255.0,260023.0,229891.0,417476.0
1425,21790629.86888889,210318.2111111111,2013.0,4,379587.0,601750.0,566255.0,260023.0,533996.0
1426,21790629.86888889,210318.2111111111,2013.0,5,1397359.0,379587.0,601750.0,566255.0,802398.0
1427,21790629.86888889,210318.2111111111,2013.0,6,736747.0,1397359.0,379587.0,601750.0,229891.0
1428,21790629.86888889,210318.2111111111,2013.0,7,405003.0,736747.0,1397359.0,379587.0,260023.0
1429,21790629.86888889,210318.2111111111,2013.0,8,686203.0,405003.0,736747.0,1397359.0,566255.0
1430,21790629.86888889,210318.2111111111,2013.0,9,638125.0,686203.0,405003.0,736747.0,601750.0
1431,21790629.86888889,210318.2111111111,2013.0,10,262170.0,638125.0,686203.0,405003.0,379587.0
1432,21790629.86888889,210318.2111111111,2013.0,11,610680.0,262170.0,638125.0,686203.0,1397359.0
1433,21790629.86888889,210318.2111111111,2013.0,12,535264.0,610680.0,262170.0,638125.0,736747.0
1434,21790629.86888889,210318.2111111111,2014.0,1,486243.0,535264.0,610680.0,262170.0,405003.0
1435,21790629.86888889,210318.2111111111,2014.0,2,853266.0,486243.0,535264.0,610680.0,686203.0
1436,21790629.86888889,210318.2111111111,2014.0,3,732036.0,853266.0,486243.0,535264.0,638125.0
1437,21790629.86888889,210318.2111111111,2014.0,4,788279.0,732036.0,853266.0,486243.0,262170.0
1438,21790629.86888889,210318.2111111111,2014.0,5,1046012.0,788279.0,732036.0,853266.0,610680.0
1439,21790629.86888889,210318.2111111111,2014.0,6,766381.0,1046012.0,788279.0,732036.0,535264.0
1440,21790629.86888889,210318.2111111111,2014.0,7,236961.0,766381.0,1046012.0,788279.0,486243.0
1441,21790629.86888889,210318.2111111111,2014.0,8,346494.0,236961.0,766381.0,1046012.0,853266.0
1442,21790629.86888889,210318.2111111111,2014.0,9,412296.0,346494.0,236961.0,766381.0,732036.0
1443,21790629.86888889,210318.2111111111,2014.0,10,803432.0,412296.0,346494.0,236961.0,788279.0
1444,21790629.86888889,210318.2111111111,2014.0,11,414565.0,803432.0,412296.0,346494.0,1046012.0
1445,21790629.86888889,210318.2111111111,2014.0,12,379861.0,414565.0,803432.0,412296.0,766381.0
1446,21790629.86888889,210318.2111111111,2015.0,1,494677.0,379861.0,414565.0,803432.0,236961.0
1447,21790629.86888889,210318.2111111111,2015.0,2,474029.0,494677.0,379861.0,414565.0,346494.0
1448,21790629.86888889,210318.2111111111,2015.0,3,852891.0,474029.0,494677.0,379861.0,412296.0
1449,21790629.86888889,210318.2111111111,2015.0,4,865891.0,852891.0,474029.0,494677.0,803432.0
1450,21790629.86888889,210318.2111111111,2015.0,5,502272.0,865891.0,852891.0,474029.0,414565.0
1451,21790629.86888889,210318.2111111111,2015.0,6,906765.0,502272.0,865891.0,852891.0,379861.0
1452,21790629.86888889,210318.2111111111,2015.0,7,650964.0,906765.0,502272.0,865891.0,494677.0
1453,21790629.86888889,210318.2111111111,2015.0,8,280203.0,650964.0,906765.0,502272.0,474029.0
1454,21790629.86888889,210318.2111111111,2015.0,9,696133.0,280203.0,650964.0,906765.0,852891.0
1455,21790629.86888889,210318.2111111111,2015.0,10,693964.0,696133.0,280203.0,650964.0,865891.0
1456,21790629.86888889,210318.2111111111,2015.0,11,450671.0,693964.0,696133.0,280203.0,502272.0
1457,21790629.86888889,210318.2111111111,2015.0,12,353767.0,450671.0,693964.0,696133.0,906765.0
1458,21790629.86888889,210318.2111111111,2016.0,1,626398.0,353767.0,450671.0,693964.0,650964.0
1459,21790629.86888889,210318.2111111111,2016.0,2,435796.0,626398.0,353767.0,450671.0,280203.0
1460,21790629.86888889,210318.2111111111,2016.0,3,294119.0,435796.0,626398.0,353767.0,696133.0
1461,21790629.86888889,210318.2111111111,2016.0,4,608139.0,294119.0,435796.0,626398.0,693964.0
1462,21790629.86888889,210318.2111111111,2016.0,5,702997.0,608139.0,294119.0,435796.0,450671.0
1463,21790629.86888889,210318.2111111111,2016.0,6,974090.0,702997.0,608139.0,294119.0,353767.0
1464,21790629.86888889,210318.2111111111,2016.0,7,549048.0,974090.0,702997.0,608139.0,626398.0
1465,21790629.86888889,210318.2111111111,2016.0,8,830356.0,549048.0,974090.0,702997.0,435796.0
1466,21790629.86888889,210318.2111111111,2016.0,9,441432.0,830356.0,549048.0,974090.0,294119.0
1467,21790629.86888889,210318.2111111111,2016.0,10,503758.0,441432.0,830356.0,549048.0,608139.0
1468,21790629.86888889,210318.2111111111,2016.0,11,633786.0,503758.0,441432.0,830356.0,702997.0
1469,21790629.86888889,210318.2111111111,2016.0,12,438855.0,633786.0,503758.0,441432.0,974090.0
1470,21790629.86888889,210318.2111111111,2017.0,1,523084.0,438855.0,633786.0,503758.0,549048.0
1471,21790629.86888889,210318.2111111111,2017.0,2,384542.0,523084.0,438855.0,633786.0,830356.0
1472,21790629.86888889,210318.2111111111,2017.0,3,502383.0,384542.0,523084.0,438855.0,441432.0
1473,21790629.86888889,210318.2111111111,2017.0,4,538998.0,502383.0,384542.0,523084.0,503758.0
1474,21790629.86888889,210318.2111111111,2017.0,5,558994.0,538998.0,502383.0,384542.0,633786.0
1475,21790629.86888889,210318.2111111111,2017.0,6,683214.0,558994.0,538998.0,502383.0,438855.0
1476,21790629.86888889,210318.2111111111,2017.0,7,802993.0,683214.0,558994.0,538998.0,523084.0
1477,21790629.86888889,5480042.013492064,2000.0,1,19927.0,802993.0,683214.0,558994.0,384542.0
1478,21790629.86888889,5480042.013492064,2000.0,2,0.0,19927.0,802993.0,683214.0,502383.0
1479,21790629.86888889,5480042.013492064,2000.0,3,25215.0,0.0,19927.0,802993.0,538998.0
1480,21790629.86888889,5480042.013492064,2000.0,4,46483.0,25215.0,0.0,19927.0,558994.0
1481,21790629.86888889,5480042.013492064,2000.0,5,24063.0,46483.0,25215.0,0.0,683214.0
1482,21790629.86888889,5480042.013492064,2000.0,6,27966.0,24063.0,46483.0,25215.0,802993.0
1483,21790629.86888889,5480042.013492064,2000.0,7,27600.0,27966.0,24063.0,46483.0,19927.0
1484,21790629.86888889,5480042.013492064,2000.0,8,27938.0,27600.0,27966.0,24063.0,0.0
1485,21790629.86888889,5480042.013492064,2000.0,9,55688.0,27938.0,27600.0,27966.0,25215.0
1486,21790629.86888889,5480042.013492064,2000.0,10,27527.0,55688.0,27938.0,27600.0,46483.0
1487,21790629.86888889,5480042.013492064,2000.0,11,27657.0,27527.0,55688.0,27938.0,24063.0
1488,21790629.86888889,5480042.013492064,2000.0,12,25669.0,27657.0,27527.0,55688.0,27966.0
1489,21790629.86888889,5480042.013492064,2001.0,1,13811.0,25669.0,27657.0,27527.0,27600.0
1490,21790629.86888889,5480042.013492064,2001.0,2,3724.0,13811.0,25669.0,27657.0,27938.0
1491,21790629.86888889,5480042.013492064,2001.0,3,34554.0,3724.0,13811.0,25669.0,55688.0
1492,21790629.86888889,5480042.013492064,2001.0,4,21045.0,34554.0,3724.0,13811.0,27527.0
1493,21790629.86888889,5480042.013492064,2001.0,5,25026.0,21045.0,34554.0,3724.0,27657.0
1494,21790629.86888889,5480042.013492064,2001.0,6,27408.0,25026.0,21045.0,34554.0,25669.0
1495,21790629.86888889,5480042.013492064,2001.0,7,22261.0,27408.0,25026.0,21045.0,13811.0
1496,21790629.86888889,5480042.013492064,2001.0,8,22150.0,22261.0,27408.0,25026.0,3724.0
1497,21790629.86888889,5480042.013492064,2001.0,9,26917.0,22150.0,22261.0,27408.0,34554.0
1498,21790629.86888889,5480042.013492064,2001.0,10,27218.0,26917.0,22150.0,22261.0,21045.0
1499,21790629.86888889,5480042.013492064,2001.0,11,23098.0,27218.0,26917.0,22150.0,25026.0
1500,21790629.86888889,5480042.013492064,2001.0,12,28397.0,23098.0,27218.0,26917.0,27408.0
1501,21790629.86888889,5480042.013492064,2002.0,1,11618.0,28397.0,23098.0,27218.0,22261.0
1502,21790629.86888889,5480042.013492064,2002.0,2,10413.0,11618.0,28397.0,23098.0,22150.0
1503,21790629.86888889,5480042.013492064,2002.0,3,10986.0,10413.0,11618.0,28397.0,26917.0
1504,21790629.86888889,5480042.013492064,2002.0,4,38466.0,10986.0,10413.0,11618.0,27218.0
1505,21790629.86888889,5480042.013492064,2002.0,5,13182.0,38466.0,10986.0,10413.0,23098.0
1506,21790629.86888889,5480042.013492064,2002.0,6,14002.0,13182.0,38466.0,10986.0,28397.0
1507,21790629.86888889,5480042.013492064,2002.0,7,10834.0,14002.0,13182.0,38466.0,11618.0
1508,21790629.86888889,5480042.013492064,2002.0,8,21016.0,10834.0,14002.0,13182.0,10413.0
1509,21790629.86888889,5480042.013492064,2002.0,9,13976.0,21016.0,10834.0,14002.0,10986.0
1510,21790629.86888889,5480042.013492064,2002.0,10,13157.0,13976.0,21016.0,10834.0,38466.0
1511,21790629.86888889,5480042.013492064,2002.0,11,13750.0,13157.0,13976.0,21016.0,13182.0
1512,21790629.86888889,5480042.013492064,2002.0,12,15686.0,13750.0,13157.0,13976.0,14002.0
1513,21790629.86888889,5480042.013492064,2003.0,1,13472.0,15686.0,13750.0,13157.0,10834.0
1514,21790629.86888889,5480042.013492064,2003.0,2,11500.0,13472.0,15686.0,13750.0,21016.0
1515,21790629.86888889,5480042.013492064,2003.0,3,10599.0,11500.0,13472.0,15686.0,13976.0
1516,21790629.86888889,5480042.013492064,2003.0,4,35093.0,10599.0,11500.0,13472.0,13157.0
1517,21790629.86888889,5480042.013492064,2003.0,5,14935.0,35093.0,10599.0,11500.0,13750.0
1518,21790629.86888889,5480042.013492064,2003.0,6,23303.0,14935.0,35093.0,10599.0,15686.0
1519,21790629.86888889,5480042.013492064,2003.0,7,10246.0,23303.0,14935.0,35093.0,13472.0
1520,21790629.86888889,5480042.013492064,2003.0,8,26020.0,10246.0,23303.0,14935.0,11500.0
1521,21790629.86888889,5480042.013492064,2003.0,9,16435.0,26020.0,10246.0,23303.0,10599.0
1522,21790629.86888889,5480042.013492064,2003.0,10,24085.0,16435.0,26020.0,10246.0,35093.0
1523,21790629.86888889,5480042.013492064,2003.0,11,14518.0,24085.0,16435.0,26020.0,14935.0
1524,21790629.86888889,5480042.013492064,2003.0,12,9695.0,14518.0,24085.0,16435.0,23303.0
1525,21790629.86888889,5480042.013492064,2004.0,1,1991.0,9695.0,14518.0,24085.0,10246.0
1526,21790629.86888889,5480042.013492064,2004.0,2,0.0,1991.0,9695.0,14518.0,26020.0
1527,21790629.86888889,5480042.013492064,2004.0,3,665.0,0.0,1991.0,9695.0,16435.0
1528,21790629.86888889,5480042.013492064,2004.0,4,32.0,665.0,0.0,1991.0,24085.0
1529,21790629.86888889,5480042.013492064,2004.0,5,68.0,32.0,665.0,0.0,14518.0
1530,21790629.86888889,5480042.013492064,2004.0,6,40.0,68.0,32.0,665.0,9695.0
1531,21790629.86888889,5480042.013492064,2004.0,7,18.0,40.0,68.0,32.0,1991.0
1532,21790629.86888889,5480042.013492064,2004.0,8,31952.0,18.0,40.0,68.0,0.0
1533,21790629.86888889,5480042.013492064,2004.0,9,38700.0,31952.0,18.0,40.0,665.0
1534,21790629.86888889,5480042.013492064,2004.0,10,39042.0,38700.0,31952.0,18.0,32.0
1535,21790629.86888889,5480042.013492064,2004.0,11,18587.0,39042.0,38700.0,31952.0,68.0
1536,21790629.86888889,5480042.013492064,2004.0,12,16459.0,18587.0,39042.0,38700.0,40.0
1537,21790629.86888889,5480042.013492064,2005.0,1,14453.0,16459.0,18587.0,39042.0,18.0
1538,21790629.86888889,5480042.013492064,2005.0,2,10350.0,14453.0,16459.0,18587.0,31952.0
1539,21790629.86888889,5480042.013492064,2005.0,3,27723.0,10350.0,14453.0,16459.0,38700.0
1540,21790629.86888889,5480042.013492064,2005.0,4,14367.0,27723.0,10350.0,14453.0,39042.0
1541,21790629.86888889,5480042.013492064,2005.0,5,11208.0,14367.0,27723.0,10350.0,18587.0
1542,21790629.86888889,5480042.013492064,2005.0,6,24154.0,11208.0,14367.0,27723.0,16459.0
1543,21790629.86888889,5480042.013492064,2005.0,7,58519.0,24154.0,11208.0,14367.0,14453.0
