,Pais_comprador,Industria,Año,Mes,Monto
2038,Asia,"Ganadería, Apicultura, Caza, Pesca",2011,Agosto,0.0
2039,Asia,"Ganadería, Apicultura, Caza, Pesca",2011,Septiembre,0.0
2040,Asia,"Ganadería, Apicultura, Caza, Pesca",2011,Octubre,0.0
2041,Asia,"Ganadería, Apicultura, Caza, Pesca",2011,Noviembre,0.0
2042,Asia,"Ganadería, Apicultura, Caza, Pesca",2011,Diciembre,0.0
2043,Asia,"Ganadería, Apicultura, Caza, Pesca",2012,Enero,0.0
2044,Asia,"Ganadería, Apicultura, Caza, Pesca",2012,Febrero,0.0
2045,Asia,"Ganadería, Apicultura, Caza, Pesca",2012,Marzo,0.0
2046,Asia,"Ganadería, Apicultura, Caza, Pesca",2012,Abril,0.0
2047,Asia,"Ganadería, Apicultura, Caza, Pesca",2012,Mayo,0.0
2048,Asia,"Ganadería, Apicultura, Caza, Pesca",2012,Junio,0.0
2049,Asia,"Ganadería, Apicultura, Caza, Pesca",2012,Julio,0.0
2050,Asia,"Ganadería, Apicultura, Caza, Pesca",2012,Agosto,0.0
2051,Asia,"Ganadería, Apicultura, Caza, Pesca",2012,Septiembre,0.0
2052,Asia,"Ganadería, Apicultura, Caza, Pesca",2012,Octubre,115.0
2053,Asia,"Ganadería, Apicultura, Caza, Pesca",2012,Noviembre,0.0
2054,Asia,"Ganadería, Apicultura, Caza, Pesca",2012,Diciembre,0.0
2055,Asia,"Ganadería, Apicultura, Caza, Pesca",2013,Enero,0.0
2056,Asia,"Ganadería, Apicultura, Caza, Pesca",2013,Febrero,0.0
2057,Asia,"Ganadería, Apicultura, Caza, Pesca",2013,Marzo,0.0
2058,Asia,"Ganadería, Apicultura, Caza, Pesca",2013,Abril,0.0
2059,Asia,"Ganadería, Apicultura, Caza, Pesca",2013,Mayo,0.0
2060,Asia,"Ganadería, Apicultura, Caza, Pesca",2013,Junio,0.0
2061,Asia,"Ganadería, Apicultura, Caza, Pesca",2013,Julio,0.0
2062,Asia,"Ganadería, Apicultura, Caza, Pesca",2013,Agosto,0.0
2063,Asia,"Ganadería, Apicultura, Caza, Pesca",2013,Septiembre,0.0
2064,Asia,"Ganadería, Apicultura, Caza, Pesca",2013,Octubre,0.0
2065,Asia,"Ganadería, Apicultura, Caza, Pesca",2013,Noviembre,0.0
2066,Asia,"Ganadería, Apicultura, Caza, Pesca",2013,Diciembre,0.0
2067,Asia,"Ganadería, Apicultura, Caza, Pesca",2014,Enero,0.0
2068,Asia,"Ganadería, Apicultura, Caza, Pesca",2014,Febrero,0.0
2069,Asia,"Ganadería, Apicultura, Caza, Pesca",2014,Marzo,0.0
2070,Asia,"Ganadería, Apicultura, Caza, Pesca",2014,Abril,0.0
2071,Asia,"Ganadería, Apicultura, Caza, Pesca",2014,Mayo,0.0
2072,Asia,"Ganadería, Apicultura, Caza, Pesca",2014,Junio,0.0
2073,Asia,"Ganadería, Apicultura, Caza, Pesca",2014,Julio,0.0
2074,Asia,"Ganadería, Apicultura, Caza, Pesca",2014,Agosto,0.0
2075,Asia,"Ganadería, Apicultura, Caza, Pesca",2014,Septiembre,0.0
2076,Asia,"Ganadería, Apicultura, Caza, Pesca",2014,Octubre,0.0
2077,Asia,"Ganadería, Apicultura, Caza, Pesca",2014,Noviembre,0.0
2078,Asia,"Ganadería, Apicultura, Caza, Pesca",2014,Diciembre,0.0
2079,Asia,"Ganadería, Apicultura, Caza, Pesca",2015,Enero,0.0
2080,Asia,"Ganadería, Apicultura, Caza, Pesca",2015,Febrero,0.0
2081,Asia,"Ganadería, Apicultura, Caza, Pesca",2015,Marzo,0.0
2082,Asia,"Ganadería, Apicultura, Caza, Pesca",2015,Abril,0.0
2083,Asia,"Ganadería, Apicultura, Caza, Pesca",2015,Mayo,0.0
2084,Asia,"Ganadería, Apicultura, Caza, Pesca",2015,Junio,0.0
2085,Asia,"Ganadería, Apicultura, Caza, Pesca",2015,Julio,0.0
2086,Asia,"Ganadería, Apicultura, Caza, Pesca",2015,Agosto,0.0
2087,Asia,"Ganadería, Apicultura, Caza, Pesca",2015,Septiembre,0.0
2088,Asia,"Ganadería, Apicultura, Caza, Pesca",2015,Octubre,0.0
2089,Asia,"Ganadería, Apicultura, Caza, Pesca",2015,Noviembre,0.0
2090,Asia,"Ganadería, Apicultura, Caza, Pesca",2015,Diciembre,0.0
2091,Asia,"Ganadería, Apicultura, Caza, Pesca",2016,Enero,0.0
2092,Asia,"Ganadería, Apicultura, Caza, Pesca",2016,Febrero,0.0
2093,Asia,"Ganadería, Apicultura, Caza, Pesca",2016,Marzo,0.0
2094,Asia,"Ganadería, Apicultura, Caza, Pesca",2016,Abril,100.0
2095,Asia,"Ganadería, Apicultura, Caza, Pesca",2016,Mayo,0.0
2096,Asia,"Ganadería, Apicultura, Caza, Pesca",2016,Junio,150.0
2097,Asia,"Ganadería, Apicultura, Caza, Pesca",2016,Julio,0.0
2098,Asia,"Ganadería, Apicultura, Caza, Pesca",2016,Agosto,50.0
2099,Asia,"Ganadería, Apicultura, Caza, Pesca",2016,Septiembre,0.0
2100,Asia,"Ganadería, Apicultura, Caza, Pesca",2016,Octubre,100.0
2101,Asia,"Ganadería, Apicultura, Caza, Pesca",2016,Noviembre,20.0
2102,Asia,"Ganadería, Apicultura, Caza, Pesca",2016,Diciembre,0.0
2103,Asia,"Ganadería, Apicultura, Caza, Pesca",2017,Enero,0.0
2104,Asia,"Ganadería, Apicultura, Caza, Pesca",2017,Febrero,0.0
2105,Asia,"Ganadería, Apicultura, Caza, Pesca",2017,Marzo,0.0
2106,Asia,"Ganadería, Apicultura, Caza, Pesca",2017,Abril,0.0
2107,Asia,"Ganadería, Apicultura, Caza, Pesca",2017,Mayo,0.0
2108,Asia,"Ganadería, Apicultura, Caza, Pesca",2017,Junio,0.0
2109,Asia,"Ganadería, Apicultura, Caza, Pesca",2017,Julio,0.0
2110,Europa,Industrias Manufactureras,2000,Enero,52954023.0
2111,Europa,Industrias Manufactureras,2000,Febrero,51805518.0
2112,Europa,Industrias Manufactureras,2000,Marzo,43367549.0
2113,Europa,Industrias Manufactureras,2000,Abril,43687096.0
2114,Europa,Industrias Manufactureras,2000,Mayo,48123275.0
2115,Europa,Industrias Manufactureras,2000,Junio,68258437.0
2116,Europa,Industrias Manufactureras,2000,Julio,42315238.0
2117,Europa,Industrias Manufactureras,2000,Agosto,53125701.0
2118,Europa,Industrias Manufactureras,2000,Septiembre,94991783.0
2119,Europa,Industrias Manufactureras,2000,Octubre,51324075.0
2120,Europa,Industrias Manufactureras,2000,Noviembre,65271314.0
2121,Europa,Industrias Manufactureras,2000,Diciembre,105072969.0
2122,Europa,Industrias Manufactureras,2001,Enero,49367204.0
2123,Europa,Industrias Manufactureras,2001,Febrero,39050211.0
2124,Europa,Industrias Manufactureras,2001,Marzo,71804122.0
2125,Europa,Industrias Manufactureras,2001,Abril,42977597.0
2126,Europa,Industrias Manufactureras,2001,Mayo,53273726.0
2127,Europa,Industrias Manufactureras,2001,Junio,53908211.0
2128,Europa,Industrias Manufactureras,2001,Julio,47221688.0
2129,Europa,Industrias Manufactureras,2001,Agosto,81718085.0
2130,Europa,Industrias Manufactureras,2001,Septiembre,58342590.0
2131,Europa,Industrias Manufactureras,2001,Octubre,62113361.0
2132,Europa,Industrias Manufactureras,2001,Noviembre,52056092.0
2133,Europa,Industrias Manufactureras,2001,Diciembre,76179800.0
2134,Europa,Industrias Manufactureras,2002,Enero,68640944.0
2135,Europa,Industrias Manufactureras,2002,Febrero,59276413.0
2136,Europa,Industrias Manufactureras,2002,Marzo,71959541.0
2137,Europa,Industrias Manufactureras,2002,Abril,65351429.0
2138,Europa,Industrias Manufactureras,2002,Mayo,97435037.0
2139,Europa,Industrias Manufactureras,2002,Junio,106071795.0
2140,Europa,Industrias Manufactureras,2002,Julio,107577669.0
2141,Europa,Industrias Manufactureras,2002,Agosto,96025956.0
2142,Europa,Industrias Manufactureras,2002,Septiembre,99688610.0
2143,Europa,Industrias Manufactureras,2002,Octubre,60442075.0
2144,Europa,Industrias Manufactureras,2002,Noviembre,45349789.0
2145,Europa,Industrias Manufactureras,2002,Diciembre,76726993.0
2146,Europa,Industrias Manufactureras,2003,Enero,59248071.0
2147,Europa,Industrias Manufactureras,2003,Febrero,58530683.0
2148,Europa,Industrias Manufactureras,2003,Marzo,65007000.0
2149,Europa,Industrias Manufactureras,2003,Abril,47649319.0
2150,Europa,Industrias Manufactureras,2003,Mayo,37626817.0
2151,Europa,Industrias Manufactureras,2003,Junio,48447263.0
2152,Europa,Industrias Manufactureras,2003,Julio,50866073.0
2153,Europa,Industrias Manufactureras,2003,Agosto,36829178.0
2154,Europa,Industrias Manufactureras,2003,Septiembre,57046496.0
2155,Europa,Industrias Manufactureras,2003,Octubre,31538996.0
2156,Europa,Industrias Manufactureras,2003,Noviembre,34813625.0
2157,Europa,Industrias Manufactureras,2003,Diciembre,46055188.0
2158,Europa,Industrias Manufactureras,2004,Enero,44777144.0
2159,Europa,Industrias Manufactureras,2004,Febrero,48292034.0
2160,Europa,Industrias Manufactureras,2004,Marzo,65554109.0
2161,Europa,Industrias Manufactureras,2004,Abril,43542030.0
2162,Europa,Industrias Manufactureras,2004,Mayo,51987041.0
2163,Europa,Industrias Manufactureras,2004,Junio,56218679.0
2164,Europa,Industrias Manufactureras,2004,Julio,59214721.0
2165,Europa,Industrias Manufactureras,2004,Agosto,66866874.0
2166,Europa,Industrias Manufactureras,2004,Septiembre,63831438.0
2167,Europa,Industrias Manufactureras,2004,Octubre,63292087.0
2168,Europa,Industrias Manufactureras,2004,Noviembre,76187783.0
2169,Europa,Industrias Manufactureras,2004,Diciembre,88951625.0
2170,Europa,Industrias Manufactureras,2005,Enero,84068603.0
2171,Europa,Industrias Manufactureras,2005,Febrero,81493717.0
2172,Europa,Industrias Manufactureras,2005,Marzo,96307434.0
2173,Europa,Industrias Manufactureras,2005,Abril,94198239.0
2174,Europa,Industrias Manufactureras,2005,Mayo,109944760.0
2175,Europa,Industrias Manufactureras,2005,Junio,129770376.0
2176,Europa,Industrias Manufactureras,2005,Julio,105135350.0
2177,Europa,Industrias Manufactureras,2005,Agosto,132956515.0
2178,Europa,Industrias Manufactureras,2005,Septiembre,120054116.0
2179,Europa,Industrias Manufactureras,2005,Octubre,112460971.0
2180,Europa,Industrias Manufactureras,2005,Noviembre,121198589.0
2181,Europa,Industrias Manufactureras,2005,Diciembre,108965144.0
2182,Europa,Industrias Manufactureras,2006,Enero,118130871.0
2183,Europa,Industrias Manufactureras,2006,Febrero,105121404.0
2184,Europa,Industrias Manufactureras,2006,Marzo,124740058.0
2185,Europa,Industrias Manufactureras,2006,Abril,126219148.0
2186,Europa,Industrias Manufactureras,2006,Mayo,131931119.0
2187,Europa,Industrias Manufactureras,2006,Junio,120095320.0
2188,Europa,Industrias Manufactureras,2006,Julio,113491789.0
2189,Europa,Industrias Manufactureras,2006,Agosto,136290286.0
2190,Europa,Industrias Manufactureras,2006,Septiembre,130370813.0
2191,Europa,Industrias Manufactureras,2006,Octubre,204093106.0
2192,Europa,Industrias Manufactureras,2006,Noviembre,208263545.0
2193,Europa,Industrias Manufactureras,2006,Diciembre,166137047.0
2194,Europa,Industrias Manufactureras,2007,Enero,232386143.0
2195,Europa,Industrias Manufactureras,2007,Febrero,205456686.0
2196,Europa,Industrias Manufactureras,2007,Marzo,222050834.0
2197,Europa,Industrias Manufactureras,2007,Abril,207708128.0
2198,Europa,Industrias Manufactureras,2007,Mayo,245767406.0
2199,Europa,Industrias Manufactureras,2007,Junio,204129621.0
2200,Europa,Industrias Manufactureras,2007,Julio,233379035.0
2201,Europa,Industrias Manufactureras,2007,Agosto,210635491.0
2202,Europa,Industrias Manufactureras,2007,Septiembre,199134539.0
2203,Europa,Industrias Manufactureras,2007,Octubre,241441142.0
2204,Europa,Industrias Manufactureras,2007,Noviembre,203234439.0
2205,Europa,Industrias Manufactureras,2007,Diciembre,208895119.0
2206,Europa,Industrias Manufactureras,2008,Enero,190345390.0
2207,Europa,Industrias Manufactureras,2008,Febrero,141563706.0
2208,Europa,Industrias Manufactureras,2008,Marzo,160439849.0
2209,Europa,Industrias Manufactureras,2008,Abril,200248100.0
2210,Europa,Industrias Manufactureras,2008,Mayo,191390749.0
2211,Europa,Industrias Manufactureras,2008,Junio,206611969.0
2212,Europa,Industrias Manufactureras,2008,Julio,220562142.0
2213,Europa,Industrias Manufactureras,2008,Agosto,147692907.0
2214,Europa,Industrias Manufactureras,2008,Septiembre,191250375.0
2215,Europa,Industrias Manufactureras,2008,Octubre,190719532.0
2216,Europa,Industrias Manufactureras,2008,Noviembre,148917204.0
2217,Europa,Industrias Manufactureras,2008,Diciembre,211921989.0
2218,Europa,Industrias Manufactureras,2009,Enero,147391685.0
2219,Europa,Industrias Manufactureras,2009,Febrero,122047517.0
2220,Europa,Industrias Manufactureras,2009,Marzo,140419249.0
2221,Europa,Industrias Manufactureras,2009,Abril,158159182.0
2222,Europa,Industrias Manufactureras,2009,Mayo,140646718.0
2223,Europa,Industrias Manufactureras,2009,Junio,139841501.0
2224,Europa,Industrias Manufactureras,2009,Julio,131976231.0
2225,Europa,Industrias Manufactureras,2009,Agosto,117521128.0
2226,Europa,Industrias Manufactureras,2009,Septiembre,134917582.0
2227,Europa,Industrias Manufactureras,2009,Octubre,129272320.0
2228,Europa,Industrias Manufactureras,2009,Noviembre,120657245.0
2229,Europa,Industrias Manufactureras,2009,Diciembre,215013583.0
2230,Europa,Industrias Manufactureras,2010,Enero,146930035.0
2231,Europa,Industrias Manufactureras,2010,Febrero,162434147.0
2232,Europa,Industrias Manufactureras,2010,Marzo,212711444.0
2233,Europa,Industrias Manufactureras,2010,Abril,165688000.0
2234,Europa,Industrias Manufactureras,2010,Mayo,134320147.0
2235,Europa,Industrias Manufactureras,2010,Junio,152869022.0
2236,Europa,Industrias Manufactureras,2010,Julio,165110722.0
2237,Europa,Industrias Manufactureras,2010,Agosto,165556317.0
2238,Europa,Industrias Manufactureras,2010,Septiembre,191767426.0
2239,Europa,Industrias Manufactureras,2010,Octubre,189219037.0
2240,Europa,Industrias Manufactureras,2010,Noviembre,220701400.0
2241,Europa,Industrias Manufactureras,2010,Diciembre,256590912.0
2242,Europa,Industrias Manufactureras,2011,Enero,226253695.0
2243,Europa,Industrias Manufactureras,2011,Febrero,209280900.0
2244,Europa,Industrias Manufactureras,2011,Marzo,228268718.0
2245,Europa,Industrias Manufactureras,2011,Abril,175577631.0
2246,Europa,Industrias Manufactureras,2011,Mayo,188494098.0
2247,Europa,Industrias Manufactureras,2011,Junio,211287435.0
2248,Europa,Industrias Manufactureras,2011,Julio,217931934.0
2249,Europa,Industrias Manufactureras,2011,Agosto,205194753.0
2250,Europa,Industrias Manufactureras,2011,Septiembre,183995214.0
2251,Europa,Industrias Manufactureras,2011,Octubre,190314807.0
2252,Europa,Industrias Manufactureras,2011,Noviembre,232166734.0
2253,Europa,Industrias Manufactureras,2011,Diciembre,239287061.0
2254,Europa,Industrias Manufactureras,2012,Enero,281946038.0
2255,Europa,Industrias Manufactureras,2012,Febrero,250019272.0
2256,Europa,Industrias Manufactureras,2012,Marzo,283435394.0
2257,Europa,Industrias Manufactureras,2012,Abril,274471822.0
2258,Europa,Industrias Manufactureras,2012,Mayo,279442762.0
2259,Europa,Industrias Manufactureras,2012,Junio,256858902.0
2260,Europa,Industrias Manufactureras,2012,Julio,273490255.0
2261,Europa,Industrias Manufactureras,2012,Agosto,276963906.0
2262,Europa,Industrias Manufactureras,2012,Septiembre,222998427.0
2263,Europa,Industrias Manufactureras,2012,Octubre,247521250.0
2264,Europa,Industrias Manufactureras,2012,Noviembre,256225452.0
2265,Europa,Industrias Manufactureras,2012,Diciembre,245120094.0
2266,Europa,Industrias Manufactureras,2013,Enero,252776801.0
2267,Europa,Industrias Manufactureras,2013,Febrero,208330955.0
2268,Europa,Industrias Manufactureras,2013,Marzo,240838817.0
2269,Europa,Industrias Manufactureras,2013,Abril,242078664.0
2270,Europa,Industrias Manufactureras,2013,Mayo,239751026.0
2271,Europa,Industrias Manufactureras,2013,Junio,226627991.0
2272,Europa,Industrias Manufactureras,2013,Julio,260427219.0
2273,Europa,Industrias Manufactureras,2013,Agosto,244096328.0
2274,Europa,Industrias Manufactureras,2013,Septiembre,227583798.0
2275,Europa,Industrias Manufactureras,2013,Octubre,265990582.0
2276,Europa,Industrias Manufactureras,2013,Noviembre,236823403.0
2277,Europa,Industrias Manufactureras,2013,Diciembre,262038580.0
2278,Europa,Industrias Manufactureras,2014,Enero,277340248.0
2279,Europa,Industrias Manufactureras,2014,Febrero,284012417.0
2280,Europa,Industrias Manufactureras,2014,Marzo,234415093.0
2281,Europa,Industrias Manufactureras,2014,Abril,282530493.0
2282,Europa,Industrias Manufactureras,2014,Mayo,254555925.0
2283,Europa,Industrias Manufactureras,2014,Junio,256899556.0
2284,Europa,Industrias Manufactureras,2014,Julio,335988262.0
2285,Europa,Industrias Manufactureras,2014,Agosto,258793805.0
2286,Europa,Industrias Manufactureras,2014,Septiembre,257286875.0
2287,Europa,Industrias Manufactureras,2014,Octubre,287356023.0
2288,Europa,Industrias Manufactureras,2014,Noviembre,260594343.0
2289,Europa,Industrias Manufactureras,2014,Diciembre,404101835.0
2290,Europa,Industrias Manufactureras,2015,Enero,279516761.0
2291,Europa,Industrias Manufactureras,2015,Febrero,211638409.0
2292,Europa,Industrias Manufactureras,2015,Marzo,255178574.0
2293,Europa,Industrias Manufactureras,2015,Abril,304935822.0
2294,Europa,Industrias Manufactureras,2015,Mayo,206251860.0
2295,Europa,Industrias Manufactureras,2015,Junio,264527882.0
2296,Europa,Industrias Manufactureras,2015,Julio,332302192.0
2297,Europa,Industrias Manufactureras,2015,Agosto,277892725.0
2298,Europa,Industrias Manufactureras,2015,Septiembre,246106983.0
2299,Europa,Industrias Manufactureras,2015,Octubre,267988059.0
2300,Europa,Industrias Manufactureras,2015,Noviembre,238641866.0
2301,Europa,Industrias Manufactureras,2015,Diciembre,248857995.0
2302,Europa,Industrias Manufactureras,2016,Enero,335176538.0
2303,Europa,Industrias Manufactureras,2016,Febrero,230825018.0
2304,Europa,Industrias Manufactureras,2016,Marzo,224578301.0
2305,Europa,Industrias Manufactureras,2016,Abril,247743820.0
2306,Europa,Industrias Manufactureras,2016,Mayo,208791354.0
2307,Europa,Industrias Manufactureras,2016,Junio,228164746.0
2308,Europa,Industrias Manufactureras,2016,Julio,262138360.0
2309,Europa,Industrias Manufactureras,2016,Agosto,246231013.0
2310,Europa,Industrias Manufactureras,2016,Septiembre,954222248.0
2311,Europa,Industrias Manufactureras,2016,Octubre,1166798458.0
2312,Europa,Industrias Manufactureras,2016,Noviembre,1057216797.0
2313,Europa,Industrias Manufactureras,2016,Diciembre,671422653.0
2314,Europa,Industrias Manufactureras,2017,Enero,1011850120.0
2315,Europa,Industrias Manufactureras,2017,Febrero,889310648.0
2316,Europa,Industrias Manufactureras,2017,Marzo,772404054.0
2317,Europa,Industrias Manufactureras,2017,Abril,939412729.0
2318,Europa,Industrias Manufactureras,2017,Mayo,1084763138.0
2319,Europa,Industrias Manufactureras,2017,Junio,1008506956.0
2320,Europa,Industrias Manufactureras,2017,Julio,888900616.0
2321,Europa,Industrias Extractivas,2000,Enero,152942.0
2322,Europa,Industrias Extractivas,2000,Febrero,155661.0
2323,Europa,Industrias Extractivas,2000,Marzo,199730.0
2324,Europa,Industrias Extractivas,2000,Abril,183818.0
2325,Europa,Industrias Extractivas,2000,Mayo,169820.0
2326,Europa,Industrias Extractivas,2000,Junio,127611.0
2327,Europa,Industrias Extractivas,2000,Julio,113757.0
2328,Europa,Industrias Extractivas,2000,Agosto,105957.0
2329,Europa,Industrias Extractivas,2000,Septiembre,116812.0
2330,Europa,Industrias Extractivas,2000,Octubre,122203.0
2331,Europa,Industrias Extractivas,2000,Noviembre,187205.0
2332,Europa,Industrias Extractivas,2000,Diciembre,119890.0
2333,Europa,Industrias Extractivas,2001,Enero,115514.0
2334,Europa,Industrias Extractivas,2001,Febrero,143096.0
2335,Europa,Industrias Extractivas,2001,Marzo,129003.0
2336,Europa,Industrias Extractivas,2001,Abril,100693.0
2337,Europa,Industrias Extractivas,2001,Mayo,82923.0
2338,Europa,Industrias Extractivas,2001,Junio,98645.0
2339,Europa,Industrias Extractivas,2001,Julio,184558.0
2340,Europa,Industrias Extractivas,2001,Agosto,102716.0
2341,Europa,Industrias Extractivas,2001,Septiembre,86619.0
2342,Europa,Industrias Extractivas,2001,Octubre,190328.0
2343,Europa,Industrias Extractivas,2001,Noviembre,193371.0
2344,Europa,Industrias Extractivas,2001,Diciembre,36120.0
2345,Europa,Industrias Extractivas,2002,Enero,169835.0
2346,Europa,Industrias Extractivas,2002,Febrero,94781.0
2347,Europa,Industrias Extractivas,2002,Marzo,159925.0
2348,Europa,Industrias Extractivas,2002,Abril,34644.0
2349,Europa,Industrias Extractivas,2002,Mayo,59305.0
2350,Europa,Industrias Extractivas,2002,Junio,93699.0
2351,Europa,Industrias Extractivas,2002,Julio,148926.0
2352,Europa,Industrias Extractivas,2002,Agosto,217810.0
2353,Europa,Industrias Extractivas,2002,Septiembre,169108.0
2354,Europa,Industrias Extractivas,2002,Octubre,44974.0
2355,Europa,Industrias Extractivas,2002,Noviembre,121258.0
2356,Europa,Industrias Extractivas,2002,Diciembre,76591.0
2357,Europa,Industrias Extractivas,2003,Enero,169462.0
2358,Europa,Industrias Extractivas,2003,Febrero,180262.0
2359,Europa,Industrias Extractivas,2003,Marzo,163307.0
2360,Europa,Industrias Extractivas,2003,Abril,67255.0
2361,Europa,Industrias Extractivas,2003,Mayo,208461.0
2362,Europa,Industrias Extractivas,2003,Junio,58366.0
2363,Europa,Industrias Extractivas,2003,Julio,64988.0
2364,Europa,Industrias Extractivas,2003,Agosto,72773.0
2365,Europa,Industrias Extractivas,2003,Septiembre,123268.0
2366,Europa,Industrias Extractivas,2003,Octubre,186162.0
2367,Europa,Industrias Extractivas,2003,Noviembre,203174.0
2368,Europa,Industrias Extractivas,2003,Diciembre,137512.0
2369,Europa,Industrias Extractivas,2004,Enero,0.0
2370,Europa,Industrias Extractivas,2004,Febrero,0.0
2371,Europa,Industrias Extractivas,2004,Marzo,0.0
2372,Europa,Industrias Extractivas,2004,Abril,6.0
2373,Europa,Industrias Extractivas,2004,Mayo,0.0
2374,Europa,Industrias Extractivas,2004,Junio,13.0
2375,Europa,Industrias Extractivas,2004,Julio,3.0
2376,Europa,Industrias Extractivas,2004,Agosto,138.0
2377,Europa,Industrias Extractivas,2004,Septiembre,0.0
2378,Europa,Industrias Extractivas,2004,Octubre,0.0
2379,Europa,Industrias Extractivas,2004,Noviembre,0.0
2380,Europa,Industrias Extractivas,2004,Diciembre,6786.0
2381,Europa,Industrias Extractivas,2005,Enero,199612.0
2382,Europa,Industrias Extractivas,2005,Febrero,223431.0
2383,Europa,Industrias Extractivas,2005,Marzo,278002.0
2384,Europa,Industrias Extractivas,2005,Abril,281053.0
2385,Europa,Industrias Extractivas,2005,Mayo,133501.0
2386,Europa,Industrias Extractivas,2005,Junio,91468.0
2387,Europa,Industrias Extractivas,2005,Julio,145995.0
2388,Europa,Industrias Extractivas,2005,Agosto,177353.0
2389,Europa,Industrias Extractivas,2005,Septiembre,238440.0
2390,Europa,Industrias Extractivas,2005,Octubre,91095.0
2391,Europa,Industrias Extractivas,2005,Noviembre,121325.0
2392,Europa,Industrias Extractivas,2005,Diciembre,202849.0
2393,Europa,Industrias Extractivas,2006,Enero,224163.0
2394,Europa,Industrias Extractivas,2006,Febrero,335387.0
2395,Europa,Industrias Extractivas,2006,Marzo,313686.0
2396,Europa,Industrias Extractivas,2006,Abril,439823.0
2397,Europa,Industrias Extractivas,2006,Mayo,496223.0
2398,Europa,Industrias Extractivas,2006,Junio,483879.0
2399,Europa,Industrias Extractivas,2006,Julio,425051.0
2400,Europa,Industrias Extractivas,2006,Agosto,288177.0
2401,Europa,Industrias Extractivas,2006,Septiembre,488114.0
2402,Europa,Industrias Extractivas,2006,Octubre,443702.0
2403,Europa,Industrias Extractivas,2006,Noviembre,97590.0
2404,Europa,Industrias Extractivas,2006,Diciembre,20.0
2405,Europa,Industrias Extractivas,2007,Enero,32038.0
2406,Europa,Industrias Extractivas,2007,Febrero,271.0
2407,Europa,Industrias Extractivas,2007,Marzo,100.0
2408,Europa,Industrias Extractivas,2007,Abril,13870.0
2409,Europa,Industrias Extractivas,2007,Mayo,230.0
2410,Europa,Industrias Extractivas,2007,Junio,48566.0
2411,Europa,Industrias Extractivas,2007,Julio,3933.0
2412,Europa,Industrias Extractivas,2007,Agosto,0.0
2413,Europa,Industrias Extractivas,2007,Septiembre,32.0
2414,Europa,Industrias Extractivas,2007,Octubre,0.0
2415,Europa,Industrias Extractivas,2007,Noviembre,0.0
2416,Europa,Industrias Extractivas,2007,Diciembre,58772.0
2417,Europa,Industrias Extractivas,2008,Enero,0.0
2418,Europa,Industrias Extractivas,2008,Febrero,0.0
2419,Europa,Industrias Extractivas,2008,Marzo,0.0
2420,Europa,Industrias Extractivas,2008,Abril,104.0
2421,Europa,Industrias Extractivas,2008,Mayo,0.0
2422,Europa,Industrias Extractivas,2008,Junio,0.0
2423,Europa,Industrias Extractivas,2008,Julio,12600.0
2424,Europa,Industrias Extractivas,2008,Agosto,207.0
2425,Europa,Industrias Extractivas,2008,Septiembre,43440.0
2426,Europa,Industrias Extractivas,2008,Octubre,0.0
2427,Europa,Industrias Extractivas,2008,Noviembre,0.0
2428,Europa,Industrias Extractivas,2008,Diciembre,131.0
2429,Europa,Industrias Extractivas,2009,Enero,175.0
2430,Europa,Industrias Extractivas,2009,Febrero,0.0
2431,Europa,Industrias Extractivas,2009,Marzo,24676.0
2432,Europa,Industrias Extractivas,2009,Abril,58186.0
2433,Europa,Industrias Extractivas,2009,Mayo,3381.0
2434,Europa,Industrias Extractivas,2009,Junio,956997.0
2435,Europa,Industrias Extractivas,2009,Julio,30.0
2436,Europa,Industrias Extractivas,2009,Agosto,59.0
2437,Europa,Industrias Extractivas,2009,Septiembre,819811.0
2438,Europa,Industrias Extractivas,2009,Octubre,594506.0
2439,Europa,Industrias Extractivas,2009,Noviembre,468295.0
2440,Europa,Industrias Extractivas,2009,Diciembre,642421.0
2441,Europa,Industrias Extractivas,2010,Enero,625131.0
2442,Europa,Industrias Extractivas,2010,Febrero,654835.0
2443,Europa,Industrias Extractivas,2010,Marzo,718965.0
2444,Europa,Industrias Extractivas,2010,Abril,711650.0
2445,Europa,Industrias Extractivas,2010,Mayo,704641.0
2446,Europa,Industrias Extractivas,2010,Junio,589460.0
2447,Europa,Industrias Extractivas,2010,Julio,779306.0
2448,Europa,Industrias Extractivas,2010,Agosto,677635.0
2449,Europa,Industrias Extractivas,2010,Septiembre,422853.0
2450,Europa,Industrias Extractivas,2010,Octubre,678041.0
2451,Europa,Industrias Extractivas,2010,Noviembre,262426.0
2452,Europa,Industrias Extractivas,2010,Diciembre,270036.0
2453,Europa,Industrias Extractivas,2011,Enero,490727.0
2454,Europa,Industrias Extractivas,2011,Febrero,290034.0
2455,Europa,Industrias Extractivas,2011,Marzo,591163.0
2456,Europa,Industrias Extractivas,2011,Abril,447278.0
2457,Europa,Industrias Extractivas,2011,Mayo,612487.0
2458,Europa,Industrias Extractivas,2011,Junio,529468.0
2459,Europa,Industrias Extractivas,2011,Julio,673419.0
2460,Europa,Industrias Extractivas,2011,Agosto,329839.0
2461,Europa,Industrias Extractivas,2011,Septiembre,256698.0
2462,Europa,Industrias Extractivas,2011,Octubre,343655.0
2463,Europa,Industrias Extractivas,2011,Noviembre,207218.0
2464,Europa,Industrias Extractivas,2011,Diciembre,635019.0
