,Pais_comprador,Industria,Año,Mes,Monto
3757,Africa,Agricultura y Silvicultura,2014,Marzo,0.0
3758,Africa,Agricultura y Silvicultura,2014,Abril,0.0
3759,Africa,Agricultura y Silvicultura,2014,Mayo,2870.0
3760,Africa,Agricultura y Silvicultura,2014,Junio,0.0
3761,Africa,Agricultura y Silvicultura,2014,Julio,0.0
3762,Africa,Agricultura y Silvicultura,2014,Agosto,0.0
3763,Africa,Agricultura y Silvicultura,2014,Septiembre,89760.0
3764,Africa,Agricultura y Silvicultura,2014,Octubre,5396.0
3765,Africa,Agricultura y Silvicultura,2014,Noviembre,108900.0
3766,Africa,Agricultura y Silvicultura,2014,Diciembre,0.0
3767,Africa,Agricultura y Silvicultura,2015,Enero,306.0
3768,Africa,Agricultura y Silvicultura,2015,Febrero,0.0
3769,Africa,Agricultura y Silvicultura,2015,Marzo,0.0
3770,Africa,Agricultura y Silvicultura,2015,Abril,60720.0
3771,Africa,Agricultura y Silvicultura,2015,Mayo,587.0
3772,Africa,Agricultura y Silvicultura,2015,Junio,0.0
3773,Africa,Agricultura y Silvicultura,2015,Julio,0.0
3774,Africa,Agricultura y Silvicultura,2015,Agosto,0.0
3775,Africa,Agricultura y Silvicultura,2015,Septiembre,41360.0
3776,Africa,Agricultura y Silvicultura,2015,Octubre,359.0
3777,Africa,Agricultura y Silvicultura,2015,Noviembre,2113.0
3778,Africa,Agricultura y Silvicultura,2015,Diciembre,0.0
3779,Africa,Agricultura y Silvicultura,2016,Enero,0.0
3780,Africa,Agricultura y Silvicultura,2016,Febrero,0.0
3781,Africa,Agricultura y Silvicultura,2016,Marzo,4445.0
3782,Africa,Agricultura y Silvicultura,2016,Abril,31200.0
3783,Africa,Agricultura y Silvicultura,2016,Mayo,0.0
3784,Africa,Agricultura y Silvicultura,2016,Junio,2359.0
3785,Africa,Agricultura y Silvicultura,2016,Julio,862853.0
3786,Africa,Agricultura y Silvicultura,2016,Agosto,1066.0
3787,Africa,Agricultura y Silvicultura,2016,Septiembre,827795.0
3788,Africa,Agricultura y Silvicultura,2016,Octubre,90.0
3789,Africa,Agricultura y Silvicultura,2016,Noviembre,0.0
3790,Africa,Agricultura y Silvicultura,2016,Diciembre,0.0
3791,Africa,Agricultura y Silvicultura,2017,Enero,0.0
3792,Africa,Agricultura y Silvicultura,2017,Febrero,0.0
3793,Africa,Agricultura y Silvicultura,2017,Marzo,0.0
3794,Africa,Agricultura y Silvicultura,2017,Abril,0.0
3795,Africa,Agricultura y Silvicultura,2017,Mayo,340450.0
3796,Africa,Agricultura y Silvicultura,2017,Junio,85528.0
3797,Africa,Agricultura y Silvicultura,2017,Julio,0.0
3798,Africa,Servicios y Productos no Clasificados,2000,Enero,0.0
3799,Africa,Servicios y Productos no Clasificados,2000,Febrero,0.0
3800,Africa,Servicios y Productos no Clasificados,2000,Marzo,0.0
3801,Africa,Servicios y Productos no Clasificados,2000,Abril,0.0
3802,Africa,Servicios y Productos no Clasificados,2000,Mayo,0.0
3803,Africa,Servicios y Productos no Clasificados,2000,Junio,0.0
3804,Africa,Servicios y Productos no Clasificados,2000,Julio,792.0
3805,Africa,Servicios y Productos no Clasificados,2000,Agosto,0.0
3806,Africa,Servicios y Productos no Clasificados,2000,Septiembre,0.0
3807,Africa,Servicios y Productos no Clasificados,2000,Octubre,0.0
3808,Africa,Servicios y Productos no Clasificados,2000,Noviembre,0.0
3809,Africa,Servicios y Productos no Clasificados,2000,Diciembre,0.0
3810,Africa,Servicios y Productos no Clasificados,2001,Enero,0.0
3811,Africa,Servicios y Productos no Clasificados,2001,Febrero,0.0
3812,Africa,Servicios y Productos no Clasificados,2001,Marzo,0.0
3813,Africa,Servicios y Productos no Clasificados,2001,Abril,0.0
3814,Africa,Servicios y Productos no Clasificados,2001,Mayo,0.0
3815,Africa,Servicios y Productos no Clasificados,2001,Junio,0.0
3816,Africa,Servicios y Productos no Clasificados,2001,Julio,0.0
3817,Africa,Servicios y Productos no Clasificados,2001,Agosto,0.0
3818,Africa,Servicios y Productos no Clasificados,2001,Septiembre,0.0
3819,Africa,Servicios y Productos no Clasificados,2001,Octubre,0.0
3820,Africa,Servicios y Productos no Clasificados,2001,Noviembre,0.0
3821,Africa,Servicios y Productos no Clasificados,2001,Diciembre,0.0
3822,Africa,Servicios y Productos no Clasificados,2002,Enero,0.0
3823,Africa,Servicios y Productos no Clasificados,2002,Febrero,0.0
3824,Africa,Servicios y Productos no Clasificados,2002,Marzo,0.0
3825,Africa,Servicios y Productos no Clasificados,2002,Abril,0.0
3826,Africa,Servicios y Productos no Clasificados,2002,Mayo,0.0
3827,Africa,Servicios y Productos no Clasificados,2002,Junio,0.0
3828,Africa,Servicios y Productos no Clasificados,2002,Julio,0.0
3829,Africa,Servicios y Productos no Clasificados,2002,Agosto,0.0
3830,Africa,Servicios y Productos no Clasificados,2002,Septiembre,10.0
3831,Africa,Servicios y Productos no Clasificados,2002,Octubre,10.0
3832,Africa,Servicios y Productos no Clasificados,2002,Noviembre,0.0
3833,Africa,Servicios y Productos no Clasificados,2002,Diciembre,0.0
3834,Africa,Servicios y Productos no Clasificados,2003,Enero,0.0
3835,Africa,Servicios y Productos no Clasificados,2003,Febrero,0.0
3836,Africa,Servicios y Productos no Clasificados,2003,Marzo,0.0
3837,Africa,Servicios y Productos no Clasificados,2003,Abril,0.0
3838,Africa,Servicios y Productos no Clasificados,2003,Mayo,0.0
3839,Africa,Servicios y Productos no Clasificados,2003,Junio,0.0
3840,Africa,Servicios y Productos no Clasificados,2003,Julio,0.0
3841,Africa,Servicios y Productos no Clasificados,2003,Agosto,0.0
3842,Africa,Servicios y Productos no Clasificados,2003,Septiembre,0.0
3843,Africa,Servicios y Productos no Clasificados,2003,Octubre,0.0
3844,Africa,Servicios y Productos no Clasificados,2003,Noviembre,0.0
3845,Africa,Servicios y Productos no Clasificados,2003,Diciembre,0.0
3846,Africa,Servicios y Productos no Clasificados,2004,Enero,13.0
3847,Africa,Servicios y Productos no Clasificados,2004,Febrero,2.0
3848,Africa,Servicios y Productos no Clasificados,2004,Marzo,0.0
3849,Africa,Servicios y Productos no Clasificados,2004,Abril,0.0
3850,Africa,Servicios y Productos no Clasificados,2004,Mayo,0.0
3851,Africa,Servicios y Productos no Clasificados,2004,Junio,0.0
3852,Africa,Servicios y Productos no Clasificados,2004,Julio,0.0
3853,Africa,Servicios y Productos no Clasificados,2004,Agosto,0.0
3854,Africa,Servicios y Productos no Clasificados,2004,Septiembre,0.0
3855,Africa,Servicios y Productos no Clasificados,2004,Octubre,244.0
3856,Africa,Servicios y Productos no Clasificados,2004,Noviembre,0.0
3857,Africa,Servicios y Productos no Clasificados,2004,Diciembre,0.0
3858,Africa,Servicios y Productos no Clasificados,2005,Enero,0.0
3859,Africa,Servicios y Productos no Clasificados,2005,Febrero,0.0
3860,Africa,Servicios y Productos no Clasificados,2005,Marzo,0.0
3861,Africa,Servicios y Productos no Clasificados,2005,Abril,0.0
3862,Africa,Servicios y Productos no Clasificados,2005,Mayo,0.0
3863,Africa,Servicios y Productos no Clasificados,2005,Junio,20.0
3864,Africa,Servicios y Productos no Clasificados,2005,Julio,8.0
3865,Africa,Servicios y Productos no Clasificados,2005,Agosto,26.0
3866,Africa,Servicios y Productos no Clasificados,2005,Septiembre,0.0
3867,Africa,Servicios y Productos no Clasificados,2005,Octubre,0.0
3868,Africa,Servicios y Productos no Clasificados,2005,Noviembre,0.0
3869,Africa,Servicios y Productos no Clasificados,2005,Diciembre,0.0
3870,Africa,Servicios y Productos no Clasificados,2006,Enero,0.0
3871,Africa,Servicios y Productos no Clasificados,2006,Febrero,5.0
3872,Africa,Servicios y Productos no Clasificados,2006,Marzo,0.0
3873,Africa,Servicios y Productos no Clasificados,2006,Abril,0.0
3874,Africa,Servicios y Productos no Clasificados,2006,Mayo,0.0
3875,Africa,Servicios y Productos no Clasificados,2006,Junio,0.0
3876,Africa,Servicios y Productos no Clasificados,2006,Julio,0.0
3877,Africa,Servicios y Productos no Clasificados,2006,Agosto,0.0
3878,Africa,Servicios y Productos no Clasificados,2006,Septiembre,0.0
3879,Africa,Servicios y Productos no Clasificados,2006,Octubre,0.0
3880,Africa,Servicios y Productos no Clasificados,2006,Noviembre,21.0
3881,Africa,Servicios y Productos no Clasificados,2006,Diciembre,0.0
3882,Africa,Servicios y Productos no Clasificados,2007,Enero,0.0
3883,Africa,Servicios y Productos no Clasificados,2007,Febrero,0.0
3884,Africa,Servicios y Productos no Clasificados,2007,Marzo,0.0
3885,Africa,Servicios y Productos no Clasificados,2007,Abril,22.0
3886,Africa,Servicios y Productos no Clasificados,2007,Mayo,0.0
3887,Africa,Servicios y Productos no Clasificados,2007,Junio,0.0
3888,Africa,Servicios y Productos no Clasificados,2007,Julio,0.0
3889,Africa,Servicios y Productos no Clasificados,2007,Agosto,182.0
3890,Africa,Servicios y Productos no Clasificados,2007,Septiembre,0.0
3891,Africa,Servicios y Productos no Clasificados,2007,Octubre,0.0
3892,Africa,Servicios y Productos no Clasificados,2007,Noviembre,0.0
3893,Africa,Servicios y Productos no Clasificados,2007,Diciembre,0.0
3894,Africa,Servicios y Productos no Clasificados,2008,Enero,0.0
3895,Africa,Servicios y Productos no Clasificados,2008,Febrero,0.0
3896,Africa,Servicios y Productos no Clasificados,2008,Marzo,0.0
3897,Africa,Servicios y Productos no Clasificados,2008,Abril,0.0
3898,Africa,Servicios y Productos no Clasificados,2008,Mayo,0.0
3899,Africa,Servicios y Productos no Clasificados,2008,Junio,0.0
3900,Africa,Servicios y Productos no Clasificados,2008,Julio,0.0
3901,Africa,Servicios y Productos no Clasificados,2008,Agosto,46.0
3902,Africa,Servicios y Productos no Clasificados,2008,Septiembre,0.0
3903,Africa,Servicios y Productos no Clasificados,2008,Octubre,0.0
3904,Africa,Servicios y Productos no Clasificados,2008,Noviembre,0.0
3905,Africa,Servicios y Productos no Clasificados,2008,Diciembre,0.0
3906,Africa,Servicios y Productos no Clasificados,2009,Enero,0.0
3907,Africa,Servicios y Productos no Clasificados,2009,Febrero,0.0
3908,Africa,Servicios y Productos no Clasificados,2009,Marzo,0.0
3909,Africa,Servicios y Productos no Clasificados,2009,Abril,0.0
3910,Africa,Servicios y Productos no Clasificados,2009,Mayo,150.0
3911,Africa,Servicios y Productos no Clasificados,2009,Junio,0.0
3912,Africa,Servicios y Productos no Clasificados,2009,Julio,0.0
3913,Africa,Servicios y Productos no Clasificados,2009,Agosto,0.0
3914,Africa,Servicios y Productos no Clasificados,2009,Septiembre,24.0
3915,Africa,Servicios y Productos no Clasificados,2009,Octubre,0.0
3916,Africa,Servicios y Productos no Clasificados,2009,Noviembre,0.0
3917,Africa,Servicios y Productos no Clasificados,2009,Diciembre,0.0
3918,Africa,Servicios y Productos no Clasificados,2010,Enero,0.0
3919,Africa,Servicios y Productos no Clasificados,2010,Febrero,0.0
3920,Africa,Servicios y Productos no Clasificados,2010,Marzo,0.0
3921,Africa,Servicios y Productos no Clasificados,2010,Abril,0.0
3922,Africa,Servicios y Productos no Clasificados,2010,Mayo,0.0
3923,Africa,Servicios y Productos no Clasificados,2010,Junio,0.0
3924,Africa,Servicios y Productos no Clasificados,2010,Julio,0.0
3925,Africa,Servicios y Productos no Clasificados,2010,Agosto,5.0
3926,Africa,Servicios y Productos no Clasificados,2010,Septiembre,0.0
3927,Africa,Servicios y Productos no Clasificados,2010,Octubre,0.0
3928,Africa,Servicios y Productos no Clasificados,2010,Noviembre,0.0
3929,Africa,Servicios y Productos no Clasificados,2010,Diciembre,0.0
3930,Africa,Servicios y Productos no Clasificados,2011,Enero,0.0
3931,Africa,Servicios y Productos no Clasificados,2011,Febrero,0.0
3932,Africa,Servicios y Productos no Clasificados,2011,Marzo,0.0
3933,Africa,Servicios y Productos no Clasificados,2011,Abril,0.0
3934,Africa,Servicios y Productos no Clasificados,2011,Mayo,0.0
3935,Africa,Servicios y Productos no Clasificados,2011,Junio,0.0
3936,Africa,Servicios y Productos no Clasificados,2011,Julio,0.0
3937,Africa,Servicios y Productos no Clasificados,2011,Agosto,0.0
3938,Africa,Servicios y Productos no Clasificados,2011,Septiembre,0.0
3939,Africa,Servicios y Productos no Clasificados,2011,Octubre,0.0
3940,Africa,Servicios y Productos no Clasificados,2011,Noviembre,0.0
3941,Africa,Servicios y Productos no Clasificados,2011,Diciembre,0.0
3942,Africa,Servicios y Productos no Clasificados,2012,Enero,0.0
3943,Africa,Servicios y Productos no Clasificados,2012,Febrero,0.0
3944,Africa,Servicios y Productos no Clasificados,2012,Marzo,0.0
3945,Africa,Servicios y Productos no Clasificados,2012,Abril,30.0
3946,Africa,Servicios y Productos no Clasificados,2012,Mayo,40.0
3947,Africa,Servicios y Productos no Clasificados,2012,Junio,0.0
3948,Africa,Servicios y Productos no Clasificados,2012,Julio,0.0
3949,Africa,Servicios y Productos no Clasificados,2012,Agosto,7.0
3950,Africa,Servicios y Productos no Clasificados,2012,Septiembre,42.0
3951,Africa,Servicios y Productos no Clasificados,2012,Octubre,50.0
3952,Africa,Servicios y Productos no Clasificados,2012,Noviembre,0.0
3953,Africa,Servicios y Productos no Clasificados,2012,Diciembre,0.0
3954,Africa,Servicios y Productos no Clasificados,2013,Enero,0.0
3955,Africa,Servicios y Productos no Clasificados,2013,Febrero,0.0
3956,Africa,Servicios y Productos no Clasificados,2013,Marzo,0.0
3957,Africa,Servicios y Productos no Clasificados,2013,Abril,0.0
3958,Africa,Servicios y Productos no Clasificados,2013,Mayo,0.0
3959,Africa,Servicios y Productos no Clasificados,2013,Junio,0.0
3960,Africa,Servicios y Productos no Clasificados,2013,Julio,0.0
3961,Africa,Servicios y Productos no Clasificados,2013,Agosto,0.0
3962,Africa,Servicios y Productos no Clasificados,2013,Septiembre,0.0
3963,Africa,Servicios y Productos no Clasificados,2013,Octubre,0.0
3964,Africa,Servicios y Productos no Clasificados,2013,Noviembre,0.0
3965,Africa,Servicios y Productos no Clasificados,2013,Diciembre,0.0
3966,Africa,Servicios y Productos no Clasificados,2014,Enero,0.0
3967,Africa,Servicios y Productos no Clasificados,2014,Febrero,0.0
3968,Africa,Servicios y Productos no Clasificados,2014,Marzo,0.0
3969,Africa,Servicios y Productos no Clasificados,2014,Abril,0.0
3970,Africa,Servicios y Productos no Clasificados,2014,Mayo,42.0
3971,Africa,Servicios y Productos no Clasificados,2014,Junio,0.0
3972,Africa,Servicios y Productos no Clasificados,2014,Julio,10.0
3973,Africa,Servicios y Productos no Clasificados,2014,Agosto,19374.0
3974,Africa,Servicios y Productos no Clasificados,2014,Septiembre,0.0
3975,Africa,Servicios y Productos no Clasificados,2014,Octubre,0.0
3976,Africa,Servicios y Productos no Clasificados,2014,Noviembre,0.0
3977,Africa,Servicios y Productos no Clasificados,2014,Diciembre,56.0
3978,Africa,Servicios y Productos no Clasificados,2015,Enero,0.0
3979,Africa,Servicios y Productos no Clasificados,2015,Febrero,0.0
3980,Africa,Servicios y Productos no Clasificados,2015,Marzo,0.0
3981,Africa,Servicios y Productos no Clasificados,2015,Abril,0.0
3982,Africa,Servicios y Productos no Clasificados,2015,Mayo,0.0
3983,Africa,Servicios y Productos no Clasificados,2015,Junio,0.0
3984,Africa,Servicios y Productos no Clasificados,2015,Julio,0.0
3985,Africa,Servicios y Productos no Clasificados,2015,Agosto,0.0
3986,Africa,Servicios y Productos no Clasificados,2015,Septiembre,0.0
3987,Africa,Servicios y Productos no Clasificados,2015,Octubre,0.0
3988,Africa,Servicios y Productos no Clasificados,2015,Noviembre,0.0
3989,Africa,Servicios y Productos no Clasificados,2015,Diciembre,0.0
3990,Africa,Servicios y Productos no Clasificados,2016,Enero,0.0
3991,Africa,Servicios y Productos no Clasificados,2016,Febrero,40000.0
3992,Africa,Servicios y Productos no Clasificados,2016,Marzo,40000.0
3993,Africa,Servicios y Productos no Clasificados,2016,Abril,5000.0
3994,Africa,Servicios y Productos no Clasificados,2016,Mayo,7900.0
3995,Africa,Servicios y Productos no Clasificados,2016,Junio,30000.0
3996,Africa,Servicios y Productos no Clasificados,2016,Julio,173761.0
3997,Africa,Servicios y Productos no Clasificados,2016,Agosto,30000.0
3998,Africa,Servicios y Productos no Clasificados,2016,Septiembre,198261.0
3999,Africa,Servicios y Productos no Clasificados,2016,Octubre,203950.0
4000,Africa,Servicios y Productos no Clasificados,2016,Noviembre,40501.0
4001,Africa,Servicios y Productos no Clasificados,2016,Diciembre,102000.0
4002,Africa,Servicios y Productos no Clasificados,2017,Enero,77931.0
4003,Africa,Servicios y Productos no Clasificados,2017,Febrero,0.0
4004,Africa,Servicios y Productos no Clasificados,2017,Marzo,84950.0
4005,Africa,Servicios y Productos no Clasificados,2017,Abril,0.0
4006,Africa,Servicios y Productos no Clasificados,2017,Mayo,4500.0
4007,Africa,Servicios y Productos no Clasificados,2017,Junio,126437.0
4008,Africa,Servicios y Productos no Clasificados,2017,Julio,312415.0
4009,Africa,"Ganadería, Apicultura, Caza, Pesca",2000,Enero,0.0
4010,Africa,"Ganadería, Apicultura, Caza, Pesca",2000,Febrero,0.0
4011,Africa,"Ganadería, Apicultura, Caza, Pesca",2000,Marzo,0.0
4012,Africa,"Ganadería, Apicultura, Caza, Pesca",2000,Abril,0.0
4013,Africa,"Ganadería, Apicultura, Caza, Pesca",2000,Mayo,0.0
4014,Africa,"Ganadería, Apicultura, Caza, Pesca",2000,Junio,0.0
4015,Africa,"Ganadería, Apicultura, Caza, Pesca",2000,Julio,0.0
4016,Africa,"Ganadería, Apicultura, Caza, Pesca",2000,Agosto,0.0
4017,Africa,"Ganadería, Apicultura, Caza, Pesca",2000,Septiembre,0.0
4018,Africa,"Ganadería, Apicultura, Caza, Pesca",2000,Octubre,0.0
4019,Africa,"Ganadería, Apicultura, Caza, Pesca",2000,Noviembre,0.0
4020,Africa,"Ganadería, Apicultura, Caza, Pesca",2000,Diciembre,0.0
4021,Africa,"Ganadería, Apicultura, Caza, Pesca",2001,Enero,0.0
4022,Africa,"Ganadería, Apicultura, Caza, Pesca",2001,Febrero,0.0
4023,Africa,"Ganadería, Apicultura, Caza, Pesca",2001,Marzo,0.0
4024,Africa,"Ganadería, Apicultura, Caza, Pesca",2001,Abril,0.0
4025,Africa,"Ganadería, Apicultura, Caza, Pesca",2001,Mayo,0.0
4026,Africa,"Ganadería, Apicultura, Caza, Pesca",2001,Junio,0.0
4027,Africa,"Ganadería, Apicultura, Caza, Pesca",2001,Julio,0.0
4028,Africa,"Ganadería, Apicultura, Caza, Pesca",2001,Agosto,0.0
4029,Africa,"Ganadería, Apicultura, Caza, Pesca",2001,Septiembre,0.0
4030,Africa,"Ganadería, Apicultura, Caza, Pesca",2001,Octubre,0.0
4031,Africa,"Ganadería, Apicultura, Caza, Pesca",2001,Noviembre,0.0
4032,Africa,"Ganadería, Apicultura, Caza, Pesca",2001,Diciembre,0.0
4033,Africa,"Ganadería, Apicultura, Caza, Pesca",2002,Enero,0.0
4034,Africa,"Ganadería, Apicultura, Caza, Pesca",2002,Febrero,0.0
4035,Africa,"Ganadería, Apicultura, Caza, Pesca",2002,Marzo,0.0
4036,Africa,"Ganadería, Apicultura, Caza, Pesca",2002,Abril,0.0
4037,Africa,"Ganadería, Apicultura, Caza, Pesca",2002,Mayo,0.0
4038,Africa,"Ganadería, Apicultura, Caza, Pesca",2002,Junio,0.0
4039,Africa,"Ganadería, Apicultura, Caza, Pesca",2002,Julio,0.0
4040,Africa,"Ganadería, Apicultura, Caza, Pesca",2002,Agosto,0.0
4041,Africa,"Ganadería, Apicultura, Caza, Pesca",2002,Septiembre,0.0
4042,Africa,"Ganadería, Apicultura, Caza, Pesca",2002,Octubre,0.0
4043,Africa,"Ganadería, Apicultura, Caza, Pesca",2002,Noviembre,0.0
4044,Africa,"Ganadería, Apicultura, Caza, Pesca",2002,Diciembre,0.0
4045,Africa,"Ganadería, Apicultura, Caza, Pesca",2003,Enero,0.0
4046,Africa,"Ganadería, Apicultura, Caza, Pesca",2003,Febrero,0.0
4047,Africa,"Ganadería, Apicultura, Caza, Pesca",2003,Marzo,0.0
4048,Africa,"Ganadería, Apicultura, Caza, Pesca",2003,Abril,0.0
4049,Africa,"Ganadería, Apicultura, Caza, Pesca",2003,Mayo,0.0
4050,Africa,"Ganadería, Apicultura, Caza, Pesca",2003,Junio,0.0
4051,Africa,"Ganadería, Apicultura, Caza, Pesca",2003,Julio,0.0
4052,Africa,"Ganadería, Apicultura, Caza, Pesca",2003,Agosto,0.0
4053,Africa,"Ganadería, Apicultura, Caza, Pesca",2003,Septiembre,0.0
4054,Africa,"Ganadería, Apicultura, Caza, Pesca",2003,Octubre,0.0
4055,Africa,"Ganadería, Apicultura, Caza, Pesca",2003,Noviembre,0.0
4056,Africa,"Ganadería, Apicultura, Caza, Pesca",2003,Diciembre,0.0
4057,Africa,"Ganadería, Apicultura, Caza, Pesca",2004,Enero,0.0
4058,Africa,"Ganadería, Apicultura, Caza, Pesca",2004,Febrero,0.0
4059,Africa,"Ganadería, Apicultura, Caza, Pesca",2004,Marzo,0.0
4060,Africa,"Ganadería, Apicultura, Caza, Pesca",2004,Abril,0.0
4061,Africa,"Ganadería, Apicultura, Caza, Pesca",2004,Mayo,0.0
4062,Africa,"Ganadería, Apicultura, Caza, Pesca",2004,Junio,0.0
4063,Africa,"Ganadería, Apicultura, Caza, Pesca",2004,Julio,0.0
4064,Africa,"Ganadería, Apicultura, Caza, Pesca",2004,Agosto,0.0
4065,Africa,"Ganadería, Apicultura, Caza, Pesca",2004,Septiembre,0.0
4066,Africa,"Ganadería, Apicultura, Caza, Pesca",2004,Octubre,0.0
4067,Africa,"Ganadería, Apicultura, Caza, Pesca",2004,Noviembre,0.0
4068,Africa,"Ganadería, Apicultura, Caza, Pesca",2004,Diciembre,0.0
4069,Africa,"Ganadería, Apicultura, Caza, Pesca",2005,Enero,0.0
4070,Africa,"Ganadería, Apicultura, Caza, Pesca",2005,Febrero,0.0
4071,Africa,"Ganadería, Apicultura, Caza, Pesca",2005,Marzo,0.0
4072,Africa,"Ganadería, Apicultura, Caza, Pesca",2005,Abril,0.0
4073,Africa,"Ganadería, Apicultura, Caza, Pesca",2005,Mayo,0.0
4074,Africa,"Ganadería, Apicultura, Caza, Pesca",2005,Junio,0.0
4075,Africa,"Ganadería, Apicultura, Caza, Pesca",2005,Julio,0.0
4076,Africa,"Ganadería, Apicultura, Caza, Pesca",2005,Agosto,0.0
4077,Africa,"Ganadería, Apicultura, Caza, Pesca",2005,Septiembre,0.0
4078,Africa,"Ganadería, Apicultura, Caza, Pesca",2005,Octubre,0.0
4079,Africa,"Ganadería, Apicultura, Caza, Pesca",2005,Noviembre,0.0
4080,Africa,"Ganadería, Apicultura, Caza, Pesca",2005,Diciembre,0.0
4081,Africa,"Ganadería, Apicultura, Caza, Pesca",2006,Enero,0.0
4082,Africa,"Ganadería, Apicultura, Caza, Pesca",2006,Febrero,0.0
4083,Africa,"Ganadería, Apicultura, Caza, Pesca",2006,Marzo,0.0
4084,Africa,"Ganadería, Apicultura, Caza, Pesca",2006,Abril,0.0
4085,Africa,"Ganadería, Apicultura, Caza, Pesca",2006,Mayo,0.0
4086,Africa,"Ganadería, Apicultura, Caza, Pesca",2006,Junio,0.0
4087,Africa,"Ganadería, Apicultura, Caza, Pesca",2006,Julio,0.0
4088,Africa,"Ganadería, Apicultura, Caza, Pesca",2006,Agosto,0.0
4089,Africa,"Ganadería, Apicultura, Caza, Pesca",2006,Septiembre,0.0
4090,Africa,"Ganadería, Apicultura, Caza, Pesca",2006,Octubre,0.0
4091,Africa,"Ganadería, Apicultura, Caza, Pesca",2006,Noviembre,0.0
4092,Africa,"Ganadería, Apicultura, Caza, Pesca",2006,Diciembre,0.0
4093,Africa,"Ganadería, Apicultura, Caza, Pesca",2007,Enero,0.0
4094,Africa,"Ganadería, Apicultura, Caza, Pesca",2007,Febrero,0.0
4095,Africa,"Ganadería, Apicultura, Caza, Pesca",2007,Marzo,0.0
4096,Africa,"Ganadería, Apicultura, Caza, Pesca",2007,Abril,0.0
4097,Africa,"Ganadería, Apicultura, Caza, Pesca",2007,Mayo,0.0
4098,Africa,"Ganadería, Apicultura, Caza, Pesca",2007,Junio,0.0
4099,Africa,"Ganadería, Apicultura, Caza, Pesca",2007,Julio,0.0
4100,Africa,"Ganadería, Apicultura, Caza, Pesca",2007,Agosto,0.0
4101,Africa,"Ganadería, Apicultura, Caza, Pesca",2007,Septiembre,0.0
4102,Africa,"Ganadería, Apicultura, Caza, Pesca",2007,Octubre,0.0
4103,Africa,"Ganadería, Apicultura, Caza, Pesca",2007,Noviembre,0.0
4104,Africa,"Ganadería, Apicultura, Caza, Pesca",2007,Diciembre,0.0
4105,Africa,"Ganadería, Apicultura, Caza, Pesca",2008,Enero,0.0
4106,Africa,"Ganadería, Apicultura, Caza, Pesca",2008,Febrero,0.0
4107,Africa,"Ganadería, Apicultura, Caza, Pesca",2008,Marzo,0.0
4108,Africa,"Ganadería, Apicultura, Caza, Pesca",2008,Abril,0.0
4109,Africa,"Ganadería, Apicultura, Caza, Pesca",2008,Mayo,0.0
4110,Africa,"Ganadería, Apicultura, Caza, Pesca",2008,Junio,0.0
4111,Africa,"Ganadería, Apicultura, Caza, Pesca",2008,Julio,0.0
4112,Africa,"Ganadería, Apicultura, Caza, Pesca",2008,Agosto,0.0
4113,Africa,"Ganadería, Apicultura, Caza, Pesca",2008,Septiembre,0.0
4114,Africa,"Ganadería, Apicultura, Caza, Pesca",2008,Octubre,0.0
4115,Africa,"Ganadería, Apicultura, Caza, Pesca",2008,Noviembre,0.0
4116,Africa,"Ganadería, Apicultura, Caza, Pesca",2008,Diciembre,0.0
4117,Africa,"Ganadería, Apicultura, Caza, Pesca",2009,Enero,0.0
4118,Africa,"Ganadería, Apicultura, Caza, Pesca",2009,Febrero,0.0
4119,Africa,"Ganadería, Apicultura, Caza, Pesca",2009,Marzo,0.0
4120,Africa,"Ganadería, Apicultura, Caza, Pesca",2009,Abril,0.0
4121,Africa,"Ganadería, Apicultura, Caza, Pesca",2009,Mayo,0.0
4122,Africa,"Ganadería, Apicultura, Caza, Pesca",2009,Junio,0.0
4123,Africa,"Ganadería, Apicultura, Caza, Pesca",2009,Julio,0.0
4124,Africa,"Ganadería, Apicultura, Caza, Pesca",2009,Agosto,0.0
4125,Africa,"Ganadería, Apicultura, Caza, Pesca",2009,Septiembre,0.0
4126,Africa,"Ganadería, Apicultura, Caza, Pesca",2009,Octubre,0.0
4127,Africa,"Ganadería, Apicultura, Caza, Pesca",2009,Noviembre,0.0
4128,Africa,"Ganadería, Apicultura, Caza, Pesca",2009,Diciembre,0.0
4129,Africa,"Ganadería, Apicultura, Caza, Pesca",2010,Enero,0.0
4130,Africa,"Ganadería, Apicultura, Caza, Pesca",2010,Febrero,0.0
4131,Africa,"Ganadería, Apicultura, Caza, Pesca",2010,Marzo,0.0
4132,Africa,"Ganadería, Apicultura, Caza, Pesca",2010,Abril,0.0
4133,Africa,"Ganadería, Apicultura, Caza, Pesca",2010,Mayo,0.0
4134,Africa,"Ganadería, Apicultura, Caza, Pesca",2010,Junio,0.0
4135,Africa,"Ganadería, Apicultura, Caza, Pesca",2010,Julio,0.0
4136,Africa,"Ganadería, Apicultura, Caza, Pesca",2010,Agosto,0.0
4137,Africa,"Ganadería, Apicultura, Caza, Pesca",2010,Septiembre,0.0
4138,Africa,"Ganadería, Apicultura, Caza, Pesca",2010,Octubre,0.0
4139,Africa,"Ganadería, Apicultura, Caza, Pesca",2010,Noviembre,0.0
4140,Africa,"Ganadería, Apicultura, Caza, Pesca",2010,Diciembre,0.0
4141,Africa,"Ganadería, Apicultura, Caza, Pesca",2011,Enero,0.0
4142,Africa,"Ganadería, Apicultura, Caza, Pesca",2011,Febrero,0.0
