Pais_vendedor,secciones,2000/Enero,2000/Febrero,2000/Marzo,2000/Abril,2000/Mayo,2000/Junio,2000/Julio,2000/Agosto,2000/Septiembre,2000/Octubre,2000/Noviembre,2000/Diciembre,2001/Enero,2001/Febrero,2001/Marzo,2001/Abril,2001/Mayo,2001/Junio,2001/Julio,2001/Agosto,2001/Septiembre,2001/Octubre,2001/Noviembre,2001/Diciembre,2002/Enero,2002/Febrero,2002/Marzo,2002/Abril,2002/Mayo,2002/Junio,2002/Julio,2002/Agosto,2002/Septiembre,2002/Octubre,2002/Noviembre,2002/Diciembre,2003/Enero,2003/Febrero,2003/Marzo,2003/Abril,2003/Mayo,2003/Junio,2003/Julio,2003/Agosto,2003/Septiembre,2003/Octubre,2003/Noviembre,2003/Diciembre,2004/Enero,2004/Febrero,2004/Marzo,2004/Abril,2004/Mayo,2004/Junio,2004/Julio,2004/Agosto,2004/Septiembre,2004/Octubre,2004/Noviembre,2004/Diciembre,2005/Enero,2005/Febrero,2005/Marzo,2005/Abril,2005/Mayo,2005/Junio,2005/Julio,2005/Agosto,2005/Septiembre,2005/Octubre,2005/Noviembre,2005/Diciembre,2006/Enero,2006/Febrero,2006/Marzo,2006/Abril,2006/Mayo,2006/Junio,2006/Julio,2006/Agosto,2006/Septiembre,2006/Octubre,2006/Noviembre,2006/Diciembre,2007/Enero,2007/Febrero,2007/Marzo,2007/Abril,2007/Mayo,2007/Junio,2007/Julio,2007/Agosto,2007/Septiembre,2007/Octubre,2007/Noviembre,2007/Diciembre,2008/Enero,2008/Febrero,2008/Marzo,2008/Abril,2008/Mayo,2008/Junio,2008/Julio,2008/Agosto,2008/Septiembre,2008/Octubre,2008/Noviembre,2008/Diciembre,2009/Enero,2009/Febrero,2009/Marzo,2009/Abril,2009/Mayo,2009/Junio,2009/Julio,2009/Agosto,2009/Septiembre,2009/Octubre,2009/Noviembre,2009/Diciembre,2010/Enero,2010/Febrero,2010/Marzo,2010/Abril,2010/Mayo,2010/Junio,2010/Julio,2010/Agosto,2010/Septiembre,2010/Octubre,2010/Noviembre,2010/Diciembre,2011/Enero,2011/Febrero,2011/Marzo,2011/Abril,2011/Mayo,2011/Junio,2011/Julio,2011/Agosto,2011/Septiembre,2011/Octubre,2011/Noviembre,2011/Diciembre,2012/Enero,2012/Febrero,2012/Marzo,2012/Abril,2012/Mayo,2012/Junio,2012/Julio,2012/Agosto,2012/Septiembre,2012/Octubre,2012/Noviembre,2012/Diciembre,2013/Enero,2013/Febrero,2013/Marzo,2013/Abril,2013/Mayo,2013/Junio,2013/Julio,2013/Agosto,2013/Septiembre,2013/Octubre,2013/Noviembre,2013/Diciembre,2014/Enero,2014/Febrero,2014/Marzo,2014/Abril,2014/Mayo,2014/Junio,2014/Julio,2014/Agosto,2014/Septiembre,2014/Octubre,2014/Noviembre,2014/Diciembre,2015/Enero,2015/Febrero,2015/Marzo,2015/Abril,2015/Mayo,2015/Junio,2015/Julio,2015/Agosto,2015/Septiembre,2015/Octubre,2015/Noviembre,2015/Diciembre,2016/Enero,2016/Febrero,2016/Marzo,2016/Abril,2016/Mayo,2016/Junio,2016/Julio,2016/Agosto,2016/Septiembre,2016/Octubre,2016/Noviembre,2016/Diciembre,2017/Enero,2017/Febrero,2017/Marzo,2017/Abril,2017/Mayo,2017/Junio,2017/Julio,Fecha
No disponible,"SECCION XIV Perlas Naturales o Cultivadas, Piedras Preciosas o Semipreciosas, Metales Preciosos y Manufacturas de estas Materias; Bisutería; Monedas.",N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D
No disponible,"SECCION XIX Armas y Municiones, y sus partes y Accesorios.",N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D
No disponible,SECCION XV Metales Comúnes y Manufacturas de estos Metales.,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D
No disponible,"SECCION XVI Máquinas y Aparatos, Material Eléctrico y sus Partes; Aparatos de Grabación o Reproducción de Sonido, Aparatos de Grabación o Reproducción de Imagen y Sonido en Televisión y las Partes y Accesorios de estos Aparatos.",N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D
No disponible,SECCION XVII Material de Transporte.,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D
No disponible,"SECCION XVIII Instrumentos y Aparatos de Óptica, Fotografía o Cinematografia de Medida, Control o Precisión; Instrumentos y Aparatos Médicos Quirúrgicos; Partes y Accesorios de estos Instrumentos o Aparatos.",N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D
No disponible,SECCION XX Mercancías y Productos Diversos.,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D
No disponible,SECCION XXI Objetos de Arte o Colección y Antigüedades.,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D
No disponible,SECCION XXII Operaciones Especiales.,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,611,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,15,455,14,N/D,N/D,11,5,10,235,1,N/D,5,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,45,N/D,1407
No disponible,SECCION,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,611,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,15,455,14,N/D,N/D,11,5,10,235,1,N/D,5,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,45,N/D,1407
Oceanía,SECCION I Animales Vivos,63946,131278,237321,428287,57566,582974,476876,630877,518790,815020,440085,915647,233168,968159,666061,644601,69384,567076,529179,213276,368080,671896,549752,691664,392282,67519,540546,520723,319310,146059,N/D,486690,210321,83531,40244,422113,N/D,N/D,195483,168905,54272,N/D,N/D,N/D,N/D,N/D,N/D,96169,3758736,2880905,1272419,318644,179264,460524,244018,N/D,N/D,N/D,271730,594936,53717,254436,260486,309024,620946,650196,N/D,552582,586887,328595,310803,311991,83828,36298,414000,1585030,115410,32400,72240,36120,72240,28560,85680,151060,8801828,12713827,15180219,16327154,15262643,14618294,12500892,13606578,13632700,9484453,26655646,18992485,9821183,19619492,4390420,29186761,11501169,13073901,8200185,5820102,5030837,18136723,6283268,4375111,1705055,2476329,20427389,6440610,4240358,10402629,13443331,2945814,5655439,15155923,12984591,11532739,10207815,13413471,16451462,14602911,7610504,14435076,17065283,19802261,7908374,14963709,12517568,10190291,10980002,16568688,33021918,14646662,7429108,20022774,14290074,12335836,9336330,9045223,11897897,9788775,12150721,17431945,15487381,17728552,16959377,10245152,14100024,17760549,9956051,6801472,16173107,10753958,11865361,17638877,8147316,5255696,11918317,10218886,12948259,5176733,4992519,4097469,10418463,14774682,2958883,2877579,3997352,4617663,1951252,7924721,5790714,2560045,1163890,1616882,2524190,2479159,914402,5102295,6925275,5156745,5592909,6620801,3715496,1192810,1422365,1918285,2023252,5170302,3944265,4801344,8101515,2492540,2274636,3437773,7025972,2399645,2371825,6356078,5977006,8391517,7123838,4174435,4047936,5229293,5567369,4843419,2783379,1241868831
Oceanía,SECCION II Productos del Reino Vegetal.,6851561,N/D,7177500,7073485,55386,55386,55386,49689,49688,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,502500,2812778,268000,604057,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,14044,N/D,N/D,N/D,N/D,N/D,6210,N/D,917763,N/D,N/D,N/D,N/D,1592928,N/D,N/D,N/D,139248,N/D,N/D,N/D,N/D,N/D,2275211,N/D,397020,20587,N/D,33012,453012,114979,6421755,N/D,N/D,N/D,N/D,1535122,2947010,772000,866141,77583,74335,N/D,6385042,95889,N/D,2645,N/D,59526,N/D,N/D,5441,8448004,N/D,N/D,N/D,10457579,N/D,19855,8756197,N/D,N/D,3484983,1710528,5895800,N/D,N/D,25,N/D,N/D,3,N/D,9211711,59,N/D,84000,N/D,N/D,846360,7649262,910,N/D,72751,8002506,N/D,481440,N/D,N/D,87200,N/D,4,5,4,44,N/D,N/D,N/D,2,7,115506,16,N/D,6754012,N/D,16610,11,N/D,70628,9867003,1,N/D,N/D,9999000,N/D,40,15,10734879,4,N/D,N/D,11582805,1,N/D,10386268,N/D,2,N/D,N/D,1,8511927,N/D,N/D,N/D,N/D,8510941,N/D,N/D,362,N/D,N/D,8341792,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,12,N/D,N/D,N/D,N/D,152,N/D,N/D,N/D,8926500,N/D,N/D,7419604,N/D,217209250
Oceanía,SECCION III Grasas y Aceites Animales o Vegetales; Productos de su Desdoblamiento; Grasas Alimenticias Elaboradas; Ceras de Origen Animal o Vegetal.,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,48,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,10,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,110500,N/D,110558
Oceanía,"SECCION IV Productos de las Industrias Alimentarias; Bebidas, Líquidos Alcohólicos y Vinagre; Tabaco y Sucedáneos del Tabaco Elaborados.",N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,356,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,20693,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,10686,N/D,N/D,10709,N/D,N/D,150,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,1241,4752,1918,N/D,N/D,592,1354,56846,N/D,4908,5063,N/D,31953,645,228,1092,818,962,90835,1379,807,1259,1540,1966,3438,4245,1574,77394,2229,772,2427,2922,1984,3025,6487,4241,160061,591707,2356,1779,119753,849,158858,133623,93007,180833,2120,94603,94729,197315,93698,93391,631,188384,448235,476691,522421,460975,186074,16464,312024,16403,218157,30838,21468,21945,255709,723227,659238,780561,286945,21231,171223,88193,5866,47167,42652,1579,44697,434950,9407,352782,445634,366089,8068,3978,30873,4026,4052,219826,224080,187240,388996,189743,15751,15542,5489,7479,6377,24400,378952,3941,715023,192425,5148,7537,15216,15721,N/D,3,72,11,4,219622,622978,207293,158767,11,N/D,N/D,57,4,N/D,17,N/D,8700,N/D,824637,N/D,4,N/D,83266,11,10372,21,159887,315552,6,155191,701977,N/D,N/D,N/D,2690,89,N/D,N/D,4,15,3,6,16181187
