Pais_comprador,secciones,2000/Enero,2000/Febrero,2000/Marzo,2000/Abril,2000/Mayo,2000/Junio,2000/Julio,2000/Agosto,2000/Septiembre,2000/Octubre,2000/Noviembre,2000/Diciembre,2001/Enero,2001/Febrero,2001/Marzo,2001/Abril,2001/Mayo,2001/Junio,2001/Julio,2001/Agosto,2001/Septiembre,2001/Octubre,2001/Noviembre,2001/Diciembre,2002/Enero,2002/Febrero,2002/Marzo,2002/Abril,2002/Mayo,2002/Junio,2002/Julio,2002/Agosto,2002/Septiembre,2002/Octubre,2002/Noviembre,2002/Diciembre,2003/Enero,2003/Febrero,2003/Marzo,2003/Abril,2003/Mayo,2003/Junio,2003/Julio,2003/Agosto,2003/Septiembre,2003/Octubre,2003/Noviembre,2003/Diciembre,2004/Enero,2004/Febrero,2004/Marzo,2004/Abril,2004/Mayo,2004/Junio,2004/Julio,2004/Agosto,2004/Septiembre,2004/Octubre,2004/Noviembre,2004/Diciembre,2005/Enero,2005/Febrero,2005/Marzo,2005/Abril,2005/Mayo,2005/Junio,2005/Julio,2005/Agosto,2005/Septiembre,2005/Octubre,2005/Noviembre,2005/Diciembre,2006/Enero,2006/Febrero,2006/Marzo,2006/Abril,2006/Mayo,2006/Junio,2006/Julio,2006/Agosto,2006/Septiembre,2006/Octubre,2006/Noviembre,2006/Diciembre,2007/Enero,2007/Febrero,2007/Marzo,2007/Abril,2007/Mayo,2007/Junio,2007/Julio,2007/Agosto,2007/Septiembre,2007/Octubre,2007/Noviembre,2007/Diciembre,2008/Enero,2008/Febrero,2008/Marzo,2008/Abril,2008/Mayo,2008/Junio,2008/Julio,2008/Agosto,2008/Septiembre,2008/Octubre,2008/Noviembre,2008/Diciembre,2009/Enero,2009/Febrero,2009/Marzo,2009/Abril,2009/Mayo,2009/Junio,2009/Julio,2009/Agosto,2009/Septiembre,2009/Octubre,2009/Noviembre,2009/Diciembre,2010/Enero,2010/Febrero,2010/Marzo,2010/Abril,2010/Mayo,2010/Junio,2010/Julio,2010/Agosto,2010/Septiembre,2010/Octubre,2010/Noviembre,2010/Diciembre,2011/Enero,2011/Febrero,2011/Marzo,2011/Abril,2011/Mayo,2011/Junio,2011/Julio,2011/Agosto,2011/Septiembre,2011/Octubre,2011/Noviembre,2011/Diciembre,2012/Enero,2012/Febrero,2012/Marzo,2012/Abril,2012/Mayo,2012/Junio,2012/Julio,2012/Agosto,2012/Septiembre,2012/Octubre,2012/Noviembre,2012/Diciembre,2013/Enero,2013/Febrero,2013/Marzo,2013/Abril,2013/Mayo,2013/Junio,2013/Julio,2013/Agosto,2013/Septiembre,2013/Octubre,2013/Noviembre,2013/Diciembre,2014/Enero,2014/Febrero,2014/Marzo,2014/Abril,2014/Mayo,2014/Junio,2014/Julio,2014/Agosto,2014/Septiembre,2014/Octubre,2014/Noviembre,2014/Diciembre,2015/Enero,2015/Febrero,2015/Marzo,2015/Abril,2015/Mayo,2015/Junio,2015/Julio,2015/Agosto,2015/Septiembre,2015/Octubre,2015/Noviembre,2015/Diciembre,2016/Enero,2016/Febrero,2016/Marzo,2016/Abril,2016/Mayo,2016/Junio,2016/Julio,2016/Agosto,2016/Septiembre,2016/Octubre,2016/Noviembre,2016/Diciembre,2017/Enero,2017/Febrero,2017/Marzo,2017/Abril,2017/Mayo,2017/Junio,2017/Julio,Fecha
Asia,"SECCION IX Madera, Carbón Vegetal y Manufacturas de Madera; Corcho y sus Manufacturas; Manufacturas de Espartería o Cestería.",N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,769,N/D,N/D,446,N/D,961,N/D,602,22,N/D,N/D,64,N/D,1929,465,N/D,N/D,N/D,180,996,N/D,3643,283,532,N/D,N/D,12,25,326,50,N/D,67,102,6,N/D,744,631,N/D,233,N/D,914,504,249,N/D,545,N/D,1313,55,257,44,104,N/D,20,N/D,N/D,N/D,N/D,450,N/D,859,N/D,242,N/D,N/D,N/D,25216,4,N/D,N/D,4265,N/D,3159,N/D,2433,N/D,N/D,N/D,271,2290,376,36,12,N/D,408,N/D,1,N/D,506,70,5169,275,13455,48,15,44,30,3023,16,191,5,189,67,86,35,14,63,7326,0,77,11,21,17,22,38550,168,1985,N/D,5066,594,66,2777,3021,14,57,N/D,N/D,13817,22,30458,10862,34,53684,216775,408560,266176,258268,360490,412292,176284,92217,164667,41093,32813,46441,31409,11,5762,41,18576,3112,33232,108,12136,30000,20938,20,275,35834,15741,59815,59603,90468,178722,119140,119998,161537,58217,134866,149900,147686,95,59068,59583,118137,59248,59068,176026,206442,132876,132426,87076,73332,146690,89589,85747,229515,123674,98617,61882,61305,135464,77658,89273,69527,32371,34,81564,37549,38099,76620,77065,53314,7041221
Asia,SECCION X Pasta de Madera o de las demás Materias Fibrosas Celulosicas; Papel o Cartón para Reciclar; Papel o Cartón y sus Aplicaciones.,147,N/D,23287,79617,156459,469013,145660,215309,91633,104523,312340,97315,71683,354573,279538,68009,579581,481582,415846,307425,75073,443346,146635,194200,249584,245073,185004,94778,401558,101516,142259,267052,88396,288155,426042,380762,164364,149124,163296,347043,18156,401377,85427,250657,471687,354027,294825,652420,1390,1081,3708,1260,5122,5469,5438,11100,6866,956,7449,15359,2211,2917,363,871,11780,17369,1856,1212,1166,1966,1929,3186,1685,5500,16806,22891,3128,2986,3068,1860,2109,5221,6053,6070,4687,2121,2066,4203,6203,45651,6555,2241,29406,19052,6415,25398,5507,6861,5491,9875,64012,59879,11664,33122,41242,32780,7384,31680,14196,3604,6587,6277,91800,23346,59672,84161,148218,49878,51469,163102,342301,222915,205384,74605,67243,59601,11961,8113,6262,95813,52875,11432,61485,54600,59297,83053,161892,119623,63392,103500,110689,102037,107865,2478372,7061539,3801993,4247535,7101372,7504378,3718882,44467628,5054514,6124442,6308120,2206248,1959780,5046760,3533677,4889666,2617038,3170451,1939778,3288443,18302724,4666030,1808956,8770205,1829553,2923305,1450955,225381,407349,537722,343513,417600,382727,477966,592898,111478,1361894,546472,421074,659210,653094,757153,1016419,1246329,491239,682948,891206,1021157,653059,777164,416027,496253,346154,255846,166213,36740,20978,376945,207979,16549,161807,354731,336802,91033,344796,280265,291775,264039,200288895
Asia,SECCION XI Materias Textiles y sus Manufacturas.,1888918,1714259,1309752,1835791,2696266,1909288,835219,484476,72616,1273448,1177141,777020,29562,19493,895070,1306812,802677,751901,374837,1427230,1380828,451876,513722,54870,1106711,1146303,1467950,1673402,2357222,921457,2304166,2692970,3050316,1229836,436422,558898,691351,447703,2791668,1231749,1349147,812019,2111261,865114,1545022,1342052,1643882,1767640,3213387,1301242,1314757,2219569,1603531,1429931,1397513,592454,2294684,1854631,3043881,205711,2090776,2462867,2939248,2216445,1107358,1209521,1557283,2205840,1262624,1113023,410805,336774,383571,92287,188209,65225,130000,225224,186282,140610,129928,66501,249538,147511,1064308,496229,675991,1170019,174748,261400,285301,364152,501679,486391,323648,204503,356975,580792,533303,925959,1540199,1605342,1907633,645413,2514008,1850909,383733,1217706,704821,227727,2226118,306210,853184,855457,1071622,565970,1026034,662220,1465457,1165000,381935,334498,1177025,1053576,462882,167145,230867,120896,239260,317209,239046,178197,65408,171695,407073,372285,511223,824143,1060692,2484216,2065845,2137053,1904718,3708023,1492418,1157567,644366,1304526,1884270,1320002,1284933,1326955,1703632,1322149,1360414,74900,727564,643904,109863,884437,1299321,1006978,788563,1197199,237439,636672,166829,372073,705323,1529006,1135572,1692964,1630428,853101,1441694,1116092,581938,535953,14098,790026,137535,237050,267586,760453,484969,153225,340372,215892,347490,146186,302031,362076,404462,283406,261132,129795,105597,313133,181320,114404,125802,396682,93369,149877,417453,103868,922484,787821,975465,876211,822689,198924149
Asia,"SECCION XII Calzado, Sombreros y demás Tocados, Paraguas, Quitasoles, Bastones, Látigos, Fustas y sus Partes; Plumas Preparados y Artículos de Plumas; Flores Artificiales; Manufacturas de Cabello.",N/D,N/D,N/D,5714,9,28,N/D,79,51551,N/D,N/D,N/D,8,N/D,80,0,N/D,730,N/D,63536,0,364,431,115,2209,83,9040,6710,N/D,N/D,384,230,N/D,250,N/D,594,7150,110,94,N/D,425,202,309,139,N/D,N/D,36,N/D,22,516,N/D,76,N/D,N/D,539,N/D,N/D,5706,117,24,N/D,N/D,52437,600,83,20,509,N/D,N/D,10,N/D,50,N/D,6250,48,20,N/D,160,480,N/D,23,4,3443,N/D,N/D,19111,11544,4,476,175,10,N/D,819,30,N/D,N/D,80,2,29,135,20013,438,6,5,113143,32175,57879,6,2131,2935,N/D,77,1364,N/D,N/D,6422,N/D,201,2315,N/D,2,24066,11572,3,N/D,7815,N/D,9870,32,50,220,20,3,1,10,N/D,194,20,N/D,85338,5,110,2,85109,N/D,N/D,50,154901,2,11302,N/D,141222,140110,24356,21259,10936,2,26273,42483,89084,7756,N/D,N/D,N/D,6,419,N/D,80,N/D,2243498,129838,20009,15299,N/D,N/D,N/D,305462,246,420,N/D,N/D,N/D,109296,1632,N/D,200,3285,N/D,4864,N/D,84,8,19828,6300,90716,58039,10194,N/D,228322,744587,1504517,1072830,1336060,1193196,1715306,1739051,2525838,1917405,2300121,3695107,3992495,28372009
Asia,"SECCION XIII Manufacturas de Piedra, Yeso Fraguable, Cemento, Amianto,Mica o Materias Análogas; Productos Cerámicos, Vidrio y Manufacturas de Vidrio.",30897,18290,32643,30811,9909,437,2728,5900,19132,12087,56246,5886,32252,100,23172,20390,13689,10707,4525,21081,25556,22452,39105,33995,42939,15750,16236,41559,77994,38405,164634,55725,52192,13875,23379,39956,38056,99208,4737,405,35195,20422,45646,299,24463,4732,706,11648,34025,61746,55585,76712,27858,67212,185164,71429,83523,77836,140300,82294,80442,30862,36961,67368,59507,107653,99255,187917,88414,127957,16414,163918,34285,54758,169355,26926,51472,83066,65847,85405,38910,41132,46295,58958,60631,9341,13341,51977,86916,140500,41067,118512,28636,12029,37507,205192,14469,38181,101436,502360,250675,104296,114798,35003,163784,24482,52095,91404,50788,46481,108150,99494,8978,98151,129134,84942,86845,416933,295871,344157,304004,487718,557967,253112,262592,240742,288099,401477,198160,315085,306136,115427,311388,102628,307504,310438,643747,200675,253009,338856,218348,125948,130204,187640,138140,258959,284560,281169,51001,271459,129215,59060,126954,105805,40318,71653,133276,96241,242834,77734,138603,196107,85008,228726,285235,81647,194982,81315,95494,226456,139031,321329,442639,398096,458136,529120,1252084,171385,137258,502512,189834,217274,159382,125764,554272,490895,255581,350456,150324,217693,407005,395283,324745,233047,304975,374085,78937,339059,355088,189102,305300,250597,425148,209205,38343,296432,442576,473888,267094,179752,218337,32209360
Asia,"SECCION XIV Perlas Naturales o Cultivadas, Piedras Preciosas o Semipreciosas, Metales Preciosos y Manufacturas de estas Materias; Bisutería; Monedas.",N/D,N/D,2262,N/D,N/D,N/D,N/D,N/D,N/D,7132,N/D,N/D,5,N/D,1096,1682,N/D,N/D,242,N/D,N/D,235,N/D,N/D,N/D,15192,N/D,23841,6423,N/D,456,61,2,9772,N/D,9622,N/D,10,9140,12000,N/D,36052,N/D,36000,36324,N/D,1903,80,36000,7673,48826,N/D,20000,72660,22325,20200,15753,1566,20429,7258,18123,1369,N/D,9044,21596,5673,11145,N/D,7895,N/D,2788,35261,N/D,25008,28976,N/D,27655,14434,35121,25,14423,158,35382,N/D,20399,N/D,36413,4681,37939,47174,26284,80964,594,25510,29769,N/D,11719,12829,14963,18883,136155,7272,15461,4554,18071,17384,8932,29126,7308,11925,2789,15154,2780,10793,3744,14217,20769,13549,7346,29169,5632,12538,87563,7629,36643,7727,33432,5955,5283,13716,61190,44841,103557,11347,160731,12201,108037,222503,16103,5541,482431,575801,15938,7232,11756,1287719,8554,528668,284935,1098120,25352,617544,43571,833394,190388,574931,348672,417004,663126,426778,510225,12340,976544,8234,282445,932647,846351,360520,530445,391534,3161,281548,719159,26901,18784,29747,1088,47239,93204,22793,24457,1805,10871,32444,341596,16981,84427,269565,93,63755,8810,14598,24582,40699,37252,212401,102790,38822,56231,26500,58617,78545,64402,46563,128220,112062,194452,57780,52336,260285,36234,19518074
Asia,SECCION XV Metales Comúnes y Manufacturas de estos Metales.,6521,31764,26109,5342,26372,29171,20760,14718,6522,10063,28462,18187,1880960,2004695,32101,3295,22582,21718,10553,99524,1742346,8460,41786,20494,13417,8634,3629,1558498,4359,12486,9253,12921,132780,9498,3768,71640,21118,782,17139,10261,6772,143606,13179,1090807,1848602,938,8141,236343,186651,164659,564752,193956,126102,76326,106800,107068,129447,226657,46796,20715,213211,266769,217215,183158,257326,277889,157389,242362,645387,611625,578976,623121,518535,611791,583168,495055,983584,691458,545870,498157,496615,596575,357713,298223,345948,394085,731254,686020,660103,1047003,685998,651028,630008,290000,605061,999253,1148386,685701,1220208,1848626,2523806,841345,960193,826206,1148987,679940,1118350,1044407,944812,476998,3950932,1206725,365817,947062,739351,3948866,536690,681527,1197365,972203,898199,2241369,1800671,3780700,2571292,2373185,2216913,2990693,13318773,4464465,4664070,5016673,2873734,2503373,3783861,4876686,8987988,4359308,2845299,1851818,1186652,1315433,1147794,2308335,1871355,2991630,2228021,20945716,2378010,3049232,19403043,1750716,17649487,2473887,19600048,2380578,1670152,1665269,2549100,20527815,2277830,18963888,1590503,18282202,1744376,19472405,2946465,13482735,2101808,3381419,3343522,4030252,2277788,2108023,1878247,1886200,3414733,2265614,9028187,1730632,1455260,3904665,3377286,2994507,1840745,9050914,2416196,3090798,2043563,1381281,806669,901326,1042671,472435,769099,870904,638261,972758,794216,562918,540124,1221919,1252186,1239332,1361739,773702,1435298,889289,1873524,2648540,1136667,439469305
Asia,"SECCION XVI Máquinas y Aparatos, Material Eléctrico y sus Partes; Aparatos de Grabación o Reproducción de Sonido, Aparatos de Grabación o Reproducción de Imagen y Sonido en Televisión y las Partes y Accesorios de estos Aparatos.",44413946,43418175,40097980,40097030,31995544,49366858,43841025,44643232,52304891,43842511,43905043,53574866,53824784,31001584,46004988,39687890,55200133,32522563,38280616,32773153,38928765,55083113,36310873,33655929,92948825,128069700,85762557,45442476,45221497,40384010,45959212,30146699,43745709,38621478,48895887,57497401,30544387,10434700,18922613,10753794,7596346,14702747,6462021,1193959,5581862,1080346,1201335,12841258,31814474,27825131,37484561,29191877,36841849,40381327,71973363,79529689,70016365,46340810,49947077,40209015,41789330,47281244,44288572,40239989,41024198,40302893,35748610,37000784,35060494,35726797,98555282,100326480,87912143,71990966,96102874,67527567,94968865,87695654,88512768,101339486,89110755,99340236,85145122,86835079,97504686,86072641,89540689,89518028,125990754,119727148,116887892,111629487,103423747,100632369,82621311,85814616,90838814,83107156,89120322,84238720,65026999,36907246,24898329,18602877,26772235,25186609,19704223,22890799,23978864,18459619,35594892,28482730,27897267,30981175,21549792,20883392,36334288,47186008,55254688,56462195,51134373,54893960,86910081,85629616,88339156,34082317,28231155,26311379,36452846,56478279,50903741,56525261,57836564,35857536,37762123,28999052,63668461,30367778,39806494,28323944,41933460,34540822,36804674,99253658,142788270,136037980,150248083,154069141,154106758,178406196,232002878,202837748,150525686,162975433,201006867,127324750,142951063,144545603,126118605,156944644,138360975,197731435,200365304,207354629,190042121,174986567,188022854,182729239,176070266,146147637,140577316,179799970,153885498,158127181,204157483,252466439,186125159,205799556,163176039,227790307,208522127,210785922,220513259,220294110,138322423,181458370,206065031,166293678,172874983,159367220,154992903,147607170,160456810,117443398,114744453,120479171,152561425,101105574,133744421,145738409,119987147,168054706,137277828,145395123,141080498,127376145,284082353,156704321,159451618,147276153,193029460,18704628588
Asia,SECCION XVII Material de Transporte.,N/D,14034,867,N/D,N/D,75754,48605,N/D,80,N/D,16605,30003,N/D,37975,5254,N/D,833,660,4005,37340,3925,8921,86,63954,153685,153365,319557,908287,1254863,2018812,4801531,1521716,217658,22343,471150,1836586,3803648,3709625,2368299,39512,1517869,24256,250146,30620,252903,558574,98819,215074,246404,101410,405159,192385,130424,398463,2770346,7004543,5825480,7396773,4491716,6921269,6855670,7825398,5749333,7170729,9868994,7175798,7078148,10644739,7334365,9447136,5952854,5623862,6484733,7424737,6673498,3301105,5943617,5989003,9507140,6601653,6919155,7850607,8070410,7540540,8973416,6832924,7905780,9217520,9197418,9070657,7781890,8262861,7932139,10417354,8185752,7701028,11978325,8828341,9903537,11080325,9652769,8783604,10038488,8458729,10117938,10153742,8936170,8532197,2887046,2152909,3933012,4155530,6364911,6601344,6769858,8376631,9396734,10418175,11082179,9714989,8455548,9419545,9535088,10164185,6582078,8861763,7294635,7090449,6931320,8612280,9452860,6881841,7860206,10524892,7697599,6503975,8824184,6713180,6710485,14781525,7467224,6253570,7100132,6141854,5603874,5350497,5436173,6594407,5893176,6299092,6118388,4974496,3792474,5087887,4434622,4573853,5091665,4724300,5299533,7360213,7136901,4935334,5650690,2946361,2839172,4018449,3093517,2967882,3366180,3582343,3842050,4702214,7393261,5791233,4272728,3400462,5358085,5111751,2947208,5325553,3789149,2775900,2840753,2430809,3007240,3004661,3325110,3539685,3617126,4010747,2747448,2958239,2456953,4260746,4267101,3831048,3297768,2739786,3147447,18052185,4358191,5220518,4440301,5506826,4709853,2732317,3652469,5169664,6216481,3429924,3109162,1035433633
Asia,"SECCION XVIII Instrumentos y Aparatos de Óptica, Fotografía o Cinematografia de Medida, Control o Precisión; Instrumentos y Aparatos Médicos Quirúrgicos; Partes y Accesorios de estos Instrumentos o Aparatos.",23508,337475,304830,372715,617646,488951,417791,375186,435559,180480,49451,10930,51982,205247,195300,122351,137219,57047,50253,218637,41878,96138,537529,320480,169025,81857,103474,296586,235556,149893,246715,465810,779017,217253,227701,49719,82611,619249,292211,117403,142558,161373,29268,130440,201118,130074,328408,208844,1105114,1856768,2518407,1846358,2217047,3821409,6040100,5709165,1199243,1480569,2120632,1945403,967155,1734821,2452033,1918656,2497205,3170495,2087467,3705881,2543085,2216997,3459915,4426296,3020069,3587368,4687069,4305641,1592260,1311686,923932,716641,569253,1306214,78400859,1395233,1147032,1210176,1328496,1205245,1537202,1580092,1553395,1353963,2085593,1220762,1825622,1965866,2038947,1882608,1939101,2943691,2934777,2378835,1975586,2328348,3082126,1746729,1558652,2104288,1184551,1417534,1525852,1425464,1125048,1259277,1712690,2561006,1083662,1400415,1612220,2280161,1455314,2271088,2322770,2312514,2222933,1218176,1854651,2589924,3278404,2581341,2474705,1947030,3036683,3414572,3545714,2534317,1896048,3049679,3077279,3015087,4368876,2699862,2047991,2384605,3680633,5556589,4282509,3918960,5332009,3628962,3821480,4612574,2645720,7236307,2573696,2500345,3477297,4125046,2874779,3502234,3732392,2649130,3781329,3409141,3693917,4627380,3069684,4672017,2726835,2859442,2815571,3426439,4009647,3280076,3573737,3717264,3338841,5336066,3831137,3860461,3358145,4410327,3813291,2965366,3217089,3267195,3631727,3036097,5914137,7379134,3296277,7272605,3171610,4192324,4304126,4074144,3606867,4230445,2886168,4335191,3441958,3867071,6946957,4333109,3308118,5670433,7935236,3627305,4578750,4868704,16403765,584609057
Asia,"SECCION XIX Armas y Municiones, y sus partes y Accesorios.",N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D
Asia,SECCION XX Mercancías y Productos Diversos.,462235,428725,310637,205292,820980,320118,237802,638129,441515,363780,281246,505328,539933,489481,534255,318882,353175,61711,558151,561040,517914,721052,943579,7384803,45615454,19323505,12482435,927765,360175,251562,393109,632485,707520,402740,403339,540881,564092,270245,333731,302306,356847,521636,179341,382003,647677,265544,430420,403431,160005,301495,508155,451603,353453,563307,445177,360685,524362,118941,509419,331159,39267,366667,163043,196022,241105,345134,242947,396910,317572,211523,380479,677935,349669,258537,411145,57343,128577,498581,188346,551751,701607,406259,302600,280474,483119,84241,490427,1943666,724280,2381617,2620962,1946938,2087877,4034101,3655862,4747368,3827484,3990604,2979369,5037251,2488619,607432,942789,3184252,2724881,1056717,1749129,4314093,3404775,2739869,3441287,3370674,3367358,3218450,2743874,1621935,1316760,1604443,1198700,867764,555537,1239865,639042,717138,470391,745631,725517,486636,363192,902211,400978,488781,283719,747276,736405,536801,875850,600968,711105,409663,380166,696386,648741,632740,399779,586882,438346,811676,1088832,790563,891181,864592,646489,1034662,329070,466758,547758,696707,855825,642518,862609,683522,719224,1092543,476449,690393,569587,671368,1079006,673555,588659,671753,1233882,1615737,1847916,618756,917812,892188,51302123,366028,337914,215947,521416,838167,901858,739577,3321305,405181,772986,218408,187609,461205,500345,492058,480065,853597,727405,433157,484710,479547,815750,782647,567636,478067,408629,305948,118803,346089,795621,999646,509371,317198349
Asia,SECCION XXI Objetos de Arte o Colección y Antigüedades.,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,72,N/D,N/D,N/D,N/D,N/D,N/D,306,N/D,N/D,N/D,4500,N/D,N/D,266,N/D,N/D,N/D,N/D,N/D,65,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,16,N/D,N/D,N/D,N/D,44,N/D,80,N/D,N/D,N/D,53,N/D,N/D,N/D,N/D,N/D,N/D,64,15,N/D,N/D,N/D,26,14435,N/D,10,N/D,31,N/D,N/D,N/D,113,32,28,N/D,N/D,N/D,N/D,N/D,36,N/D,N/D,N/D,N/D,N/D,131,12,N/D,N/D,N/D,N/D,N/D,90,N/D,N/D,21,N/D,25,N/D,N/D,24,N/D,N/D,15,N/D,N/D,N/D,74,N/D,5,N/D,30,96,104,N/D,N/D,101442,N/D,27,N/D,383,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,17,N/D,29,67,N/D,N/D,N/D,N/D,N/D,47,34,N/D,N/D,375,204,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,14,N/D,N/D,N/D,N/D,51,125,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,1307,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,300,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,3552,116,N/D,N/D,N/D,N/D,N/D,N/D,1000,N/D,N/D,N/D,N/D,N/D,4175,N/D,134084
Asia,SECCION XXII Operaciones Especiales.,110,6,16,31,46,5148,2,137,27,1931,371,N/D,47,372,109,10,133,19,35,18,2,6,2,11,4,2,43,1,1,315,31,N/D,N/D,15,N/D,N/D,2,444,2,140,7,108,144,N/D,N/D,20,112,76,6,556,4556,22,1,42,21,50,1,N/D,N/D,44,2,131,285,N/D,5,50,1,85,398,58,2974,9,3,26,711,14,31,22,65,13,1,50,N/D,105,23,59,49,192,919,18,2,18,55,302,13,2,6,34,146,1,30,N/D,833794,974168,7,4,1,20,633180,N/D,887,5,N/D,2,20,101,20,2,173,1074,10,5,21,12,1,58,170,10,N/D,120,N/D,N/D,N/D,N/D,983,74,3,1668,1,N/D,N/D,6711,566,42,350,40116,1800,1,400009,1,11429,46040,1,22887,52,13378,47,583,13376,1222,20,3637,212081,185092,52504,24547,24725,29828,41281,140958,181261,497697,96802,10208,133654,14544,N/D,27492,2872,9674,2721,30543,9698,132911,210,16829,17846,2791,43937,2880,62373,42,336814,639335,3405829,2883336,1000994,1684441,1650918,4110941,3070324,960132,1166471,1331445,1886427,3435939,2868756,2044182,1013141,1740589,1843572,42112713
