,Pais_vendedor,industria,Año,Mes,Monto
0,América Latina,Industrias Manufactureras,2000,Enero,30303804.0
1,América Latina,Industrias Manufactureras,2000,Febrero,21215828.0
2,América Latina,Industrias Manufactureras,2000,Marzo,31298113.0
3,América Latina,Industrias Manufactureras,2000,Abril,33358374.0
4,América Latina,Industrias Manufactureras,2000,Mayo,67373766.0
5,América Latina,Industrias Manufactureras,2000,Junio,58354363.0
6,América Latina,Industrias Manufactureras,2000,Julio,47566573.0
7,América Latina,Industrias Manufactureras,2000,Agosto,51311091.0
8,América Latina,Industrias Manufactureras,2000,Septiembre,36400806.0
9,América Latina,Industrias Manufactureras,2000,Octubre,50265853.0
10,América Latina,Industrias Manufactureras,2000,Noviembre,59435550.0
11,América Latina,Industrias Manufactureras,2000,Diciembre,68588145.0
12,América Latina,Industrias Manufactureras,2001,Enero,57938134.0
13,América Latina,Industrias Manufactureras,2001,Febrero,46262851.0
14,América Latina,Industrias Manufactureras,2001,Marzo,48055653.0
15,América Latina,Industrias Manufactureras,2001,Abril,49784064.0
16,América Latina,Industrias Manufactureras,2001,Mayo,45214985.0
17,América Latina,Industrias Manufactureras,2001,Junio,49105659.0
18,América Latina,Industrias Manufactureras,2001,Julio,45589735.0
19,América Latina,Industrias Manufactureras,2001,Agosto,49855900.0
20,América Latina,Industrias Manufactureras,2001,Septiembre,38361331.0
21,América Latina,Industrias Manufactureras,2001,Octubre,57897392.0
22,América Latina,Industrias Manufactureras,2001,Noviembre,65220179.0
23,América Latina,Industrias Manufactureras,2001,Diciembre,64940239.0
24,América Latina,Industrias Manufactureras,2002,Enero,94163049.0
25,América Latina,Industrias Manufactureras,2002,Febrero,99417244.0
26,América Latina,Industrias Manufactureras,2002,Marzo,88075618.0
27,América Latina,Industrias Manufactureras,2002,Abril,110902607.0
28,América Latina,Industrias Manufactureras,2002,Mayo,104016188.0
29,América Latina,Industrias Manufactureras,2002,Junio,97133436.0
30,América Latina,Industrias Manufactureras,2002,Julio,119852208.0
31,América Latina,Industrias Manufactureras,2002,Agosto,116905932.0
32,América Latina,Industrias Manufactureras,2002,Septiembre,105822789.0
33,América Latina,Industrias Manufactureras,2002,Octubre,88510929.0
34,América Latina,Industrias Manufactureras,2002,Noviembre,78349179.0
35,América Latina,Industrias Manufactureras,2002,Diciembre,47273455.0
36,América Latina,Industrias Manufactureras,2003,Enero,46694167.0
37,América Latina,Industrias Manufactureras,2003,Febrero,40837044.0
38,América Latina,Industrias Manufactureras,2003,Marzo,43506526.0
39,América Latina,Industrias Manufactureras,2003,Abril,42422261.0
40,América Latina,Industrias Manufactureras,2003,Mayo,42326146.0
41,América Latina,Industrias Manufactureras,2003,Junio,43984048.0
42,América Latina,Industrias Manufactureras,2003,Julio,47794592.0
43,América Latina,Industrias Manufactureras,2003,Agosto,46598094.0
44,América Latina,Industrias Manufactureras,2003,Septiembre,53631270.0
45,América Latina,Industrias Manufactureras,2003,Octubre,78031871.0
46,América Latina,Industrias Manufactureras,2003,Noviembre,49413318.0
47,América Latina,Industrias Manufactureras,2003,Diciembre,56161284.0
48,América Latina,Industrias Manufactureras,2004,Enero,70816305.0
49,América Latina,Industrias Manufactureras,2004,Febrero,62195805.0
50,América Latina,Industrias Manufactureras,2004,Marzo,100570403.0
51,América Latina,Industrias Manufactureras,2004,Abril,88780551.0
52,América Latina,Industrias Manufactureras,2004,Mayo,58209013.0
53,América Latina,Industrias Manufactureras,2004,Junio,64640043.0
54,América Latina,Industrias Manufactureras,2004,Julio,85844371.0
55,América Latina,Industrias Manufactureras,2004,Agosto,76197069.0
56,América Latina,Industrias Manufactureras,2004,Septiembre,67274917.0
57,América Latina,Industrias Manufactureras,2004,Octubre,61943896.0
58,América Latina,Industrias Manufactureras,2004,Noviembre,80848426.0
59,América Latina,Industrias Manufactureras,2004,Diciembre,74621759.0
60,América Latina,Industrias Manufactureras,2005,Enero,61038636.0
61,América Latina,Industrias Manufactureras,2005,Febrero,51568336.0
62,América Latina,Industrias Manufactureras,2005,Marzo,73243138.0
63,América Latina,Industrias Manufactureras,2005,Abril,66118516.0
64,América Latina,Industrias Manufactureras,2005,Mayo,68773677.0
65,América Latina,Industrias Manufactureras,2005,Junio,82790980.0
66,América Latina,Industrias Manufactureras,2005,Julio,104839583.0
67,América Latina,Industrias Manufactureras,2005,Agosto,117581911.0
68,América Latina,Industrias Manufactureras,2005,Septiembre,94207455.0
69,América Latina,Industrias Manufactureras,2005,Octubre,116852240.0
70,América Latina,Industrias Manufactureras,2005,Noviembre,121100488.0
71,América Latina,Industrias Manufactureras,2005,Diciembre,111085999.0
72,América Latina,Industrias Manufactureras,2006,Enero,82318605.0
73,América Latina,Industrias Manufactureras,2006,Febrero,90339504.0
74,América Latina,Industrias Manufactureras,2006,Marzo,86985485.0
75,América Latina,Industrias Manufactureras,2006,Abril,73265798.0
76,América Latina,Industrias Manufactureras,2006,Mayo,88800412.0
77,América Latina,Industrias Manufactureras,2006,Junio,99388049.0
78,América Latina,Industrias Manufactureras,2006,Julio,83248872.0
79,América Latina,Industrias Manufactureras,2006,Agosto,100900279.0
80,América Latina,Industrias Manufactureras,2006,Septiembre,90409916.0
81,América Latina,Industrias Manufactureras,2006,Octubre,112650151.0
82,América Latina,Industrias Manufactureras,2006,Noviembre,89172641.0
83,América Latina,Industrias Manufactureras,2006,Diciembre,83824073.0
84,América Latina,Industrias Manufactureras,2007,Enero,173383931.0
85,América Latina,Industrias Manufactureras,2007,Febrero,137620346.0
86,América Latina,Industrias Manufactureras,2007,Marzo,167429080.0
87,América Latina,Industrias Manufactureras,2007,Abril,186954470.0
88,América Latina,Industrias Manufactureras,2007,Mayo,185241784.0
89,América Latina,Industrias Manufactureras,2007,Junio,160762005.0
90,América Latina,Industrias Manufactureras,2007,Julio,161352545.0
91,América Latina,Industrias Manufactureras,2007,Agosto,158201706.0
92,América Latina,Industrias Manufactureras,2007,Septiembre,160675528.0
93,América Latina,Industrias Manufactureras,2007,Octubre,193517921.0
94,América Latina,Industrias Manufactureras,2007,Noviembre,155915638.0
95,América Latina,Industrias Manufactureras,2007,Diciembre,125454535.0
96,América Latina,Industrias Manufactureras,2008,Enero,142969123.0
97,América Latina,Industrias Manufactureras,2008,Febrero,185762144.0
98,América Latina,Industrias Manufactureras,2008,Marzo,175719537.0
99,América Latina,Industrias Manufactureras,2008,Abril,167633559.0
100,América Latina,Industrias Manufactureras,2008,Mayo,188798991.0
101,América Latina,Industrias Manufactureras,2008,Junio,173049095.0
102,América Latina,Industrias Manufactureras,2008,Julio,216982902.0
103,América Latina,Industrias Manufactureras,2008,Agosto,192931794.0
104,América Latina,Industrias Manufactureras,2008,Septiembre,185617274.0
105,América Latina,Industrias Manufactureras,2008,Octubre,216390035.0
106,América Latina,Industrias Manufactureras,2008,Noviembre,195733516.0
107,América Latina,Industrias Manufactureras,2008,Diciembre,226011900.0
108,América Latina,Industrias Manufactureras,2009,Enero,169074744.0
109,América Latina,Industrias Manufactureras,2009,Febrero,120808281.0
110,América Latina,Industrias Manufactureras,2009,Marzo,126221839.0
111,América Latina,Industrias Manufactureras,2009,Abril,107963658.0
112,América Latina,Industrias Manufactureras,2009,Mayo,147860317.0
113,América Latina,Industrias Manufactureras,2009,Junio,168078616.0
114,América Latina,Industrias Manufactureras,2009,Julio,122836145.0
115,América Latina,Industrias Manufactureras,2009,Agosto,137833053.0
116,América Latina,Industrias Manufactureras,2009,Septiembre,203449972.0
117,América Latina,Industrias Manufactureras,2009,Octubre,416553277.0
118,América Latina,Industrias Manufactureras,2009,Noviembre,239459585.0
119,América Latina,Industrias Manufactureras,2009,Diciembre,239902189.0
120,América Latina,Industrias Manufactureras,2010,Enero,164484754.0
121,América Latina,Industrias Manufactureras,2010,Febrero,191613145.0
122,América Latina,Industrias Manufactureras,2010,Marzo,224491370.0
123,América Latina,Industrias Manufactureras,2010,Abril,224914547.0
124,América Latina,Industrias Manufactureras,2010,Mayo,244726000.0
125,América Latina,Industrias Manufactureras,2010,Junio,222837407.0
126,América Latina,Industrias Manufactureras,2010,Julio,189126656.0
127,América Latina,Industrias Manufactureras,2010,Agosto,188078795.0
128,América Latina,Industrias Manufactureras,2010,Septiembre,161317628.0
129,América Latina,Industrias Manufactureras,2010,Octubre,193803969.0
130,América Latina,Industrias Manufactureras,2010,Noviembre,178149419.0
131,América Latina,Industrias Manufactureras,2010,Diciembre,212371990.0
132,América Latina,Industrias Manufactureras,2011,Enero,162352495.0
133,América Latina,Industrias Manufactureras,2011,Febrero,192255648.0
134,América Latina,Industrias Manufactureras,2011,Marzo,229174586.0
135,América Latina,Industrias Manufactureras,2011,Abril,279111700.0
136,América Latina,Industrias Manufactureras,2011,Mayo,271857054.0
137,América Latina,Industrias Manufactureras,2011,Junio,188807409.0
138,América Latina,Industrias Manufactureras,2011,Julio,194735384.0
139,América Latina,Industrias Manufactureras,2011,Agosto,215673476.0
140,América Latina,Industrias Manufactureras,2011,Septiembre,255879964.0
141,América Latina,Industrias Manufactureras,2011,Octubre,179458966.0
142,América Latina,Industrias Manufactureras,2011,Noviembre,231936781.0
143,América Latina,Industrias Manufactureras,2011,Diciembre,205705039.0
144,América Latina,Industrias Manufactureras,2012,Enero,179521864.0
145,América Latina,Industrias Manufactureras,2012,Febrero,225123869.0
146,América Latina,Industrias Manufactureras,2012,Marzo,196192275.0
147,América Latina,Industrias Manufactureras,2012,Abril,202483667.0
148,América Latina,Industrias Manufactureras,2012,Mayo,217766254.0
149,América Latina,Industrias Manufactureras,2012,Junio,216155808.0
150,América Latina,Industrias Manufactureras,2012,Julio,178188740.0
151,América Latina,Industrias Manufactureras,2012,Agosto,266421225.0
152,América Latina,Industrias Manufactureras,2012,Septiembre,222422759.0
153,América Latina,Industrias Manufactureras,2012,Octubre,214615694.0
154,América Latina,Industrias Manufactureras,2012,Noviembre,256102092.0
155,América Latina,Industrias Manufactureras,2012,Diciembre,231849593.0
156,América Latina,Industrias Manufactureras,2013,Enero,210409395.0
157,América Latina,Industrias Manufactureras,2013,Febrero,199971713.0
158,América Latina,Industrias Manufactureras,2013,Marzo,212006120.0
159,América Latina,Industrias Manufactureras,2013,Abril,267830634.0
160,América Latina,Industrias Manufactureras,2013,Mayo,305312833.0
161,América Latina,Industrias Manufactureras,2013,Junio,239556271.0
162,América Latina,Industrias Manufactureras,2013,Julio,269931521.0
163,América Latina,Industrias Manufactureras,2013,Agosto,238018264.0
164,América Latina,Industrias Manufactureras,2013,Septiembre,265955898.0
165,América Latina,Industrias Manufactureras,2013,Octubre,248980770.0
166,América Latina,Industrias Manufactureras,2013,Noviembre,248957691.0
167,América Latina,Industrias Manufactureras,2013,Diciembre,292384369.0
168,América Latina,Industrias Manufactureras,2014,Enero,175699354.0
169,América Latina,Industrias Manufactureras,2014,Febrero,174018843.0
170,América Latina,Industrias Manufactureras,2014,Marzo,201835711.0
171,América Latina,Industrias Manufactureras,2014,Abril,180696407.0
172,América Latina,Industrias Manufactureras,2014,Mayo,206918302.0
173,América Latina,Industrias Manufactureras,2014,Junio,228100702.0
174,América Latina,Industrias Manufactureras,2014,Julio,194318094.0
175,América Latina,Industrias Manufactureras,2014,Agosto,167260380.0
176,América Latina,Industrias Manufactureras,2014,Septiembre,129665136.0
177,América Latina,Industrias Manufactureras,2014,Octubre,180829300.0
178,América Latina,Industrias Manufactureras,2014,Noviembre,177432478.0
179,América Latina,Industrias Manufactureras,2014,Diciembre,166632076.0
180,América Latina,Industrias Manufactureras,2015,Enero,123961510.0
181,América Latina,Industrias Manufactureras,2015,Febrero,139909666.0
182,América Latina,Industrias Manufactureras,2015,Marzo,303032201.0
183,América Latina,Industrias Manufactureras,2015,Abril,262998464.0
184,América Latina,Industrias Manufactureras,2015,Mayo,138106612.0
185,América Latina,Industrias Manufactureras,2015,Junio,127957782.0
186,América Latina,Industrias Manufactureras,2015,Julio,123690625.0
187,América Latina,Industrias Manufactureras,2015,Agosto,118721027.0
188,América Latina,Industrias Manufactureras,2015,Septiembre,136223383.0
189,América Latina,Industrias Manufactureras,2015,Octubre,117995385.0
190,América Latina,Industrias Manufactureras,2015,Noviembre,120868106.0
191,América Latina,Industrias Manufactureras,2015,Diciembre,138478193.0
192,América Latina,Industrias Manufactureras,2016,Enero,133522068.0
193,América Latina,Industrias Manufactureras,2016,Febrero,146672736.0
194,América Latina,Industrias Manufactureras,2016,Marzo,148917364.0
195,América Latina,Industrias Manufactureras,2016,Abril,127890003.0
196,América Latina,Industrias Manufactureras,2016,Mayo,172840193.0
197,América Latina,Industrias Manufactureras,2016,Junio,168955795.0
198,América Latina,Industrias Manufactureras,2016,Julio,213204462.0
199,América Latina,Industrias Manufactureras,2016,Agosto,151413168.0
200,América Latina,Industrias Manufactureras,2016,Septiembre,135145030.0
201,América Latina,Industrias Manufactureras,2016,Octubre,197032253.0
202,América Latina,Industrias Manufactureras,2016,Noviembre,178447140.0
203,América Latina,Industrias Manufactureras,2016,Diciembre,173112296.0
204,América Latina,Industrias Manufactureras,2017,Enero,195899079.0
205,América Latina,Industrias Manufactureras,2017,Febrero,183503634.0
206,América Latina,Industrias Manufactureras,2017,Marzo,152810474.0
207,América Latina,Industrias Manufactureras,2017,Abril,207662307.0
208,América Latina,Industrias Manufactureras,2017,Mayo,185470521.0
209,América Latina,Industrias Manufactureras,2017,Junio,191672524.0
210,América Latina,Industrias Manufactureras,2017,Julio,168500082.0
211,América Latina,Industrias Extractivas,2000,Enero,11784.0
212,América Latina,Industrias Extractivas,2000,Febrero,3905.0
213,América Latina,Industrias Extractivas,2000,Marzo,13294.0
214,América Latina,Industrias Extractivas,2000,Abril,6313.0
215,América Latina,Industrias Extractivas,2000,Mayo,58568.0
216,América Latina,Industrias Extractivas,2000,Junio,13928.0
217,América Latina,Industrias Extractivas,2000,Julio,2357.0
218,América Latina,Industrias Extractivas,2000,Agosto,5833.0
219,América Latina,Industrias Extractivas,2000,Septiembre,16943.0
220,América Latina,Industrias Extractivas,2000,Octubre,5444.0
221,América Latina,Industrias Extractivas,2000,Noviembre,4466.0
222,América Latina,Industrias Extractivas,2000,Diciembre,2490.0
223,América Latina,Industrias Extractivas,2001,Enero,19462.0
224,América Latina,Industrias Extractivas,2001,Febrero,1567.0
225,América Latina,Industrias Extractivas,2001,Marzo,1847.0
226,América Latina,Industrias Extractivas,2001,Abril,15944.0
227,América Latina,Industrias Extractivas,2001,Mayo,1884.0
228,América Latina,Industrias Extractivas,2001,Junio,1456.0
229,América Latina,Industrias Extractivas,2001,Julio,1591.0
230,América Latina,Industrias Extractivas,2001,Agosto,2609.0
231,América Latina,Industrias Extractivas,2001,Septiembre,1672.0
232,América Latina,Industrias Extractivas,2001,Octubre,1934.0
233,América Latina,Industrias Extractivas,2001,Noviembre,1794.0
234,América Latina,Industrias Extractivas,2001,Diciembre,1599.0
235,América Latina,Industrias Extractivas,2002,Enero,5.0
236,América Latina,Industrias Extractivas,2002,Febrero,0.0
237,América Latina,Industrias Extractivas,2002,Marzo,0.0
238,América Latina,Industrias Extractivas,2002,Abril,0.0
239,América Latina,Industrias Extractivas,2002,Mayo,33656.0
240,América Latina,Industrias Extractivas,2002,Junio,91111.0
241,América Latina,Industrias Extractivas,2002,Julio,536973.0
242,América Latina,Industrias Extractivas,2002,Agosto,2375953.0
243,América Latina,Industrias Extractivas,2002,Septiembre,30191.0
244,América Latina,Industrias Extractivas,2002,Octubre,0.0
245,América Latina,Industrias Extractivas,2002,Noviembre,1147133.0
246,América Latina,Industrias Extractivas,2002,Diciembre,5.0
247,América Latina,Industrias Extractivas,2003,Enero,0.0
248,América Latina,Industrias Extractivas,2003,Febrero,126.0
249,América Latina,Industrias Extractivas,2003,Marzo,11137.0
250,América Latina,Industrias Extractivas,2003,Abril,7910.0
251,América Latina,Industrias Extractivas,2003,Mayo,98.0
252,América Latina,Industrias Extractivas,2003,Junio,10722.0
253,América Latina,Industrias Extractivas,2003,Julio,2425.0
254,América Latina,Industrias Extractivas,2003,Agosto,0.0
255,América Latina,Industrias Extractivas,2003,Septiembre,5574.0
256,América Latina,Industrias Extractivas,2003,Octubre,0.0
257,América Latina,Industrias Extractivas,2003,Noviembre,0.0
258,América Latina,Industrias Extractivas,2003,Diciembre,28.0
259,América Latina,Industrias Extractivas,2004,Enero,188140.0
260,América Latina,Industrias Extractivas,2004,Febrero,186740.0
261,América Latina,Industrias Extractivas,2004,Marzo,182400.0
262,América Latina,Industrias Extractivas,2004,Abril,181040.0
263,América Latina,Industrias Extractivas,2004,Mayo,451807.0
264,América Latina,Industrias Extractivas,2004,Junio,13008.0
265,América Latina,Industrias Extractivas,2004,Julio,244405.0
266,América Latina,Industrias Extractivas,2004,Agosto,219200.0
267,América Latina,Industrias Extractivas,2004,Septiembre,249562.0
268,América Latina,Industrias Extractivas,2004,Octubre,128578.0
269,América Latina,Industrias Extractivas,2004,Noviembre,363450.0
270,América Latina,Industrias Extractivas,2004,Diciembre,3118.0
271,América Latina,Industrias Extractivas,2005,Enero,260438.0
272,América Latina,Industrias Extractivas,2005,Febrero,119.0
273,América Latina,Industrias Extractivas,2005,Marzo,408983.0
274,América Latina,Industrias Extractivas,2005,Abril,230878.0
275,América Latina,Industrias Extractivas,2005,Mayo,133660.0
276,América Latina,Industrias Extractivas,2005,Junio,253923.0
277,América Latina,Industrias Extractivas,2005,Julio,609120.0
278,América Latina,Industrias Extractivas,2005,Agosto,126000.0
279,América Latina,Industrias Extractivas,2005,Septiembre,267246.0
280,América Latina,Industrias Extractivas,2005,Octubre,140000.0
281,América Latina,Industrias Extractivas,2005,Noviembre,392150.0
282,América Latina,Industrias Extractivas,2005,Diciembre,370400.0
283,América Latina,Industrias Extractivas,2006,Enero,361800.0
284,América Latina,Industrias Extractivas,2006,Febrero,147000.0
285,América Latina,Industrias Extractivas,2006,Marzo,324400.0
286,América Latina,Industrias Extractivas,2006,Abril,0.0
287,América Latina,Industrias Extractivas,2006,Mayo,290901.0
288,América Latina,Industrias Extractivas,2006,Junio,365600.0
289,América Latina,Industrias Extractivas,2006,Julio,431280.0
290,América Latina,Industrias Extractivas,2006,Agosto,562344.0
291,América Latina,Industrias Extractivas,2006,Septiembre,10598.0
292,América Latina,Industrias Extractivas,2006,Octubre,599146.0
293,América Latina,Industrias Extractivas,2006,Noviembre,131098.0
294,América Latina,Industrias Extractivas,2006,Diciembre,97320.0
295,América Latina,Industrias Extractivas,2007,Enero,466027.0
296,América Latina,Industrias Extractivas,2007,Febrero,176880.0
297,América Latina,Industrias Extractivas,2007,Marzo,178980.0
298,América Latina,Industrias Extractivas,2007,Abril,0.0
299,América Latina,Industrias Extractivas,2007,Mayo,530181.0
300,América Latina,Industrias Extractivas,2007,Junio,457010.0
301,América Latina,Industrias Extractivas,2007,Julio,457001.0
302,América Latina,Industrias Extractivas,2007,Agosto,420833.0
303,América Latina,Industrias Extractivas,2007,Septiembre,310426.0
304,América Latina,Industrias Extractivas,2007,Octubre,7855.0
305,América Latina,Industrias Extractivas,2007,Noviembre,675060.0
306,América Latina,Industrias Extractivas,2007,Diciembre,2.0
307,América Latina,Industrias Extractivas,2008,Enero,655904.0
308,América Latina,Industrias Extractivas,2008,Febrero,563530.0
309,América Latina,Industrias Extractivas,2008,Marzo,23655.0
310,América Latina,Industrias Extractivas,2008,Abril,197649.0
311,América Latina,Industrias Extractivas,2008,Mayo,247918.0
312,América Latina,Industrias Extractivas,2008,Junio,573111.0
313,América Latina,Industrias Extractivas,2008,Julio,409498.0
314,América Latina,Industrias Extractivas,2008,Agosto,203452.0
315,América Latina,Industrias Extractivas,2008,Septiembre,204099.0
316,América Latina,Industrias Extractivas,2008,Octubre,764818.0
317,América Latina,Industrias Extractivas,2008,Noviembre,516032.0
318,América Latina,Industrias Extractivas,2008,Diciembre,16383.0
319,América Latina,Industrias Extractivas,2009,Enero,27035.0
320,América Latina,Industrias Extractivas,2009,Febrero,96973.0
321,América Latina,Industrias Extractivas,2009,Marzo,1328482.0
322,América Latina,Industrias Extractivas,2009,Abril,1031390.0
323,América Latina,Industrias Extractivas,2009,Mayo,641057.0
324,América Latina,Industrias Extractivas,2009,Junio,546778.0
325,América Latina,Industrias Extractivas,2009,Julio,598081.0
326,América Latina,Industrias Extractivas,2009,Agosto,154881.0
327,América Latina,Industrias Extractivas,2009,Septiembre,812384.0
328,América Latina,Industrias Extractivas,2009,Octubre,111027.0
329,América Latina,Industrias Extractivas,2009,Noviembre,273476.0
330,América Latina,Industrias Extractivas,2009,Diciembre,404212.0
331,América Latina,Industrias Extractivas,2010,Enero,144756.0
332,América Latina,Industrias Extractivas,2010,Febrero,952593.0
333,América Latina,Industrias Extractivas,2010,Marzo,561207.0
334,América Latina,Industrias Extractivas,2010,Abril,145775.0
335,América Latina,Industrias Extractivas,2010,Mayo,261958.0
336,América Latina,Industrias Extractivas,2010,Junio,292034.0
337,América Latina,Industrias Extractivas,2010,Julio,859162.0
338,América Latina,Industrias Extractivas,2010,Agosto,973867.0
339,América Latina,Industrias Extractivas,2010,Septiembre,1167848.0
340,América Latina,Industrias Extractivas,2010,Octubre,305790.0
341,América Latina,Industrias Extractivas,2010,Noviembre,128575.0
342,América Latina,Industrias Extractivas,2010,Diciembre,719147.0
343,América Latina,Industrias Extractivas,2011,Enero,590208.0
344,América Latina,Industrias Extractivas,2011,Febrero,507742.0
345,América Latina,Industrias Extractivas,2011,Marzo,601283.0
346,América Latina,Industrias Extractivas,2011,Abril,199175.0
347,América Latina,Industrias Extractivas,2011,Mayo,146561.0
348,América Latina,Industrias Extractivas,2011,Junio,1040960.0
349,América Latina,Industrias Extractivas,2011,Julio,934957.0
350,América Latina,Industrias Extractivas,2011,Agosto,390146.0
351,América Latina,Industrias Extractivas,2011,Septiembre,664340.0
352,América Latina,Industrias Extractivas,2011,Octubre,158842.0
353,América Latina,Industrias Extractivas,2011,Noviembre,257975.0
354,América Latina,Industrias Extractivas,2011,Diciembre,379072.0
355,América Latina,Industrias Extractivas,2012,Enero,371374.0
356,América Latina,Industrias Extractivas,2012,Febrero,75034.0
357,América Latina,Industrias Extractivas,2012,Marzo,320585.0
358,América Latina,Industrias Extractivas,2012,Abril,831202.0
359,América Latina,Industrias Extractivas,2012,Mayo,881153.0
360,América Latina,Industrias Extractivas,2012,Junio,1221126.0
361,América Latina,Industrias Extractivas,2012,Julio,1307812.0
362,América Latina,Industrias Extractivas,2012,Agosto,2376047.0
363,América Latina,Industrias Extractivas,2012,Septiembre,1474529.0
364,América Latina,Industrias Extractivas,2012,Octubre,1769702.0
365,América Latina,Industrias Extractivas,2012,Noviembre,104975.0
366,América Latina,Industrias Extractivas,2012,Diciembre,237132.0
367,América Latina,Industrias Extractivas,2013,Enero,228164.0
368,América Latina,Industrias Extractivas,2013,Febrero,863924.0
369,América Latina,Industrias Extractivas,2013,Marzo,98100.0
370,América Latina,Industrias Extractivas,2013,Abril,12730.0
371,América Latina,Industrias Extractivas,2013,Mayo,291730.0
372,América Latina,Industrias Extractivas,2013,Junio,697200.0
373,América Latina,Industrias Extractivas,2013,Julio,402420.0
374,América Latina,Industrias Extractivas,2013,Agosto,476071.0
375,América Latina,Industrias Extractivas,2013,Septiembre,75081.0
376,América Latina,Industrias Extractivas,2013,Octubre,35040.0
377,América Latina,Industrias Extractivas,2013,Noviembre,37707.0
378,América Latina,Industrias Extractivas,2013,Diciembre,55635.0
379,América Latina,Industrias Extractivas,2014,Enero,5239.0
380,América Latina,Industrias Extractivas,2014,Febrero,1013454.0
381,América Latina,Industrias Extractivas,2014,Marzo,49600.0
382,América Latina,Industrias Extractivas,2014,Abril,11811.0
383,América Latina,Industrias Extractivas,2014,Mayo,4543.0
384,América Latina,Industrias Extractivas,2014,Junio,206211.0
385,América Latina,Industrias Extractivas,2014,Julio,209999.0
386,América Latina,Industrias Extractivas,2014,Agosto,627515.0
387,América Latina,Industrias Extractivas,2014,Septiembre,47065.0
388,América Latina,Industrias Extractivas,2014,Octubre,583761.0
389,América Latina,Industrias Extractivas,2014,Noviembre,1958087.0
390,América Latina,Industrias Extractivas,2014,Diciembre,820724.0
391,América Latina,Industrias Extractivas,2015,Enero,22467.0
392,América Latina,Industrias Extractivas,2015,Febrero,3879799.0
393,América Latina,Industrias Extractivas,2015,Marzo,2109869.0
394,América Latina,Industrias Extractivas,2015,Abril,53979.0
395,América Latina,Industrias Extractivas,2015,Mayo,497883.0
396,América Latina,Industrias Extractivas,2015,Junio,2056252.0
397,América Latina,Industrias Extractivas,2015,Julio,2341176.0
398,América Latina,Industrias Extractivas,2015,Agosto,1538518.0
399,América Latina,Industrias Extractivas,2015,Septiembre,818052.0
400,América Latina,Industrias Extractivas,2015,Octubre,288651.0
401,América Latina,Industrias Extractivas,2015,Noviembre,334820.0
402,América Latina,Industrias Extractivas,2015,Diciembre,37763.0
403,América Latina,Industrias Extractivas,2016,Enero,58921.0
404,América Latina,Industrias Extractivas,2016,Febrero,152841.0
405,América Latina,Industrias Extractivas,2016,Marzo,147291.0
406,América Latina,Industrias Extractivas,2016,Abril,128104.0
407,América Latina,Industrias Extractivas,2016,Mayo,40884.0
408,América Latina,Industrias Extractivas,2016,Junio,883591.0
409,América Latina,Industrias Extractivas,2016,Julio,1136920.0
410,América Latina,Industrias Extractivas,2016,Agosto,1052825.0
411,América Latina,Industrias Extractivas,2016,Septiembre,354837.0
412,América Latina,Industrias Extractivas,2016,Octubre,81955.0
413,América Latina,Industrias Extractivas,2016,Noviembre,185732.0
414,América Latina,Industrias Extractivas,2016,Diciembre,158012.0
415,América Latina,Industrias Extractivas,2017,Enero,57106.0
416,América Latina,Industrias Extractivas,2017,Febrero,203345.0
417,América Latina,Industrias Extractivas,2017,Marzo,109154.0
418,América Latina,Industrias Extractivas,2017,Abril,161584.0
419,América Latina,Industrias Extractivas,2017,Mayo,573661.0
420,América Latina,Industrias Extractivas,2017,Junio,354813.0
421,América Latina,Industrias Extractivas,2017,Julio,325428.0
422,América Latina,Agricultura y Silvicultura,2000,Enero,2106963.0
423,América Latina,Agricultura y Silvicultura,2000,Febrero,1610707.0
424,América Latina,Agricultura y Silvicultura,2000,Marzo,1589039.0
425,América Latina,Agricultura y Silvicultura,2000,Abril,2305238.0
426,América Latina,Agricultura y Silvicultura,2000,Mayo,1352984.0
427,América Latina,Agricultura y Silvicultura,2000,Junio,1621238.0
428,América Latina,Agricultura y Silvicultura,2000,Julio,495612.0
429,América Latina,Agricultura y Silvicultura,2000,Agosto,1742965.0
430,América Latina,Agricultura y Silvicultura,2000,Septiembre,3209655.0
431,América Latina,Agricultura y Silvicultura,2000,Octubre,2751565.0
432,América Latina,Agricultura y Silvicultura,2000,Noviembre,3914674.0
433,América Latina,Agricultura y Silvicultura,2000,Diciembre,2934117.0
434,América Latina,Agricultura y Silvicultura,2001,Enero,1878267.0
435,América Latina,Agricultura y Silvicultura,2001,Febrero,5522663.0
436,América Latina,Agricultura y Silvicultura,2001,Marzo,4012482.0
437,América Latina,Agricultura y Silvicultura,2001,Abril,3452244.0
438,América Latina,Agricultura y Silvicultura,2001,Mayo,1849019.0
439,América Latina,Agricultura y Silvicultura,2001,Junio,993795.0
440,América Latina,Agricultura y Silvicultura,2001,Julio,1025942.0
441,América Latina,Agricultura y Silvicultura,2001,Agosto,840475.0
442,América Latina,Agricultura y Silvicultura,2001,Septiembre,506626.0
443,América Latina,Agricultura y Silvicultura,2001,Octubre,550553.0
444,América Latina,Agricultura y Silvicultura,2001,Noviembre,35280.0
445,América Latina,Agricultura y Silvicultura,2001,Diciembre,566522.0
446,América Latina,Agricultura y Silvicultura,2002,Enero,691095.0
447,América Latina,Agricultura y Silvicultura,2002,Febrero,894919.0
448,América Latina,Agricultura y Silvicultura,2002,Marzo,971472.0
