,Pais_vendedor,industria,Año,Mes,Monto
4364,Oceanía,Industrias Manufactureras,2012,Enero,15222252.0
4365,Oceanía,Industrias Manufactureras,2012,Febrero,21370773.0
4366,Oceanía,Industrias Manufactureras,2012,Marzo,20131333.0
4367,Oceanía,Industrias Manufactureras,2012,Abril,20825701.0
4368,Oceanía,Industrias Manufactureras,2012,Mayo,22605291.0
4369,Oceanía,Industrias Manufactureras,2012,Junio,16149917.0
4370,Oceanía,Industrias Manufactureras,2012,Julio,18801754.0
4371,Oceanía,Industrias Manufactureras,2012,Agosto,22207007.0
4372,Oceanía,Industrias Manufactureras,2012,Septiembre,13470299.0
4373,Oceanía,Industrias Manufactureras,2012,Octubre,11219416.0
4374,Oceanía,Industrias Manufactureras,2012,Noviembre,21017539.0
4375,Oceanía,Industrias Manufactureras,2012,Diciembre,16992157.0
4376,Oceanía,Industrias Manufactureras,2013,Enero,15471101.0
4377,Oceanía,Industrias Manufactureras,2013,Febrero,20653618.0
4378,Oceanía,Industrias Manufactureras,2013,Marzo,13410673.0
4379,Oceanía,Industrias Manufactureras,2013,Abril,9916877.0
4380,Oceanía,Industrias Manufactureras,2013,Mayo,20033682.0
4381,Oceanía,Industrias Manufactureras,2013,Junio,13621352.0
4382,Oceanía,Industrias Manufactureras,2013,Julio,20377852.0
4383,Oceanía,Industrias Manufactureras,2013,Agosto,11864067.0
4384,Oceanía,Industrias Manufactureras,2013,Septiembre,11847405.0
4385,Oceanía,Industrias Manufactureras,2013,Octubre,8311272.0
4386,Oceanía,Industrias Manufactureras,2013,Noviembre,16373436.0
4387,Oceanía,Industrias Manufactureras,2013,Diciembre,21652045.0
4388,Oceanía,Industrias Manufactureras,2014,Enero,9731969.0
4389,Oceanía,Industrias Manufactureras,2014,Febrero,9211839.0
4390,Oceanía,Industrias Manufactureras,2014,Marzo,8640624.0
4391,Oceanía,Industrias Manufactureras,2014,Abril,6798854.0
4392,Oceanía,Industrias Manufactureras,2014,Mayo,6667186.0
4393,Oceanía,Industrias Manufactureras,2014,Junio,11967677.0
4394,Oceanía,Industrias Manufactureras,2014,Julio,11899613.0
4395,Oceanía,Industrias Manufactureras,2014,Agosto,8095622.0
4396,Oceanía,Industrias Manufactureras,2014,Septiembre,6585954.0
4397,Oceanía,Industrias Manufactureras,2014,Octubre,6662723.0
4398,Oceanía,Industrias Manufactureras,2014,Noviembre,6160975.0
4399,Oceanía,Industrias Manufactureras,2014,Diciembre,6607813.0
4400,Oceanía,Industrias Manufactureras,2015,Enero,3167485.0
4401,Oceanía,Industrias Manufactureras,2015,Febrero,7811970.0
4402,Oceanía,Industrias Manufactureras,2015,Marzo,12125750.0
4403,Oceanía,Industrias Manufactureras,2015,Abril,10893982.0
4404,Oceanía,Industrias Manufactureras,2015,Mayo,10007212.0
4405,Oceanía,Industrias Manufactureras,2015,Junio,11769401.0
4406,Oceanía,Industrias Manufactureras,2015,Julio,7745566.0
4407,Oceanía,Industrias Manufactureras,2015,Agosto,6747282.0
4408,Oceanía,Industrias Manufactureras,2015,Septiembre,3696899.0
4409,Oceanía,Industrias Manufactureras,2015,Octubre,4315856.0
4410,Oceanía,Industrias Manufactureras,2015,Noviembre,4463877.0
4411,Oceanía,Industrias Manufactureras,2015,Diciembre,7502464.0
4412,Oceanía,Industrias Manufactureras,2016,Enero,5479656.0
4413,Oceanía,Industrias Manufactureras,2016,Febrero,7778160.0
4414,Oceanía,Industrias Manufactureras,2016,Marzo,11273057.0
4415,Oceanía,Industrias Manufactureras,2016,Abril,6573144.0
4416,Oceanía,Industrias Manufactureras,2016,Mayo,6746506.0
4417,Oceanía,Industrias Manufactureras,2016,Junio,6940414.0
4418,Oceanía,Industrias Manufactureras,2016,Julio,9411789.0
4419,Oceanía,Industrias Manufactureras,2016,Agosto,5839446.0
4420,Oceanía,Industrias Manufactureras,2016,Septiembre,5317112.0
4421,Oceanía,Industrias Manufactureras,2016,Octubre,9780717.0
4422,Oceanía,Industrias Manufactureras,2016,Noviembre,9550167.0
4423,Oceanía,Industrias Manufactureras,2016,Diciembre,11788121.0
4424,Oceanía,Industrias Manufactureras,2017,Enero,10008775.0
4425,Oceanía,Industrias Manufactureras,2017,Febrero,7876610.0
4426,Oceanía,Industrias Manufactureras,2017,Marzo,9142218.0
4427,Oceanía,Industrias Manufactureras,2017,Abril,9884360.0
4428,Oceanía,Industrias Manufactureras,2017,Mayo,9294484.0
4429,Oceanía,Industrias Manufactureras,2017,Junio,8989853.0
4430,Oceanía,Industrias Manufactureras,2017,Julio,6711600.0
4431,Oceanía,Industrias Extractivas,2000,Enero,0.0
4432,Oceanía,Industrias Extractivas,2000,Febrero,0.0
4433,Oceanía,Industrias Extractivas,2000,Marzo,0.0
4434,Oceanía,Industrias Extractivas,2000,Abril,0.0
4435,Oceanía,Industrias Extractivas,2000,Mayo,0.0
4436,Oceanía,Industrias Extractivas,2000,Junio,0.0
4437,Oceanía,Industrias Extractivas,2000,Julio,0.0
4438,Oceanía,Industrias Extractivas,2000,Agosto,0.0
4439,Oceanía,Industrias Extractivas,2000,Septiembre,0.0
4440,Oceanía,Industrias Extractivas,2000,Octubre,0.0
4441,Oceanía,Industrias Extractivas,2000,Noviembre,0.0
4442,Oceanía,Industrias Extractivas,2000,Diciembre,0.0
4443,Oceanía,Industrias Extractivas,2001,Enero,0.0
4444,Oceanía,Industrias Extractivas,2001,Febrero,0.0
4445,Oceanía,Industrias Extractivas,2001,Marzo,0.0
4446,Oceanía,Industrias Extractivas,2001,Abril,0.0
4447,Oceanía,Industrias Extractivas,2001,Mayo,0.0
4448,Oceanía,Industrias Extractivas,2001,Junio,0.0
4449,Oceanía,Industrias Extractivas,2001,Julio,0.0
4450,Oceanía,Industrias Extractivas,2001,Agosto,0.0
4451,Oceanía,Industrias Extractivas,2001,Septiembre,0.0
4452,Oceanía,Industrias Extractivas,2001,Octubre,0.0
4453,Oceanía,Industrias Extractivas,2001,Noviembre,0.0
4454,Oceanía,Industrias Extractivas,2001,Diciembre,0.0
4455,Oceanía,Industrias Extractivas,2002,Enero,2073.0
4456,Oceanía,Industrias Extractivas,2002,Febrero,0.0
4457,Oceanía,Industrias Extractivas,2002,Marzo,0.0
4458,Oceanía,Industrias Extractivas,2002,Abril,0.0
4459,Oceanía,Industrias Extractivas,2002,Mayo,0.0
4460,Oceanía,Industrias Extractivas,2002,Junio,7700.0
4461,Oceanía,Industrias Extractivas,2002,Julio,20.0
4462,Oceanía,Industrias Extractivas,2002,Agosto,0.0
4463,Oceanía,Industrias Extractivas,2002,Septiembre,7412.0
4464,Oceanía,Industrias Extractivas,2002,Octubre,0.0
4465,Oceanía,Industrias Extractivas,2002,Noviembre,0.0
4466,Oceanía,Industrias Extractivas,2002,Diciembre,0.0
4467,Oceanía,Industrias Extractivas,2003,Enero,0.0
4468,Oceanía,Industrias Extractivas,2003,Febrero,0.0
4469,Oceanía,Industrias Extractivas,2003,Marzo,0.0
4470,Oceanía,Industrias Extractivas,2003,Abril,0.0
4471,Oceanía,Industrias Extractivas,2003,Mayo,0.0
4472,Oceanía,Industrias Extractivas,2003,Junio,1.0
4473,Oceanía,Industrias Extractivas,2003,Julio,0.0
4474,Oceanía,Industrias Extractivas,2003,Agosto,0.0
4475,Oceanía,Industrias Extractivas,2003,Septiembre,0.0
4476,Oceanía,Industrias Extractivas,2003,Octubre,0.0
4477,Oceanía,Industrias Extractivas,2003,Noviembre,0.0
4478,Oceanía,Industrias Extractivas,2003,Diciembre,0.0
4479,Oceanía,Industrias Extractivas,2004,Enero,16071.0
4480,Oceanía,Industrias Extractivas,2004,Febrero,15750.0
4481,Oceanía,Industrias Extractivas,2004,Marzo,6333.0
4482,Oceanía,Industrias Extractivas,2004,Abril,19227.0
4483,Oceanía,Industrias Extractivas,2004,Mayo,6338.0
4484,Oceanía,Industrias Extractivas,2004,Junio,15266.0
4485,Oceanía,Industrias Extractivas,2004,Julio,15961.0
4486,Oceanía,Industrias Extractivas,2004,Agosto,15805.0
4487,Oceanía,Industrias Extractivas,2004,Septiembre,30005.0
4488,Oceanía,Industrias Extractivas,2004,Octubre,0.0
4489,Oceanía,Industrias Extractivas,2004,Noviembre,21603.0
4490,Oceanía,Industrias Extractivas,2004,Diciembre,0.0
4491,Oceanía,Industrias Extractivas,2005,Enero,14735.0
4492,Oceanía,Industrias Extractivas,2005,Febrero,15339.0
4493,Oceanía,Industrias Extractivas,2005,Marzo,14866.0
4494,Oceanía,Industrias Extractivas,2005,Abril,11946.0
4495,Oceanía,Industrias Extractivas,2005,Mayo,0.0
4496,Oceanía,Industrias Extractivas,2005,Junio,14778.0
4497,Oceanía,Industrias Extractivas,2005,Julio,22834.0
4498,Oceanía,Industrias Extractivas,2005,Agosto,23726.0
4499,Oceanía,Industrias Extractivas,2005,Septiembre,38154.0
4500,Oceanía,Industrias Extractivas,2005,Octubre,0.0
4501,Oceanía,Industrias Extractivas,2005,Noviembre,39361.0
4502,Oceanía,Industrias Extractivas,2005,Diciembre,21476.0
4503,Oceanía,Industrias Extractivas,2006,Enero,20898.0
4504,Oceanía,Industrias Extractivas,2006,Febrero,21415.0
4505,Oceanía,Industrias Extractivas,2006,Marzo,21420.0
4506,Oceanía,Industrias Extractivas,2006,Abril,64482.0
4507,Oceanía,Industrias Extractivas,2006,Mayo,75255.0
4508,Oceanía,Industrias Extractivas,2006,Junio,21496.0
4509,Oceanía,Industrias Extractivas,2006,Julio,20542.0
4510,Oceanía,Industrias Extractivas,2006,Agosto,20298.0
4511,Oceanía,Industrias Extractivas,2006,Septiembre,0.0
4512,Oceanía,Industrias Extractivas,2006,Octubre,0.0
4513,Oceanía,Industrias Extractivas,2006,Noviembre,0.0
4514,Oceanía,Industrias Extractivas,2006,Diciembre,0.0
4515,Oceanía,Industrias Extractivas,2007,Enero,19156.0
4516,Oceanía,Industrias Extractivas,2007,Febrero,23423.0
4517,Oceanía,Industrias Extractivas,2007,Marzo,24329.0
4518,Oceanía,Industrias Extractivas,2007,Abril,0.0
4519,Oceanía,Industrias Extractivas,2007,Mayo,47115.0
4520,Oceanía,Industrias Extractivas,2007,Junio,25595.0
4521,Oceanía,Industrias Extractivas,2007,Julio,25206.0
4522,Oceanía,Industrias Extractivas,2007,Agosto,52008.0
4523,Oceanía,Industrias Extractivas,2007,Septiembre,25886.0
4524,Oceanía,Industrias Extractivas,2007,Octubre,24037.0
4525,Oceanía,Industrias Extractivas,2007,Noviembre,24034.0
4526,Oceanía,Industrias Extractivas,2007,Diciembre,26211.0
4527,Oceanía,Industrias Extractivas,2008,Enero,46594.0
4528,Oceanía,Industrias Extractivas,2008,Febrero,50404.0
4529,Oceanía,Industrias Extractivas,2008,Marzo,270231.0
4530,Oceanía,Industrias Extractivas,2008,Abril,431175.0
4531,Oceanía,Industrias Extractivas,2008,Mayo,658090.0
4532,Oceanía,Industrias Extractivas,2008,Junio,534571.0
4533,Oceanía,Industrias Extractivas,2008,Julio,197835.0
4534,Oceanía,Industrias Extractivas,2008,Agosto,0.0
4535,Oceanía,Industrias Extractivas,2008,Septiembre,795893.0
4536,Oceanía,Industrias Extractivas,2008,Octubre,670782.0
4537,Oceanía,Industrias Extractivas,2008,Noviembre,250225.0
4538,Oceanía,Industrias Extractivas,2008,Diciembre,0.0
4539,Oceanía,Industrias Extractivas,2009,Enero,624361.0
4540,Oceanía,Industrias Extractivas,2009,Febrero,522051.0
4541,Oceanía,Industrias Extractivas,2009,Marzo,41870.0
4542,Oceanía,Industrias Extractivas,2009,Abril,553651.0
4543,Oceanía,Industrias Extractivas,2009,Mayo,785595.0
4544,Oceanía,Industrias Extractivas,2009,Junio,0.0
4545,Oceanía,Industrias Extractivas,2009,Julio,36939.0
4546,Oceanía,Industrias Extractivas,2009,Agosto,420220.0
4547,Oceanía,Industrias Extractivas,2009,Septiembre,35708.0
4548,Oceanía,Industrias Extractivas,2009,Octubre,1636218.0
4549,Oceanía,Industrias Extractivas,2009,Noviembre,387771.0
4550,Oceanía,Industrias Extractivas,2009,Diciembre,72563.0
4551,Oceanía,Industrias Extractivas,2010,Enero,1157807.0
4552,Oceanía,Industrias Extractivas,2010,Febrero,400595.0
4553,Oceanía,Industrias Extractivas,2010,Marzo,37258.0
4554,Oceanía,Industrias Extractivas,2010,Abril,235727.0
4555,Oceanía,Industrias Extractivas,2010,Mayo,2819919.0
4556,Oceanía,Industrias Extractivas,2010,Junio,5577003.0
4557,Oceanía,Industrias Extractivas,2010,Julio,108212.0
4558,Oceanía,Industrias Extractivas,2010,Agosto,631294.0
4559,Oceanía,Industrias Extractivas,2010,Septiembre,8521781.0
4560,Oceanía,Industrias Extractivas,2010,Octubre,5532153.0
4561,Oceanía,Industrias Extractivas,2010,Noviembre,445266.0
4562,Oceanía,Industrias Extractivas,2010,Diciembre,407971.0
4563,Oceanía,Industrias Extractivas,2011,Enero,309848.0
4564,Oceanía,Industrias Extractivas,2011,Febrero,3737744.0
4565,Oceanía,Industrias Extractivas,2011,Marzo,413428.0
4566,Oceanía,Industrias Extractivas,2011,Abril,8621861.0
4567,Oceanía,Industrias Extractivas,2011,Mayo,477991.0
4568,Oceanía,Industrias Extractivas,2011,Junio,555363.0
4569,Oceanía,Industrias Extractivas,2011,Julio,5351445.0
4570,Oceanía,Industrias Extractivas,2011,Agosto,5671217.0
4571,Oceanía,Industrias Extractivas,2011,Septiembre,790267.0
4572,Oceanía,Industrias Extractivas,2011,Octubre,464003.0
4573,Oceanía,Industrias Extractivas,2011,Noviembre,1472354.0
4574,Oceanía,Industrias Extractivas,2011,Diciembre,0.0
4575,Oceanía,Industrias Extractivas,2012,Enero,822894.0
4576,Oceanía,Industrias Extractivas,2012,Febrero,3074851.0
4577,Oceanía,Industrias Extractivas,2012,Marzo,860131.0
4578,Oceanía,Industrias Extractivas,2012,Abril,86991.0
4579,Oceanía,Industrias Extractivas,2012,Mayo,66175.0
4580,Oceanía,Industrias Extractivas,2012,Junio,65166.0
4581,Oceanía,Industrias Extractivas,2012,Julio,0.0
4582,Oceanía,Industrias Extractivas,2012,Agosto,66342.0
4583,Oceanía,Industrias Extractivas,2012,Septiembre,7593507.0
4584,Oceanía,Industrias Extractivas,2012,Octubre,0.0
4585,Oceanía,Industrias Extractivas,2012,Noviembre,88192.0
4586,Oceanía,Industrias Extractivas,2012,Diciembre,0.0
4587,Oceanía,Industrias Extractivas,2013,Enero,1062544.0
4588,Oceanía,Industrias Extractivas,2013,Febrero,8600986.0
4589,Oceanía,Industrias Extractivas,2013,Marzo,0.0
4590,Oceanía,Industrias Extractivas,2013,Abril,0.0
4591,Oceanía,Industrias Extractivas,2013,Mayo,3927104.0
4592,Oceanía,Industrias Extractivas,2013,Junio,0.0
4593,Oceanía,Industrias Extractivas,2013,Julio,384671.0
4594,Oceanía,Industrias Extractivas,2013,Agosto,0.0
4595,Oceanía,Industrias Extractivas,2013,Septiembre,5702928.0
4596,Oceanía,Industrias Extractivas,2013,Octubre,114211.0
4597,Oceanía,Industrias Extractivas,2013,Noviembre,5308042.0
4598,Oceanía,Industrias Extractivas,2013,Diciembre,1.0
4599,Oceanía,Industrias Extractivas,2014,Enero,0.0
4600,Oceanía,Industrias Extractivas,2014,Febrero,0.0
4601,Oceanía,Industrias Extractivas,2014,Marzo,244248.0
4602,Oceanía,Industrias Extractivas,2014,Abril,490792.0
4603,Oceanía,Industrias Extractivas,2014,Mayo,275823.0
4604,Oceanía,Industrias Extractivas,2014,Junio,693826.0
4605,Oceanía,Industrias Extractivas,2014,Julio,490655.0
4606,Oceanía,Industrias Extractivas,2014,Agosto,0.0
4607,Oceanía,Industrias Extractivas,2014,Septiembre,0.0
4608,Oceanía,Industrias Extractivas,2014,Octubre,320997.0
4609,Oceanía,Industrias Extractivas,2014,Noviembre,347668.0
4610,Oceanía,Industrias Extractivas,2014,Diciembre,243433.0
4611,Oceanía,Industrias Extractivas,2015,Enero,339621.0
4612,Oceanía,Industrias Extractivas,2015,Febrero,241574.0
4613,Oceanía,Industrias Extractivas,2015,Marzo,0.0
4614,Oceanía,Industrias Extractivas,2015,Abril,379254.0
4615,Oceanía,Industrias Extractivas,2015,Mayo,0.0
4616,Oceanía,Industrias Extractivas,2015,Junio,107005.0
4617,Oceanía,Industrias Extractivas,2015,Julio,134895.0
4618,Oceanía,Industrias Extractivas,2015,Agosto,1.0
4619,Oceanía,Industrias Extractivas,2015,Septiembre,0.0
4620,Oceanía,Industrias Extractivas,2015,Octubre,0.0
4621,Oceanía,Industrias Extractivas,2015,Noviembre,0.0
4622,Oceanía,Industrias Extractivas,2015,Diciembre,10.0
4623,Oceanía,Industrias Extractivas,2016,Enero,0.0
4624,Oceanía,Industrias Extractivas,2016,Febrero,0.0
4625,Oceanía,Industrias Extractivas,2016,Marzo,41900.0
4626,Oceanía,Industrias Extractivas,2016,Abril,86208.0
4627,Oceanía,Industrias Extractivas,2016,Mayo,42997.0
4628,Oceanía,Industrias Extractivas,2016,Junio,0.0
4629,Oceanía,Industrias Extractivas,2016,Julio,388167.0
4630,Oceanía,Industrias Extractivas,2016,Agosto,532874.0
4631,Oceanía,Industrias Extractivas,2016,Septiembre,0.0
4632,Oceanía,Industrias Extractivas,2016,Octubre,333367.0
4633,Oceanía,Industrias Extractivas,2016,Noviembre,304253.0
4634,Oceanía,Industrias Extractivas,2016,Diciembre,42338.0
4635,Oceanía,Industrias Extractivas,2017,Enero,0.0
4636,Oceanía,Industrias Extractivas,2017,Febrero,385550.0
4637,Oceanía,Industrias Extractivas,2017,Marzo,393614.0
4638,Oceanía,Industrias Extractivas,2017,Abril,462834.0
4639,Oceanía,Industrias Extractivas,2017,Mayo,452665.0
4640,Oceanía,Industrias Extractivas,2017,Junio,496376.0
4641,Oceanía,Industrias Extractivas,2017,Julio,0.0
4642,Oceanía,Agricultura y Silvicultura,2000,Enero,6851561.0
4643,Oceanía,Agricultura y Silvicultura,2000,Febrero,0.0
4644,Oceanía,Agricultura y Silvicultura,2000,Marzo,7177500.0
4645,Oceanía,Agricultura y Silvicultura,2000,Abril,7018099.0
4646,Oceanía,Agricultura y Silvicultura,2000,Mayo,0.0
4647,Oceanía,Agricultura y Silvicultura,2000,Junio,0.0
4648,Oceanía,Agricultura y Silvicultura,2000,Julio,0.0
4649,Oceanía,Agricultura y Silvicultura,2000,Agosto,0.0
4650,Oceanía,Agricultura y Silvicultura,2000,Septiembre,0.0
4651,Oceanía,Agricultura y Silvicultura,2000,Octubre,0.0
4652,Oceanía,Agricultura y Silvicultura,2000,Noviembre,0.0
4653,Oceanía,Agricultura y Silvicultura,2000,Diciembre,0.0
4654,Oceanía,Agricultura y Silvicultura,2001,Enero,0.0
4655,Oceanía,Agricultura y Silvicultura,2001,Febrero,0.0
4656,Oceanía,Agricultura y Silvicultura,2001,Marzo,0.0
4657,Oceanía,Agricultura y Silvicultura,2001,Abril,0.0
4658,Oceanía,Agricultura y Silvicultura,2001,Mayo,0.0
4659,Oceanía,Agricultura y Silvicultura,2001,Junio,0.0
4660,Oceanía,Agricultura y Silvicultura,2001,Julio,0.0
4661,Oceanía,Agricultura y Silvicultura,2001,Agosto,0.0
4662,Oceanía,Agricultura y Silvicultura,2001,Septiembre,0.0
4663,Oceanía,Agricultura y Silvicultura,2001,Octubre,0.0
4664,Oceanía,Agricultura y Silvicultura,2001,Noviembre,0.0
4665,Oceanía,Agricultura y Silvicultura,2001,Diciembre,0.0
4666,Oceanía,Agricultura y Silvicultura,2002,Enero,0.0
4667,Oceanía,Agricultura y Silvicultura,2002,Febrero,0.0
4668,Oceanía,Agricultura y Silvicultura,2002,Marzo,502500.0
4669,Oceanía,Agricultura y Silvicultura,2002,Abril,2812778.0
4670,Oceanía,Agricultura y Silvicultura,2002,Mayo,268000.0
4671,Oceanía,Agricultura y Silvicultura,2002,Junio,604057.0
4672,Oceanía,Agricultura y Silvicultura,2002,Julio,0.0
4673,Oceanía,Agricultura y Silvicultura,2002,Agosto,0.0
4674,Oceanía,Agricultura y Silvicultura,2002,Septiembre,0.0
4675,Oceanía,Agricultura y Silvicultura,2002,Octubre,0.0
4676,Oceanía,Agricultura y Silvicultura,2002,Noviembre,0.0
4677,Oceanía,Agricultura y Silvicultura,2002,Diciembre,0.0
4678,Oceanía,Agricultura y Silvicultura,2003,Enero,0.0
4679,Oceanía,Agricultura y Silvicultura,2003,Febrero,0.0
4680,Oceanía,Agricultura y Silvicultura,2003,Marzo,0.0
4681,Oceanía,Agricultura y Silvicultura,2003,Abril,0.0
4682,Oceanía,Agricultura y Silvicultura,2003,Mayo,0.0
4683,Oceanía,Agricultura y Silvicultura,2003,Junio,0.0
4684,Oceanía,Agricultura y Silvicultura,2003,Julio,0.0
4685,Oceanía,Agricultura y Silvicultura,2003,Agosto,0.0
4686,Oceanía,Agricultura y Silvicultura,2003,Septiembre,0.0
4687,Oceanía,Agricultura y Silvicultura,2003,Octubre,0.0
4688,Oceanía,Agricultura y Silvicultura,2003,Noviembre,0.0
4689,Oceanía,Agricultura y Silvicultura,2003,Diciembre,0.0
4690,Oceanía,Agricultura y Silvicultura,2004,Enero,0.0
4691,Oceanía,Agricultura y Silvicultura,2004,Febrero,0.0
4692,Oceanía,Agricultura y Silvicultura,2004,Marzo,917763.0
4693,Oceanía,Agricultura y Silvicultura,2004,Abril,0.0
4694,Oceanía,Agricultura y Silvicultura,2004,Mayo,0.0
4695,Oceanía,Agricultura y Silvicultura,2004,Junio,0.0
4696,Oceanía,Agricultura y Silvicultura,2004,Julio,0.0
4697,Oceanía,Agricultura y Silvicultura,2004,Agosto,1592928.0
4698,Oceanía,Agricultura y Silvicultura,2004,Septiembre,0.0
4699,Oceanía,Agricultura y Silvicultura,2004,Octubre,0.0
4700,Oceanía,Agricultura y Silvicultura,2004,Noviembre,0.0
4701,Oceanía,Agricultura y Silvicultura,2004,Diciembre,139248.0
4702,Oceanía,Agricultura y Silvicultura,2005,Enero,0.0
4703,Oceanía,Agricultura y Silvicultura,2005,Febrero,0.0
4704,Oceanía,Agricultura y Silvicultura,2005,Marzo,0.0
4705,Oceanía,Agricultura y Silvicultura,2005,Abril,0.0
4706,Oceanía,Agricultura y Silvicultura,2005,Mayo,0.0
4707,Oceanía,Agricultura y Silvicultura,2005,Junio,2275211.0
4708,Oceanía,Agricultura y Silvicultura,2005,Julio,0.0
4709,Oceanía,Agricultura y Silvicultura,2005,Agosto,397020.0
4710,Oceanía,Agricultura y Silvicultura,2005,Septiembre,20587.0
4711,Oceanía,Agricultura y Silvicultura,2005,Octubre,0.0
4712,Oceanía,Agricultura y Silvicultura,2005,Noviembre,33012.0
4713,Oceanía,Agricultura y Silvicultura,2005,Diciembre,30212.0
4714,Oceanía,Agricultura y Silvicultura,2006,Enero,0.0
4715,Oceanía,Agricultura y Silvicultura,2006,Febrero,6237974.0
4716,Oceanía,Agricultura y Silvicultura,2006,Marzo,0.0
4717,Oceanía,Agricultura y Silvicultura,2006,Abril,0.0
4718,Oceanía,Agricultura y Silvicultura,2006,Mayo,0.0
4719,Oceanía,Agricultura y Silvicultura,2006,Junio,0.0
4720,Oceanía,Agricultura y Silvicultura,2006,Julio,1535122.0
4721,Oceanía,Agricultura y Silvicultura,2006,Agosto,2947010.0
4722,Oceanía,Agricultura y Silvicultura,2006,Septiembre,772000.0
4723,Oceanía,Agricultura y Silvicultura,2006,Octubre,772000.0
4724,Oceanía,Agricultura y Silvicultura,2006,Noviembre,14763.0
4725,Oceanía,Agricultura y Silvicultura,2006,Diciembre,74335.0
4726,Oceanía,Agricultura y Silvicultura,2007,Enero,0.0
4727,Oceanía,Agricultura y Silvicultura,2007,Febrero,6385042.0
4728,Oceanía,Agricultura y Silvicultura,2007,Marzo,44475.0
4729,Oceanía,Agricultura y Silvicultura,2007,Abril,0.0
4730,Oceanía,Agricultura y Silvicultura,2007,Mayo,0.0
4731,Oceanía,Agricultura y Silvicultura,2007,Junio,0.0
4732,Oceanía,Agricultura y Silvicultura,2007,Julio,0.0
4733,Oceanía,Agricultura y Silvicultura,2007,Agosto,0.0
4734,Oceanía,Agricultura y Silvicultura,2007,Septiembre,0.0
4735,Oceanía,Agricultura y Silvicultura,2007,Octubre,5441.0
4736,Oceanía,Agricultura y Silvicultura,2007,Noviembre,8448000.0
4737,Oceanía,Agricultura y Silvicultura,2007,Diciembre,0.0
4738,Oceanía,Agricultura y Silvicultura,2008,Enero,0.0
4739,Oceanía,Agricultura y Silvicultura,2008,Febrero,0.0
4740,Oceanía,Agricultura y Silvicultura,2008,Marzo,10457579.0
4741,Oceanía,Agricultura y Silvicultura,2008,Abril,0.0
4742,Oceanía,Agricultura y Silvicultura,2008,Mayo,0.0
4743,Oceanía,Agricultura y Silvicultura,2008,Junio,8728831.0
4744,Oceanía,Agricultura y Silvicultura,2008,Julio,0.0
4745,Oceanía,Agricultura y Silvicultura,2008,Agosto,0.0
4746,Oceanía,Agricultura y Silvicultura,2008,Septiembre,3484983.0
4747,Oceanía,Agricultura y Silvicultura,2008,Octubre,1710528.0
4748,Oceanía,Agricultura y Silvicultura,2008,Noviembre,5895800.0
4749,Oceanía,Agricultura y Silvicultura,2008,Diciembre,0.0
4750,Oceanía,Agricultura y Silvicultura,2009,Enero,0.0
4751,Oceanía,Agricultura y Silvicultura,2009,Febrero,0.0
4752,Oceanía,Agricultura y Silvicultura,2009,Marzo,0.0
4753,Oceanía,Agricultura y Silvicultura,2009,Abril,0.0
4754,Oceanía,Agricultura y Silvicultura,2009,Mayo,0.0
4755,Oceanía,Agricultura y Silvicultura,2009,Junio,0.0
4756,Oceanía,Agricultura y Silvicultura,2009,Julio,9211711.0
4757,Oceanía,Agricultura y Silvicultura,2009,Agosto,59.0
4758,Oceanía,Agricultura y Silvicultura,2009,Septiembre,0.0
4759,Oceanía,Agricultura y Silvicultura,2009,Octubre,84000.0
4760,Oceanía,Agricultura y Silvicultura,2009,Noviembre,0.0
4761,Oceanía,Agricultura y Silvicultura,2009,Diciembre,0.0
4762,Oceanía,Agricultura y Silvicultura,2010,Enero,0.0
4763,Oceanía,Agricultura y Silvicultura,2010,Febrero,7649262.0
4764,Oceanía,Agricultura y Silvicultura,2010,Marzo,0.0
4765,Oceanía,Agricultura y Silvicultura,2010,Abril,0.0
4766,Oceanía,Agricultura y Silvicultura,2010,Mayo,72751.0
4767,Oceanía,Agricultura y Silvicultura,2010,Junio,8002500.0
4768,Oceanía,Agricultura y Silvicultura,2010,Julio,0.0
4769,Oceanía,Agricultura y Silvicultura,2010,Agosto,0.0
4770,Oceanía,Agricultura y Silvicultura,2010,Septiembre,0.0
4771,Oceanía,Agricultura y Silvicultura,2010,Octubre,0.0
4772,Oceanía,Agricultura y Silvicultura,2010,Noviembre,87200.0
4773,Oceanía,Agricultura y Silvicultura,2010,Diciembre,0.0
4774,Oceanía,Agricultura y Silvicultura,2011,Enero,0.0
4775,Oceanía,Agricultura y Silvicultura,2011,Febrero,0.0
4776,Oceanía,Agricultura y Silvicultura,2011,Marzo,0.0
4777,Oceanía,Agricultura y Silvicultura,2011,Abril,44.0
4778,Oceanía,Agricultura y Silvicultura,2011,Mayo,0.0
4779,Oceanía,Agricultura y Silvicultura,2011,Junio,0.0
4780,Oceanía,Agricultura y Silvicultura,2011,Julio,0.0
4781,Oceanía,Agricultura y Silvicultura,2011,Agosto,0.0
4782,Oceanía,Agricultura y Silvicultura,2011,Septiembre,0.0
4783,Oceanía,Agricultura y Silvicultura,2011,Octubre,0.0
4784,Oceanía,Agricultura y Silvicultura,2011,Noviembre,0.0
4785,Oceanía,Agricultura y Silvicultura,2011,Diciembre,0.0
4786,Oceanía,Agricultura y Silvicultura,2012,Enero,6754000.0
4787,Oceanía,Agricultura y Silvicultura,2012,Febrero,0.0
